step,time_s,picard_iterations,picard_final_delta,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
1620,405.000000,3,1.193099e-10,1.208505e-16,-1.961411e-20,2.332579e-12
1621,405.250000,3,1.192846e-10,1.812804e-16,-2.058025e-21,2.751133e-13
1622,405.500000,3,1.192582e-10,1.208568e-16,4.221930e-21,-1.429745e-12
1623,405.750000,3,1.192322e-10,1.243338e-16,-1.271873e-20,1.305400e-12
1624,406.000000,3,1.192069e-10,1.338929e-16,-3.230637e-20,-8.424372e-13
1625,406.250000,3,1.191811e-10,1.812993e-16,1.838326e-20,-2.338130e-13
1626,406.500000,3,1.191549e-10,1.208694e-16,-2.843516e-20,-2.613465e-12
1627,406.750000,3,1.191296e-10,1.208725e-16,-1.038939e-20,-8.291146e-13
1628,407.000000,3,1.191038e-10,1.208757e-16,-1.309592e-20,3.532730e-12
1629,407.250000,3,1.190779e-10,1.274930e-16,-1.018425e-20,-4.949596e-12
1630,407.500000,3,1.190525e-10,1.208820e-16,-4.063111e-21,-2.348344e-12
1631,407.750000,3,1.190270e-10,1.208851e-16,-7.636531e-21,-2.100320e-12
1632,408.000000,3,1.190013e-10,1.208883e-16,-3.996937e-21,-2.735145e-12
1633,408.250000,3,1.189757e-10,1.208914e-16,1.243418e-20,2.639222e-12
1634,408.500000,3,1.189497e-10,1.274689e-16,-9.456329e-21,-3.093747e-12
1635,408.750000,3,1.189242e-10,1.208977e-16,-6.140989e-21,-5.468959e-13
1636,409.000000,3,1.188993e-10,1.209008e-16,3.826207e-20,4.951595e-14
1637,409.250000,3,1.188734e-10,1.209040e-16,3.474159e-21,3.428591e-12
1638,409.500000,3,1.188480e-10,1.370083e-16,8.119605e-21,1.347811e-12
1639,409.750000,3,1.188227e-10,1.209103e-16,-1.072688e-20,2.811973e-12
1640,410.000000,3,1.187976e-10,1.813701e-16,-1.995821e-20,9.354739e-13
1641,410.250000,3,1.187721e-10,1.242492e-16,-4.139874e-20,-8.073542e-13
1642,410.500000,3,1.187468e-10,1.209197e-16,-1.036292e-20,-1.009193e-12
1643,410.750000,3,1.187210e-10,1.209228e-16,3.061892e-20,-1.465938e-12
1644,411.000000,3,1.186962e-10,1.209260e-16,-1.760240e-20,-1.047162e-12
1645,411.250000,3,1.186704e-10,1.511614e-16,3.732901e-20,-1.889600e-12
1646,411.500000,3,1.186453e-10,1.813984e-16,-1.118348e-20,-1.793232e-12
1647,411.750000,3,1.186204e-10,1.337765e-16,1.664287e-20,-3.550271e-12
1648,412.000000,3,1.185949e-10,1.209385e-16,1.434662e-20,-7.216450e-14
1649,412.250000,3,1.185698e-10,1.209417e-16,-1.380399e-20,3.890666e-12
1650,412.500000,3,1.185445e-10,1.209448e-16,2.719770e-20,3.844258e-12
1651,412.750000,3,1.185192e-10,1.209480e-16,-3.659447e-21,-1.073586e-12
1652,413.000000,3,1.184943e-10,1.209511e-16,4.185534e-20,-4.528822e-12
1653,413.250000,3,1.184690e-10,1.209542e-16,-1.502160e-21,2.227551e-12
1654,413.500000,3,1.184437e-10,1.369253e-16,1.991851e-20,-2.926548e-13
1655,413.750000,3,1.184193e-10,1.209605e-16,-1.778769e-20,-4.271028e-12
1656,414.000000,3,1.183942e-10,1.432830e-16,-9.886463e-21,1.455502e-12
1657,414.250000,3,1.183686e-10,1.814502e-16,-2.826972e-20,-6.394885e-13
1658,414.500000,3,1.183436e-10,1.209699e-16,3.787825e-20,-2.014611e-12
1659,414.750000,3,1.183191e-10,1.814596e-16,4.030024e-21,1.224354e-12
1660,415.000000,3,1.182943e-10,1.241598e-16,-2.558966e-20,2.140066e-12
1661,415.250000,3,1.182687e-10,1.209793e-16,-6.729941e-21,-3.552714e-14
1662,415.500000,3,1.182441e-10,1.814737e-16,4.082964e-21,-2.977396e-12
1663,415.750000,3,1.182194e-10,1.209856e-16,-8.682088e-21,-4.674039e-13
1664,416.000000,3,1.181943e-10,1.209887e-16,8.437242e-21,-4.620748e-13
1665,416.250000,3,1.181699e-10,1.209918e-16,3.124096e-20,1.992628e-12
1666,416.500000,3,1.181448e-10,1.209950e-16,-1.703330e-20,1.765255e-13
1667,416.750000,3,1.181200e-10,1.209981e-16,5.909378e-21,-1.436407e-12
1668,417.000000,3,1.180953e-10,1.210012e-16,-1.257976e-20,1.064482e-12
1669,417.250000,3,1.180709e-10,1.210044e-16,1.993174e-20,-1.530553e-12
1670,417.500000,3,1.180458e-10,1.210075e-16,-2.045452e-20,4.582557e-12
1671,417.750000,3,1.180209e-10,1.400191e-16,5.803499e-21,-8.715251e-13
1672,418.000000,3,1.179961e-10,1.210137e-16,-7.967404e-21,1.619149e-12
1673,418.250000,3,1.179716e-10,1.815252e-16,6.710089e-21,1.334488e-12
1674,418.500000,3,1.179477e-10,1.210199e-16,-6.478479e-21,-3.696821e-12
1675,418.750000,3,1.179226e-10,1.304525e-16,1.373120e-20,-2.325917e-12
1676,419.000000,3,1.178977e-10,1.210260e-16,-3.202843e-21,-2.098988e-12
1677,419.250000,3,1.178735e-10,1.815437e-16,-2.498085e-20,5.696998e-12
1678,419.500000,3,1.178491e-10,1.210322e-16,1.646420e-20,1.339373e-12
1679,419.750000,3,1.178244e-10,1.210353e-16,2.010380e-20,-5.879963e-12
1680,420.000000,3,1.177998e-10,1.399711e-16,-4.976319e-21,7.243095e-13
1681,420.250000,3,1.177751e-10,1.210415e-16,2.763445e-20,-1.596945e-12
1682,420.500000,3,1.177503e-10,1.815668e-16,2.194345e-20,-8.899548e-13
1683,420.750000,3,1.177263e-10,1.210476e-16,3.192255e-20,1.438627e-12
1684,421.000000,3,1.177016e-10,1.210507e-16,8.735027e-22,2.242873e-12
1685,421.250000,3,1.176770e-10,1.210538e-16,-4.368837e-20,1.582956e-12
1686,421.500000,3,1.176526e-10,1.210569e-16,-4.509789e-20,-3.588685e-12
1687,421.750000,3,1.176284e-10,1.210600e-16,-1.043571e-20,6.703527e-13
1688,422.000000,3,1.176037e-10,1.210631e-16,4.764560e-21,-5.974554e-12
1689,422.250000,3,1.175793e-10,1.303840e-16,-8.026961e-21,-1.706191e-12
1690,422.500000,3,1.175551e-10,1.210692e-16,1.337386e-20,-1.763478e-12
1691,422.750000,3,1.175307e-10,1.303745e-16,-1.458485e-20,5.951684e-12
1692,423.000000,3,1.175067e-10,1.210754e-16,-2.363090e-20,2.154943e-12
1693,423.250000,3,1.174822e-10,1.430835e-16,-1.623921e-20,1.690648e-12
1694,423.500000,3,1.174578e-10,1.210815e-16,9.065900e-21,2.070566e-12
1695,423.750000,3,1.174343e-10,1.367143e-16,-1.686787e-20,-1.934897e-12
1696,424.000000,3,1.174101e-10,1.210877e-16,-9.297510e-21,-2.789990e-12
1697,424.250000,3,1.173850e-10,1.843919e-16,2.463675e-20,-1.489031e-12
1698,424.500000,3,1.173615e-10,1.210939e-16,8.893846e-21,-5.910827e-13
1699,424.750000,3,1.173364e-10,1.210969e-16,-8.205632e-22,2.817080e-12
1700,425.000000,3,1.173128e-10,1.211000e-16,-6.901995e-21,9.499068e-13
1701,425.250000,3,1.172891e-10,1.513789e-16,1.141509e-20,1.283418e-12
1702,425.500000,3,1.172649e-10,1.211062e-16,2.304856e-20,-2.400524e-12
1703,425.750000,3,1.172400e-10,1.513866e-16,7.444626e-21,-2.363443e-12
1704,426.000000,3,1.172165e-10,1.211123e-16,3.945321e-20,-5.839329e-12
1705,426.250000,3,1.171925e-10,1.211154e-16,8.238719e-21,-2.573497e-12
1706,426.500000,3,1.171687e-10,1.816777e-16,-1.899207e-21,1.877609e-12
1707,426.750000,3,1.171443e-10,1.211215e-16,5.248296e-20,2.113199e-12
1708,427.000000,3,1.171205e-10,1.239387e-16,-1.912442e-20,2.490674e-12
1709,427.250000,3,1.170968e-10,1.366454e-16,9.952637e-21,3.407497e-12
1710,427.500000,3,1.170728e-10,1.211308e-16,1.278490e-20,4.292788e-12
1711,427.750000,3,1.170488e-10,1.211338e-16,1.244741e-20,-1.133094e-12
1712,428.000000,3,1.170255e-10,1.211369e-16,2.037511e-20,-2.428502e-12
1713,428.250000,3,1.170011e-10,1.211400e-16,8.708557e-21,-8.444356e-13
1714,428.500000,3,1.169780e-10,1.211431e-16,-1.733771e-21,-2.037037e-12
1715,428.750000,3,1.169538e-10,1.211461e-16,2.095745e-20,-1.816325e-12
1716,429.000000,3,1.169302e-10,1.211492e-16,-1.549144e-20,-1.396216e-12
1717,429.250000,3,1.169067e-10,1.651987e-16,-4.440306e-21,-1.095790e-12
1718,429.500000,3,1.168825e-10,1.270714e-16,4.771178e-21,-3.235412e-12
1719,429.750000,3,1.168592e-10,1.302436e-16,-1.766858e-21,-3.688827e-12
1720,430.000000,3,1.168350e-10,1.211615e-16,-3.657462e-20,-3.157030e-12
1721,430.250000,3,1.168110e-10,1.817468e-16,1.336724e-21,1.337375e-12
1722,430.500000,3,1.167877e-10,1.211676e-16,-1.251359e-20,-1.265654e-13
1723,430.750000,3,1.167642e-10,1.817560e-16,-2.238682e-20,-3.650413e-12
1724,431.000000,3,1.167406e-10,1.302206e-16,7.318894e-21,-1.194600e-12
1725,431.250000,3,1.167169e-10,1.514710e-16,-7.133606e-21,4.129808e-12
1726,431.500000,3,1.166933e-10,1.211799e-16,-2.952704e-20,2.759348e-12
1727,431.750000,3,1.166698e-10,1.211829e-16,8.397538e-21,2.321032e-12
1728,432.000000,3,1.166467e-10,1.817790e-16,6.081432e-21,2.622125e-12
1729,432.250000,3,1.166229e-10,1.333733e-16,-2.630434e-20,3.296030e-12
1730,432.500000,3,1.165992e-10,1.211921e-16,1.079967e-20,-2.103429e-12
1731,432.750000,3,1.165754e-10,1.270133e-16,-1.618627e-20,1.755485e-12
1732,433.000000,3,1.165521e-10,1.211983e-16,7.431391e-21,6.663115e-12
1733,433.250000,3,1.165288e-10,1.212013e-16,-4.625594e-21,-1.884493e-12
1734,433.500000,3,1.165055e-10,1.212044e-16,1.356576e-20,3.057554e-12
1735,433.750000,3,1.164822e-10,1.818112e-16,-3.136669e-21,-6.501466e-13
1736,434.000000,3,1.164588e-10,1.212105e-16,4.939261e-20,-1.311617e-12
1737,434.250000,3,1.164351e-10,1.333360e-16,5.353513e-21,2.149836e-12
1738,434.500000,3,1.164118e-10,1.515208e-16,5.624828e-22,-2.909006e-12
1739,434.750000,3,1.163887e-10,1.818296e-16,-2.051408e-22,3.862688e-12
1740,435.000000,3,1.163651e-10,1.818342e-16,-2.404118e-20,4.070078e-13
1741,435.250000,3,1.163420e-10,1.682339e-16,-2.122876e-20,3.934630e-13
1742,435.500000,3,1.163192e-10,1.212289e-16,-8.470329e-22,-6.900702e-12
1743,435.750000,3,1.162959e-10,1.515399e-16,-1.707963e-20,2.602363e-13
1744,436.000000,3,1.162728e-10,1.818525e-16,-6.220398e-22,1.429523e-12
1745,436.250000,3,1.162492e-10,1.212381e-16,-1.726491e-20,3.271827e-12
1746,436.500000,3,1.162261e-10,1.555100e-16,-5.432922e-21,-1.350253e-12
1747,436.750000,3,1.162033e-10,1.818663e-16,-2.733005e-20,-2.514211e-12
1748,437.000000,3,1.161802e-10,1.212472e-16,-5.757177e-21,-1.751932e-13
1749,437.250000,3,1.161571e-10,1.212503e-16,1.490249e-20,-7.127632e-13
1750,437.500000,3,1.161340e-10,1.212534e-16,1.381061e-20,2.523315e-12
1751,437.750000,3,1.161107e-10,1.212564e-16,-2.131479e-20,1.023404e-12
1752,438.000000,3,1.160883e-10,1.212595e-16,-7.385069e-21,3.391731e-12
1753,438.250000,3,1.160649e-10,1.212625e-16,-8.543121e-21,-9.567902e-13
1754,438.500000,3,1.160418e-10,1.212656e-16,1.105113e-21,6.927792e-13
1755,438.750000,3,1.160190e-10,1.212686e-16,-1.667596e-21,2.782219e-12
1756,439.000000,3,1.159959e-10,1.212717e-16,2.294930e-20,-3.030021e-12
1757,439.250000,3,1.159730e-10,1.212747e-16,-8.106370e-21,3.188116e-12
1758,439.500000,3,1.159504e-10,1.212778e-16,-2.416029e-20,1.138867e-12
1759,439.750000,3,1.159270e-10,1.819213e-16,3.351074e-20,-2.955192e-12
1760,440.000000,3,1.159040e-10,1.212839e-16,1.840311e-20,1.857403e-12
1761,440.250000,3,1.158817e-10,1.212870e-16,-2.087804e-20,-2.024825e-12
1762,440.500000,3,1.158587e-10,1.212900e-16,1.799945e-20,-1.558975e-12
1763,440.750000,3,1.158362e-10,1.212931e-16,-2.767415e-20,-4.778622e-12
1764,441.000000,3,1.158129e-10,1.332116e-16,1.635171e-20,1.748157e-12
1765,441.250000,3,1.157900e-10,1.212992e-16,-9.204866e-21,-1.902922e-12
1766,441.500000,3,1.157672e-10,1.213022e-16,9.456329e-21,-2.487344e-12
1767,441.750000,3,1.157450e-10,1.213053e-16,-4.413174e-20,2.267075e-13
1768,442.000000,3,1.157214e-10,1.331933e-16,2.179125e-20,4.348522e-12
1769,442.250000,3,1.156995e-10,1.268465e-16,-1.260623e-20,3.189893e-12
1770,442.500000,3,1.156764e-10,1.213144e-16,1.790019e-20,2.176703e-12
1771,442.750000,3,1.156544e-10,1.268378e-16,1.686125e-20,1.838529e-12
1772,443.000000,3,1.156313e-10,1.516506e-16,2.226770e-20,-1.512124e-13
1773,443.250000,3,1.156086e-10,1.213235e-16,8.728410e-21,2.214451e-12
1774,443.500000,3,1.155867e-10,1.331660e-16,-1.241433e-20,-1.758593e-12
1775,443.750000,3,1.155631e-10,1.213296e-16,-1.555100e-20,-1.253442e-12
1776,444.000000,3,1.155409e-10,1.213327e-16,1.437971e-20,4.578560e-13
1777,444.250000,3,1.155185e-10,1.820036e-16,-8.364450e-21,5.456746e-12
1778,444.500000,3,1.154956e-10,1.516734e-16,2.637714e-20,4.559020e-12
1779,444.750000,3,1.154734e-10,1.213417e-16,-3.725621e-21,1.307621e-12
1780,445.000000,3,1.154508e-10,1.820171e-16,1.287093e-20,-1.504796e-12
1781,445.250000,3,1.154283e-10,1.458137e-16,8.781349e-21,1.145750e-12
1782,445.500000,3,1.154059e-10,1.213508e-16,-4.928673e-20,-2.171596e-12
1783,445.750000,3,1.153837e-10,1.299555e-16,1.727153e-20,-1.060707e-12
1784,446.000000,3,1.153608e-10,1.213568e-16,3.584670e-20,1.657119e-12
1785,446.250000,3,1.153386e-10,1.213598e-16,1.059453e-20,-2.692513e-12
1786,446.500000,3,1.153162e-10,1.267729e-16,2.331326e-20,-1.759481e-12
1787,446.750000,3,1.152940e-10,1.213658e-16,1.840311e-20,-1.740164e-12
1788,447.000000,3,1.152718e-10,1.213688e-16,-2.151993e-20,-1.308731e-12
1789,447.250000,3,1.152489e-10,1.213718e-16,-1.399590e-20,8.364420e-13
1790,447.500000,3,1.152269e-10,1.820622e-16,1.168641e-20,-1.999512e-12
1791,447.750000,3,1.152045e-10,1.330890e-16,1.246727e-20,-1.805001e-12
1792,448.000000,3,1.151828e-10,1.820712e-16,2.586097e-20,3.124834e-12
1793,448.250000,3,1.151599e-10,1.425857e-16,3.957232e-21,-4.551914e-13
1794,448.500000,3,1.151377e-10,1.213868e-16,3.065862e-20,2.996270e-12
1795,448.750000,3,1.151159e-10,1.213898e-16,-2.924911e-21,3.749445e-12
1796,449.000000,3,1.150937e-10,1.213928e-16,1.107099e-20,-1.788791e-12
1797,449.250000,3,1.150711e-10,1.298938e-16,4.066420e-20,9.807710e-13
1798,449.500000,3,1.150491e-10,1.330575e-16,3.810325e-20,-5.337952e-13
1799,449.750000,3,1.150271e-10,1.457247e-16,1.525321e-20,-2.797318e-12
1800,450.000000,3,1.150047e-10,1.214048e-16,3.212769e-20,-9.969803e-14
1801,450.250000,3,1.149827e-10,1.362117e-16,-4.409204e-20,-3.418821e-12
1802,450.500000,3,1.149605e-10,1.214108e-16,4.863822e-21,4.966028e-12
1803,450.750000,3,1.149387e-10,1.214138e-16,1.598775e-20,1.423972e-12
1804,451.000000,3,1.149167e-10,1.425327e-16,1.932956e-20,1.323164e-12
1805,451.250000,3,1.148948e-10,1.214198e-16,-2.969248e-20,1.425526e-12
1806,451.500000,3,1.148726e-10,1.214228e-16,-3.434454e-20,8.639756e-13
1807,451.750000,3,1.148508e-10,1.821387e-16,-4.239135e-20,3.761436e-13
1808,452.000000,3,1.148288e-10,1.266787e-16,-9.469564e-21,-1.147527e-12
1809,452.250000,3,1.148071e-10,1.214318e-16,2.167875e-20,-3.771650e-12
1810,452.500000,3,1.147846e-10,1.517935e-16,1.702007e-20,-5.258238e-12
1811,452.750000,3,1.147629e-10,1.214378e-16,2.038173e-21,-2.617462e-12
1812,453.000000,3,1.147413e-10,1.214408e-16,8.251954e-21,1.936229e-13
1813,453.250000,3,1.147193e-10,1.214438e-16,-2.855427e-20,1.052269e-12
1814,453.500000,3,1.146971e-10,1.214468e-16,-2.415367e-21,6.845413e-12
1815,453.750000,3,1.146756e-10,1.646435e-16,1.085923e-20,7.046586e-12
1816,454.000000,3,1.146534e-10,1.821792e-16,5.849821e-21,4.479306e-12
1817,454.250000,3,1.146321e-10,1.214558e-16,-1.700683e-21,2.633449e-13
1818,454.500000,3,1.146099e-10,1.214588e-16,3.073803e-20,4.078959e-13
1819,454.750000,3,1.145881e-10,1.214618e-16,2.431911e-20,4.183542e-12
1820,455.000000,3,1.145670e-10,1.392903e-16,6.154224e-22,3.542944e-12
1821,455.250000,3,1.145448e-10,1.822016e-16,-1.876707e-20,1.147304e-12
1822,455.500000,3,1.145231e-10,1.234536e-16,-1.654361e-21,-1.802336e-12
1823,455.750000,3,1.145017e-10,1.234495e-16,-1.406207e-20,-5.515588e-13
1824,456.000000,3,1.144795e-10,1.214767e-16,-2.058687e-20,-2.656098e-12
1825,456.250000,3,1.144578e-10,1.214797e-16,-2.763445e-20,1.830758e-12
1826,456.500000,3,1.144362e-10,1.234371e-16,3.952600e-20,-2.496670e-12
1827,456.750000,3,1.144147e-10,1.214857e-16,1.124966e-20,3.578471e-12
1828,457.000000,3,1.143929e-10,1.518608e-16,1.846267e-20,2.763123e-12
1829,457.250000,3,1.143712e-10,1.329189e-16,-1.216286e-20,5.385914e-12
1830,457.500000,3,1.143499e-10,1.214946e-16,1.295034e-20,-2.509104e-14
1831,457.750000,3,1.143285e-10,1.822465e-16,5.790264e-21,9.792167e-14
1832,458.000000,3,1.143070e-10,1.822509e-16,-7.332129e-21,-6.755485e-12
1833,458.250000,3,1.142855e-10,1.215036e-16,-1.285770e-20,1.240785e-12
1834,458.500000,3,1.142637e-10,1.215066e-16,5.214547e-21,-4.707346e-14
1835,458.750000,3,1.142424e-10,1.215096e-16,3.163139e-20,9.066081e-13
1836,459.000000,3,1.142211e-10,1.297238e-16,2.075892e-20,-4.949818e-12
1837,459.250000,3,1.141989e-10,1.328834e-16,-2.058025e-21,-2.791101e-13
1838,459.500000,3,1.141780e-10,1.215185e-16,1.913103e-20,2.844391e-12
1839,459.750000,3,1.141569e-10,1.215215e-16,-9.323980e-21,-1.544986e-12
1840,460.000000,3,1.141351e-10,1.215245e-16,4.301339e-22,3.443690e-12
1841,460.250000,3,1.141141e-10,1.215275e-16,8.748262e-21,-1.669109e-12
1842,460.500000,3,1.140923e-10,1.215305e-16,4.525671e-20,5.125900e-12
1843,460.750000,3,1.140710e-10,1.518364e-16,-3.586655e-20,6.076695e-12
1844,461.000000,3,1.140501e-10,1.215364e-16,-4.584566e-20,2.967848e-12
1845,461.250000,3,1.140288e-10,1.215394e-16,9.039430e-21,3.020473e-12
1846,461.500000,3,1.140072e-10,1.215424e-16,3.229975e-20,2.265299e-12
1847,461.750000,3,1.139855e-10,1.215454e-16,-3.513201e-20,1.467493e-12
1848,462.000000,3,1.139651e-10,1.215484e-16,1.859502e-20,-7.293277e-12
1849,462.250000,3,1.139433e-10,1.215514e-16,1.113054e-20,-1.102451e-12
1850,462.500000,3,1.139215e-10,1.519429e-16,-3.491364e-20,-8.995027e-13
1851,462.750000,3,1.139013e-10,1.296591e-16,2.614552e-20,-2.394529e-12
1852,463.000000,3,1.138798e-10,1.328171e-16,3.691211e-20,-2.164935e-12
1853,463.250000,3,1.138583e-10,1.215633e-16,-1.270549e-20,2.748690e-12
1854,463.500000,3,1.138376e-10,1.215663e-16,-4.360234e-20,-2.198242e-14
1855,463.750000,3,1.138163e-10,1.391278e-16,-2.625802e-20,-1.834088e-13
1856,464.000000,3,1.137956e-10,1.215722e-16,-9.092369e-21,2.267742e-12
1857,464.250000,3,1.137741e-10,1.215752e-16,-1.750314e-20,-3.508305e-13
1858,464.500000,3,1.137537e-10,1.215782e-16,-2.529187e-20,3.445466e-12
1859,464.750000,3,1.137326e-10,1.327862e-16,2.504703e-20,-5.533352e-13
1860,465.000000,3,1.137113e-10,1.823762e-16,-1.729138e-20,-1.390665e-12
1861,465.250000,3,1.136899e-10,1.580684e-16,1.770828e-20,4.941603e-12
1862,465.500000,3,1.136689e-10,1.215901e-16,-3.246518e-20,-9.718892e-13
1863,465.750000,3,1.136482e-10,1.215931e-16,2.079863e-20,1.251443e-12
1864,466.000000,3,1.136271e-10,1.823940e-16,-4.089581e-20,-1.288969e-12
1865,466.250000,3,1.136060e-10,1.264380e-16,7.080666e-22,5.331291e-12
1866,466.500000,3,1.135851e-10,1.216020e-16,-4.899556e-20,1.366240e-12
1867,466.750000,3,1.135645e-10,1.216050e-16,8.933551e-22,5.968559e-13
1868,467.000000,3,1.135432e-10,1.295860e-16,1.287093e-20,-7.482903e-13
1869,467.250000,3,1.135223e-10,1.295818e-16,1.128936e-20,-9.690027e-13
1870,467.500000,3,1.135019e-10,1.216139e-16,-2.436543e-20,-1.295852e-12
1871,467.750000,3,1.134806e-10,1.520211e-16,5.949083e-21,3.877787e-12
1872,468.000000,3,1.134599e-10,1.216198e-16,-4.012157e-20,-7.089884e-12
1873,468.250000,3,1.134386e-10,1.216228e-16,3.431145e-20,-2.140732e-12
1874,468.500000,3,1.134182e-10,1.216258e-16,1.214963e-20,7.775558e-12
1875,468.750000,3,1.133973e-10,1.216287e-16,1.319519e-20,-1.059153e-13
1876,469.000000,3,1.133769e-10,1.216317e-16,3.308722e-21,2.273515e-12
1877,469.250000,3,1.133555e-10,1.216347e-16,-4.425747e-20,2.386091e-12
1878,469.500000,3,1.133356e-10,1.520471e-16,-3.319310e-20,1.920464e-12
1879,469.750000,3,1.133145e-10,1.216406e-16,2.343237e-20,3.524736e-12
1880,470.000000,3,1.132940e-10,1.216436e-16,-2.144714e-20,-2.070344e-12
1881,470.250000,3,1.132727e-10,1.263712e-16,5.492479e-22,4.197309e-12
1882,470.500000,3,1.132527e-10,1.216495e-16,-3.904292e-21,-2.118972e-12
1883,470.750000,3,1.132316e-10,1.389991e-16,-1.196434e-20,-2.111644e-13
1884,471.000000,3,1.132110e-10,1.216555e-16,-1.473705e-20,5.846434e-13
1885,471.250000,3,1.131908e-10,1.520730e-16,-1.058791e-21,1.616263e-12
1886,471.500000,3,1.131699e-10,1.295091e-16,-1.964058e-20,3.203660e-12
1887,471.750000,3,1.131495e-10,1.105529e-16,1.032983e-20,3.626432e-12
1888,472.000000,3,1.131286e-10,1.216673e-16,-6.187311e-21,4.522382e-12
1889,472.250000,3,1.131080e-10,1.825054e-16,1.948176e-20,1.082467e-12
1890,472.500000,3,1.130878e-10,1.216732e-16,-1.224227e-21,3.888001e-12
1891,472.750000,3,1.130676e-10,1.520951e-16,6.842438e-21,5.963230e-12
1892,473.000000,3,1.130467e-10,1.326417e-16,-1.833694e-20,2.542411e-12
1893,473.250000,3,1.130263e-10,1.825229e-16,-2.165228e-20,-1.171063e-12
1894,473.500000,3,1.130058e-10,1.216849e-16,-1.269226e-20,1.993739e-12
1895,473.750000,3,1.129852e-10,1.216878e-16,2.658228e-20,-1.068701e-12
1896,474.000000,3,1.129643e-10,1.216908e-16,6.293190e-21,-1.863176e-12
1897,474.250000,3,1.129443e-10,1.216937e-16,7.298380e-20,3.836043e-12
1898,474.500000,3,1.129237e-10,1.216966e-16,-1.212978e-20,-1.889600e-13
1899,474.750000,3,1.129035e-10,1.216995e-16,4.352294e-20,-2.672307e-12
1900,475.000000,3,1.128830e-10,1.294495e-16,2.249931e-22,4.372058e-13
1901,475.250000,3,1.128628e-10,1.217054e-16,4.521700e-20,2.545963e-12
1902,475.500000,3,1.128422e-10,1.217083e-16,2.030894e-20,-2.884581e-12
1903,475.750000,3,1.128218e-10,1.217112e-16,-8.192397e-21,1.941558e-12
1904,476.000000,3,1.128018e-10,1.217142e-16,2.906382e-20,-7.267520e-13
1905,476.250000,3,1.127813e-10,1.217171e-16,1.119010e-20,-1.416200e-12
1906,476.500000,3,1.127614e-10,1.262674e-16,-3.255121e-20,1.616485e-12
1907,476.750000,3,1.127411e-10,1.217230e-16,3.593273e-21,-1.932010e-12
1908,477.000000,3,1.127203e-10,1.521573e-16,-2.014350e-20,4.658496e-13
1909,477.250000,3,1.127005e-10,1.217288e-16,-7.014492e-21,-7.245315e-13
1910,477.500000,3,1.126799e-10,1.825976e-16,-1.347312e-20,-2.788880e-13
1911,477.750000,3,1.126603e-10,1.826020e-16,-4.062449e-20,2.408518e-12
1912,478.000000,3,1.126399e-10,1.217376e-16,-7.921082e-21,-4.201528e-12
1913,478.250000,3,1.126195e-10,1.217405e-16,1.949499e-20,-2.118306e-12
1914,478.500000,3,1.125999e-10,1.826151e-16,-3.156521e-21,7.707168e-13
1915,478.750000,3,1.125791e-10,1.826195e-16,1.813180e-20,-1.298739e-12
1916,479.000000,3,1.125591e-10,1.826239e-16,-3.480114e-20,-4.634959e-12
1917,479.250000,3,1.125393e-10,1.217522e-16,1.351944e-20,-1.952660e-12
1918,479.500000,3,1.125189e-10,1.217551e-16,4.698386e-21,1.210143e-12
1919,479.750000,3,1.124989e-10,1.217580e-16,1.431353e-20,2.537304e-12
1920,480.000000,3,1.124789e-10,1.217609e-16,-1.459808e-20,-9.146017e-13
1921,480.250000,3,1.124585e-10,1.217639e-16,1.353929e-20,-2.518874e-12
1922,480.500000,3,1.124376e-10,1.293562e-16,-1.520027e-20,2.068345e-12
1923,480.750000,3,1.124181e-10,1.217697e-16,4.804265e-21,1.999956e-12
1924,481.000000,3,1.123974e-10,1.217726e-16,-2.693962e-20,-2.758904e-12
1925,481.250000,3,1.123779e-10,1.261883e-16,9.171779e-21,2.322365e-12
1926,481.500000,3,1.123572e-10,1.261840e-16,-1.398928e-20,2.656098e-12
1927,481.750000,3,1.123370e-10,1.217814e-16,-4.116051e-21,7.714718e-12
1928,482.000000,3,1.123168e-10,1.514103e-16,7.980639e-21,1.565414e-13
1929,482.250000,3,1.122966e-10,1.217872e-16,1.445912e-20,9.284795e-12
1930,482.500000,3,1.122771e-10,1.217901e-16,5.082198e-21,3.046230e-12
1931,482.750000,3,1.122569e-10,1.217931e-16,-3.337839e-20,-6.599166e-13
1932,483.000000,3,1.122369e-10,1.217960e-16,-4.116051e-21,1.687095e-12
1933,483.250000,3,1.122167e-10,1.217989e-16,1.500837e-20,-5.013101e-12
1934,483.500000,3,1.121965e-10,1.827027e-16,1.915750e-20,-3.794742e-12
1935,483.750000,3,1.121769e-10,1.218047e-16,8.562974e-21,-1.720846e-12
1936,484.000000,3,1.121570e-10,1.522595e-16,-1.099819e-20,1.450173e-12
1937,484.250000,3,1.121363e-10,1.545161e-16,-1.521351e-20,1.339151e-12
1938,484.500000,3,1.121172e-10,1.218135e-16,1.649067e-20,4.435563e-12
1939,484.750000,3,1.120972e-10,1.218164e-16,-2.284342e-20,4.575673e-12
1940,485.000000,3,1.120775e-10,1.418874e-16,-3.178359e-20,1.443068e-12
1941,485.250000,3,1.120575e-10,1.218222e-16,-3.445042e-20,-1.374012e-12
1942,485.500000,3,1.120377e-10,1.218251e-16,2.499409e-20,-3.292921e-13
1943,485.750000,3,1.120177e-10,1.355668e-16,-1.510763e-20,1.045830e-12
