step,time_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
5793,1448.250000,4,5.258016e-13,1.953993e-14,3.856224e-16,3.945321e-20,-1.172569e-10
5794,1448.500000,4,7.815970e-13,1.776357e-14,3.085005e-16,1.108422e-20,2.384670e-11
5795,1448.750000,4,5.826450e-13,1.976197e-14,3.856210e-16,4.671916e-21,1.163603e-11
5796,1449.000000,4,7.176482e-13,1.909584e-14,3.084932e-16,-7.249411e-21,2.106493e-10
5797,1449.250000,4,4.973799e-13,2.242651e-14,3.856119e-16,1.657041e-19,-1.157030e-10
5798,1449.500000,4,5.613288e-13,1.931788e-14,3.084859e-16,-1.048633e-19,-7.393730e-11
5799,1449.750000,4,5.186962e-13,1.998401e-14,3.084823e-16,-1.344003e-20,5.896128e-11
5800,1450.000000,4,5.222489e-13,1.931788e-14,3.855906e-16,1.567077e-19,2.006928e-11
5801,1450.250000,4,4.298784e-13,1.887379e-14,3.855938e-16,-1.056872e-19,-6.301892e-11
5802,1450.500000,4,6.963319e-13,1.532108e-14,3.855892e-16,-9.997967e-20,1.528697e-10
5803,1450.750000,4,6.252776e-13,2.020606e-14,3.084678e-16,2.937153e-20,-1.626699e-11
5804,1451.000000,4,6.110668e-13,2.087219e-14,3.855725e-16,9.364346e-20,4.900969e-12
5805,1451.250000,4,4.618528e-13,1.998401e-14,3.855679e-16,-8.099753e-20,4.066658e-11
5806,1451.500000,4,6.252776e-13,1.776357e-14,3.084569e-16,-9.419933e-21,1.203260e-11
5807,1451.750000,4,6.181722e-13,1.754152e-14,3.084533e-16,-5.132490e-20,-6.904299e-11
5808,1452.000000,4,6.536993e-13,2.109424e-14,3.855621e-16,-7.274226e-20,-4.337286e-11
5809,1452.250000,4,4.831691e-13,1.820766e-14,3.084460e-16,1.107165e-19,5.448086e-12
5810,1452.500000,4,5.897505e-13,1.976197e-14,3.084424e-16,-3.451328e-20,-3.669287e-11
5811,1452.750000,4,4.405365e-13,1.998401e-14,3.855409e-16,1.348900e-19,-5.119460e-12
5812,1453.000000,4,3.979039e-13,2.042810e-14,3.855363e-16,4.893601e-21,9.560042e-11
5813,1453.250000,4,4.902745e-13,1.620926e-14,3.855318e-16,-1.132675e-19,-3.150946e-11
5814,1453.500000,4,5.044853e-13,1.909584e-14,3.084280e-16,1.279615e-19,-4.423173e-11
5815,1453.750000,4,6.679102e-13,1.798561e-14,3.084244e-16,-6.073491e-20,-2.180967e-11
5816,1454.000000,4,5.044853e-13,1.953993e-14,3.855184e-16,-5.738979e-20,4.626033e-11
5817,1454.250000,4,3.907985e-13,1.953993e-14,3.855215e-16,-9.842457e-20,8.063639e-11
5818,1454.500000,4,5.115908e-13,1.754152e-14,3.084136e-16,5.335315e-20,-1.098726e-10
5819,1454.750000,4,5.186962e-13,1.976197e-14,3.855126e-16,7.467787e-20,1.164171e-10
5820,1455.000000,4,5.897505e-13,1.865175e-14,3.084065e-16,-9.595295e-22,5.269341e-11
5821,1455.250000,4,4.973799e-13,1.953993e-14,3.084029e-16,-5.527221e-20,-1.493339e-11
5822,1455.500000,4,5.684342e-13,1.976197e-14,3.083993e-16,2.013027e-20,-2.369704e-11
5823,1455.750000,4,5.897505e-13,1.998401e-14,3.854870e-16,-3.133691e-20,-1.046958e-10
5824,1456.000000,4,5.968559e-13,1.976197e-14,3.854826e-16,-9.185014e-21,-4.347900e-11
5825,1456.250000,4,3.943512e-13,1.687539e-14,3.854858e-16,-1.033115e-19,3.009770e-11
5826,1456.500000,4,5.471179e-13,1.776357e-14,3.854813e-16,2.664183e-20,-9.422374e-11
5827,1456.750000,4,5.755396e-13,1.865175e-14,3.854692e-16,4.304979e-20,9.578960e-11
5828,1457.000000,4,9.379164e-13,2.020606e-14,3.083779e-16,-3.062223e-20,-2.814327e-11
5829,1457.250000,4,5.613288e-13,1.865175e-14,3.854603e-16,1.849907e-19,6.110801e-11
5830,1457.500000,4,8.526513e-13,1.842970e-14,3.854635e-16,-5.078889e-21,7.020384e-11
5831,1457.750000,4,5.471179e-13,2.176037e-14,3.083673e-16,8.691683e-20,4.582690e-11
5832,1458.000000,4,6.465939e-13,1.776357e-14,3.854547e-16,-3.501952e-20,-3.324185e-11
5833,1458.250000,4,6.536993e-13,1.754152e-14,3.854426e-16,4.519053e-20,3.704104e-11
5834,1458.500000,4,4.583001e-13,1.887379e-14,3.083566e-16,-5.206275e-20,7.055334e-11
5835,1458.750000,4,7.389644e-13,1.509903e-14,3.854338e-16,1.791276e-19,-9.774181e-11
5836,1459.000000,4,4.263256e-13,1.820766e-14,3.854293e-16,-5.865041e-20,4.620304e-12
5837,1459.250000,4,5.968559e-13,1.865175e-14,3.083460e-16,4.602433e-21,-1.259837e-10
5838,1459.500000,4,6.394885e-13,1.776357e-14,3.083425e-16,2.723409e-20,1.355316e-11
5839,1459.750000,4,5.258016e-13,2.242651e-14,3.854161e-16,-4.785074e-20,1.057021e-11
5840,1460.000000,4,5.186962e-13,1.709743e-14,3.854193e-16,-1.723183e-20,1.995915e-11
5841,1460.250000,4,7.318590e-13,1.953993e-14,3.854149e-16,-3.867566e-20,7.242784e-11
5842,1460.500000,4,4.760636e-13,2.153833e-14,3.854028e-16,1.188063e-19,-1.356000e-10
5843,1460.750000,4,6.679102e-13,2.176037e-14,3.083248e-16,7.755976e-20,1.149689e-10
5844,1461.000000,4,4.476419e-13,1.887379e-14,3.854016e-16,4.789376e-20,4.405365e-11
5845,1461.250000,4,6.181722e-13,1.909584e-14,3.083178e-16,-3.722644e-20,4.323475e-11
5846,1461.500000,4,5.400125e-13,1.998401e-14,3.083143e-16,2.385920e-20,-1.439071e-11
5847,1461.750000,4,4.618528e-13,1.931788e-14,3.083107e-16,1.159376e-19,-8.531797e-11
5848,1462.000000,4,4.263256e-13,1.931788e-14,3.853840e-16,4.119359e-21,1.189697e-10
5849,1462.250000,4,5.968559e-13,1.576517e-14,3.853797e-16,3.506915e-20,-1.004055e-10
5850,1462.500000,4,5.968559e-13,2.020606e-14,3.083002e-16,3.646874e-20,-1.513589e-10
5851,1462.750000,4,3.836931e-13,1.887379e-14,3.853633e-16,-1.256686e-19,-2.527845e-11
5852,1463.000000,4,7.673862e-13,1.909584e-14,3.082932e-16,7.490286e-20,-1.570832e-10
5853,1463.250000,4,7.105427e-13,1.931788e-14,3.853546e-16,7.107467e-20,-1.456257e-11
5854,1463.500000,4,4.760636e-13,2.020606e-14,3.082862e-16,6.269367e-20,5.219380e-12
5855,1463.750000,4,6.252776e-13,1.842970e-14,3.853458e-16,-3.474159e-20,1.377409e-10
5856,1464.000000,4,7.247536e-13,1.798561e-14,3.853415e-16,-6.006324e-20,-3.277911e-11
5857,1464.250000,4,6.465939e-13,1.820766e-14,3.853371e-16,-4.007525e-20,4.558176e-11
5858,1464.500000,4,5.115908e-13,1.887379e-14,3.082723e-16,-1.510432e-20,-8.083667e-11
5859,1464.750000,4,5.258016e-13,2.087219e-14,3.853360e-16,3.195895e-20,8.142553e-11
5860,1465.000000,4,3.943512e-13,1.998401e-14,4.623889e-16,6.566821e-20,1.534595e-10
5861,1465.250000,4,7.602807e-13,1.842970e-14,3.853273e-16,3.589964e-20,-1.937250e-11
5862,1465.500000,4,8.029133e-13,1.754152e-14,3.082584e-16,-1.214864e-19,1.648219e-10
5863,1465.750000,4,6.181722e-13,1.909584e-14,3.853111e-16,2.554665e-20,5.836087e-11
5864,1466.000000,4,6.465939e-13,2.220446e-14,3.082515e-16,6.461273e-20,-2.954881e-11
5865,1466.250000,4,7.247536e-13,1.798561e-14,3.082480e-16,3.423866e-20,-3.131895e-11
5866,1466.500000,4,5.684342e-13,1.998401e-14,3.853057e-16,-7.312277e-22,-8.967760e-11
5867,1466.750000,4,5.755396e-13,1.887379e-14,3.852938e-16,-3.467872e-20,-4.738077e-11
5868,1467.000000,4,6.004086e-13,2.020606e-14,3.852895e-16,-3.636948e-20,9.936629e-11
5869,1467.250000,4,4.760636e-13,1.887379e-14,3.852927e-16,5.087823e-20,8.569989e-11
5870,1467.500000,4,7.389644e-13,1.842970e-14,3.852884e-16,3.242548e-22,4.328271e-11
5871,1467.750000,4,5.329071e-13,1.665335e-14,3.082273e-16,-5.467002e-20,1.844804e-10
5872,1468.000000,4,6.110668e-13,2.087219e-14,3.852723e-16,3.683932e-20,-2.827427e-11
5873,1468.250000,4,3.623768e-13,2.131628e-14,3.082204e-16,2.903404e-20,-3.701617e-11
5874,1468.500000,4,5.115908e-13,2.042810e-14,3.082170e-16,2.342642e-19,-2.573430e-10
5875,1468.750000,4,4.547474e-13,2.153833e-14,3.082136e-16,3.043363e-20,4.834755e-11
5876,1469.000000,4,5.400125e-13,1.909584e-14,3.082101e-16,-7.612709e-20,-8.009238e-11
5877,1469.250000,4,8.384404e-13,2.065015e-14,3.082067e-16,-1.423512e-19,-1.331379e-11
5878,1469.500000,4,9.166001e-13,1.731948e-14,3.852466e-16,1.334077e-19,2.109521e-10
5879,1469.750000,4,6.323830e-13,1.909584e-14,3.852498e-16,-5.217524e-20,-9.683054e-11
5880,1470.000000,4,4.760636e-13,1.731948e-14,3.081965e-16,-8.792268e-20,-8.210943e-11
5881,1470.250000,4,5.542233e-13,1.842970e-14,3.852338e-16,8.658596e-20,-1.224487e-11
5882,1470.500000,4,5.684342e-13,1.731948e-14,3.852295e-16,-8.515990e-20,7.628609e-11
5883,1470.750000,4,4.547474e-13,1.887379e-14,3.852328e-16,2.768739e-20,1.090372e-11
5884,1471.000000,4,5.044853e-13,1.887379e-14,3.852210e-16,-8.304562e-20,9.987122e-11
5885,1471.250000,4,4.334311e-13,1.931788e-14,3.852168e-16,1.251028e-19,1.467004e-11
5886,1471.500000,4,4.263256e-13,1.909584e-14,3.852200e-16,6.677002e-21,-6.669687e-11
5887,1471.750000,4,5.968559e-13,1.731948e-14,3.852083e-16,-1.127282e-19,9.278267e-11
5888,1472.000000,4,4.405365e-13,1.709743e-14,3.852116e-16,1.436316e-20,-1.298908e-10
5889,1472.250000,4,6.146195e-13,2.065015e-14,3.731115e-16,-6.418922e-20,-1.907630e-11
5890,1472.500000,4,5.115908e-13,2.042810e-14,3.081625e-16,1.383509e-19,4.615330e-11
5891,1472.750000,4,6.536993e-13,1.820766e-14,3.081591e-16,-1.293876e-19,1.016964e-12
5892,1473.000000,4,4.618528e-13,1.998401e-14,3.851871e-16,3.933409e-20,1.535216e-12
5893,1473.250000,4,5.613288e-13,2.020606e-14,3.081523e-16,7.156436e-20,5.483924e-11
5894,1473.500000,4,4.831691e-13,1.865175e-14,3.851787e-16,-7.602121e-20,4.437473e-11
5895,1473.750000,4,4.796163e-13,1.776357e-14,3.851745e-16,3.046010e-20,7.240475e-11
5896,1474.000000,4,6.181722e-13,2.065015e-14,3.851703e-16,1.201033e-19,-2.187717e-11
5897,1474.250000,4,9.094947e-13,1.709743e-14,3.081389e-16,-7.279520e-20,-9.272583e-12
5898,1474.500000,4,5.258016e-13,1.998401e-14,3.851694e-16,1.681493e-20,6.311396e-12
5899,1474.750000,4,6.181722e-13,2.109424e-14,3.851577e-16,-6.043051e-20,4.547651e-11
5900,1475.000000,4,4.902745e-13,1.953993e-14,3.851535e-16,4.658019e-20,5.870415e-12
5901,1475.250000,4,4.618528e-13,1.865175e-14,3.081254e-16,1.914361e-19,-7.083845e-11
5902,1475.500000,4,6.465939e-13,2.131628e-14,3.851526e-16,2.450771e-20,-4.707834e-11
5903,1475.750000,4,6.110668e-13,1.953993e-14,3.851409e-16,2.329010e-20,-7.434631e-11
5904,1476.000000,4,7.105427e-13,2.042810e-14,3.081154e-16,-5.780338e-20,5.797585e-11
5905,1476.250000,4,5.258016e-13,2.020606e-14,3.851401e-16,-5.323734e-21,-2.953637e-11
5906,1476.500000,4,7.247536e-13,1.887379e-14,3.851284e-16,-4.242444e-20,-3.295098e-11
5907,1476.750000,4,6.110668e-13,1.887379e-14,3.081054e-16,-2.855097e-20,-2.867928e-11
5908,1477.000000,4,6.323830e-13,1.865175e-14,3.081020e-16,-1.949830e-19,-6.906253e-11
5909,1477.250000,4,5.897505e-13,1.776357e-14,3.080987e-16,2.735983e-20,8.968470e-11
5910,1477.500000,4,6.608047e-13,1.754152e-14,3.851192e-16,5.287008e-20,-1.366867e-10
5911,1477.750000,4,6.892265e-13,2.042810e-14,3.851076e-16,-1.233161e-20,4.098233e-11
5912,1478.000000,4,4.050094e-13,1.909584e-14,3.080887e-16,-1.037549e-19,-4.915490e-11
5913,1478.250000,4,4.760636e-13,1.842970e-14,3.080854e-16,-5.198665e-20,5.575318e-11
5914,1478.500000,4,5.186962e-13,1.576517e-14,3.850952e-16,-9.067554e-20,-1.402212e-11
5915,1478.750000,4,5.400125e-13,1.820766e-14,3.080788e-16,-1.998799e-20,-6.653211e-11
5916,1479.000000,4,5.329071e-13,1.842970e-14,3.850868e-16,7.434699e-21,6.775913e-12
5917,1479.250000,4,4.973799e-13,1.776357e-14,3.850827e-16,4.595485e-20,-1.223834e-10
5918,1479.500000,4,3.907985e-13,2.131628e-14,3.080628e-16,8.435919e-20,5.191580e-11
5919,1479.750000,4,5.968559e-13,1.709743e-14,3.850818e-16,2.485181e-20,-7.397993e-11
5920,1480.000000,4,6.181722e-13,1.976197e-14,3.080622e-16,-7.165038e-20,5.160228e-11
5921,1480.250000,4,3.481659e-13,1.865175e-14,3.850661e-16,5.999706e-20,5.486989e-11
5922,1480.500000,4,5.826450e-13,1.754152e-14,3.850620e-16,-4.126639e-20,5.934808e-12
5923,1480.750000,4,4.867218e-13,1.576517e-14,3.850579e-16,3.688233e-20,-9.110979e-11
5924,1481.000000,4,5.684342e-13,1.953993e-14,3.080489e-16,-7.377789e-20,-8.305667e-11
5925,1481.250000,4,5.258016e-13,1.842970e-14,3.850496e-16,-5.659239e-20,2.694733e-12
5926,1481.500000,4,4.760636e-13,1.931788e-14,3.080423e-16,1.161990e-19,-2.774625e-11
5927,1481.750000,4,5.968559e-13,1.887379e-14,3.850414e-16,-2.643669e-21,2.605161e-11
5928,1482.000000,4,5.897505e-13,1.820766e-14,3.850373e-16,-1.846797e-19,-1.787104e-11
5929,1482.250000,4,4.618528e-13,2.042810e-14,3.850406e-16,-7.185222e-20,-1.472826e-10
5930,1482.500000,4,5.329071e-13,1.909584e-14,3.080292e-16,-8.029608e-20,1.060929e-10
5931,1482.750000,4,4.050094e-13,1.731948e-14,3.850324e-16,2.067985e-19,-2.694258e-10
5932,1483.000000,4,8.526513e-13,2.087219e-14,3.080226e-16,1.109547e-19,-3.406342e-11
5933,1483.250000,4,5.080381e-13,2.087219e-14,3.850167e-16,4.900218e-21,-6.419043e-11
5934,1483.500000,4,5.329071e-13,1.976197e-14,3.726418e-16,-3.338170e-20,1.108225e-11
5935,1483.750000,4,5.826450e-13,1.820766e-14,3.080128e-16,3.399712e-20,1.745759e-11
5936,1484.000000,4,4.973799e-13,1.865175e-14,3.080095e-16,7.288785e-20,2.501777e-11
5937,1484.250000,4,5.826450e-13,1.554312e-14,3.080062e-16,4.221930e-21,-3.266143e-11
5938,1484.500000,4,5.542233e-13,1.998401e-14,3.080030e-16,-5.263185e-20,-1.097886e-10
5939,1484.750000,4,4.227729e-13,1.731948e-14,3.849922e-16,-1.312901e-20,1.516232e-10
5940,1485.000000,4,4.476419e-13,1.953993e-14,3.849956e-16,-1.705481e-19,5.608047e-11
5941,1485.250000,4,4.547474e-13,1.976197e-14,3.849841e-16,3.029797e-20,-3.149880e-11
5942,1485.500000,4,5.506706e-13,1.842970e-14,3.079899e-16,-1.699691e-19,-7.771561e-12
5943,1485.750000,4,4.689582e-13,2.087219e-14,3.079867e-16,1.247719e-19,-3.944534e-11
5944,1486.000000,4,4.547474e-13,1.865175e-14,3.079834e-16,7.952514e-20,9.432055e-11
5945,1486.250000,4,6.501466e-13,2.042810e-14,3.849679e-16,-8.822708e-20,-1.237281e-10
5946,1486.500000,4,4.725109e-13,2.042810e-14,3.079710e-16,2.033574e-19,-3.139977e-11
5947,1486.750000,4,6.394885e-13,1.865175e-14,3.849598e-16,3.272657e-20,-1.392793e-10
5948,1487.000000,4,6.039613e-13,1.842970e-14,3.849557e-16,1.065607e-19,-8.655965e-11
5949,1487.250000,4,6.821210e-13,1.776357e-14,3.849517e-16,-1.261616e-20,1.138249e-10
5950,1487.500000,4,4.085621e-13,2.020606e-14,3.079640e-16,-6.059263e-20,-3.709344e-11
5951,1487.750000,4,7.176482e-13,2.153833e-14,3.849510e-16,-3.074796e-20,-1.421787e-10
5952,1488.000000,4,4.973799e-13,1.798561e-14,3.849469e-16,4.287112e-20,6.126344e-11
5953,1488.250000,4,5.186962e-13,1.842970e-14,3.849355e-16,-1.467418e-20,-3.854694e-13
5954,1488.500000,4,5.613288e-13,1.931788e-14,3.079511e-16,5.775044e-20,-7.571854e-11
5955,1488.750000,4,5.968559e-13,1.931788e-14,3.079479e-16,7.570357e-21,8.987433e-11
5956,1489.000000,4,4.121148e-13,1.798561e-14,4.619081e-16,-3.266371e-20,-1.067679e-11
5957,1489.250000,4,6.252776e-13,1.931788e-14,3.079414e-16,1.078908e-19,-8.132117e-11
5958,1489.500000,4,6.750156e-13,1.509903e-14,3.723950e-16,1.367230e-19,1.104392e-10
5959,1489.750000,4,6.323830e-13,1.687539e-14,3.849188e-16,-3.527760e-20,2.595302e-11
5960,1490.000000,4,5.044853e-13,1.909584e-14,3.849148e-16,5.229105e-20,1.984590e-11
5961,1490.250000,4,5.968559e-13,1.909584e-14,3.849034e-16,6.840453e-20,-1.156844e-10
5962,1490.500000,4,6.892265e-13,1.754152e-14,3.723541e-16,-1.852885e-20,-3.894574e-11
5963,1490.750000,4,6.679102e-13,1.865175e-14,3.849028e-16,4.719562e-20,1.347513e-10
5964,1491.000000,4,6.110668e-13,1.776357e-14,3.848988e-16,-3.126412e-20,7.023626e-11
5965,1491.250000,4,5.542233e-13,1.976197e-14,3.848948e-16,-5.190724e-20,4.503731e-11
5966,1491.500000,4,4.476419e-13,1.687539e-14,3.079126e-16,-4.985914e-20,1.869260e-11
5967,1491.750000,4,6.252776e-13,1.998401e-14,3.079094e-16,1.765865e-20,2.052092e-11
5968,1492.000000,4,6.252776e-13,2.020606e-14,3.848828e-16,1.661475e-19,-1.592588e-10
5969,1492.250000,4,5.258016e-13,1.953993e-14,3.079031e-16,7.355290e-21,3.467804e-11
5970,1492.500000,4,5.329071e-13,1.487699e-14,3.078999e-16,-1.279814e-19,1.525318e-10
5971,1492.750000,4,6.181722e-13,1.665335e-14,3.848635e-16,3.239901e-20,1.030607e-10
5972,1493.000000,4,6.608047e-13,1.731948e-14,3.848596e-16,1.175788e-19,-7.223155e-11
5973,1493.250000,4,5.044853e-13,1.998401e-14,3.848556e-16,1.764409e-19,-5.807355e-12
5974,1493.500000,4,6.394885e-13,1.909584e-14,3.078872e-16,1.585043e-19,-5.360601e-12
5975,1493.750000,4,5.400125e-13,1.998401e-14,3.848550e-16,-4.824448e-20,2.402478e-11
5976,1494.000000,4,7.318590e-13,2.109424e-14,3.848437e-16,6.904642e-20,-7.863354e-11
5977,1494.250000,4,7.105427e-13,1.842970e-14,3.078777e-16,-2.401802e-20,-8.695444e-11
5978,1494.500000,4,6.465939e-13,1.731948e-14,3.078745e-16,-1.173769e-19,1.363398e-11
5979,1494.750000,4,3.481659e-13,1.976197e-14,3.848392e-16,-6.284918e-20,-6.440182e-12
5980,1495.000000,4,5.613288e-13,2.020606e-14,3.848352e-16,-1.446243e-19,-5.323741e-11
5981,1495.250000,4,4.405365e-13,1.865175e-14,3.848240e-16,-1.939805e-19,-9.987788e-11
5982,1495.500000,4,5.400125e-13,2.065015e-14,3.848200e-16,4.929004e-20,-2.478018e-12
5983,1495.750000,4,4.369838e-13,2.042810e-14,3.848161e-16,1.286828e-19,1.526468e-11
5984,1496.000000,4,5.329071e-13,2.153833e-14,3.078556e-16,9.849074e-20,5.834444e-12
5985,1496.250000,4,6.465939e-13,1.998401e-14,3.848155e-16,-2.577495e-20,-5.580247e-11
5986,1496.500000,4,4.689582e-13,1.687539e-14,3.848043e-16,2.804804e-20,-8.884360e-11
5987,1496.750000,4,4.334311e-13,1.731948e-14,3.848004e-16,-1.049196e-20,9.106804e-11
5988,1497.000000,4,7.389644e-13,1.909584e-14,3.847964e-16,-1.481480e-19,-9.181544e-12
5989,1497.250000,4,4.547474e-13,2.042810e-14,3.847998e-16,1.116032e-20,-1.111307e-10
5990,1497.500000,4,5.826450e-13,2.087219e-14,3.847885e-16,-8.850502e-20,6.048184e-11
5991,1497.750000,4,6.679102e-13,1.998401e-14,3.847846e-16,-1.450180e-19,-1.043032e-11
5992,1498.000000,4,5.897505e-13,1.931788e-14,3.078304e-16,1.614359e-19,-6.898038e-11
5993,1498.250000,4,5.115908e-13,1.731948e-14,3.078272e-16,-1.411832e-20,-2.934541e-11
5994,1498.500000,4,6.608047e-13,1.665335e-14,3.847728e-16,5.011391e-20,3.250289e-11
5995,1498.750000,4,6.146195e-13,1.487699e-14,3.078210e-16,-1.314919e-19,-1.415374e-10
5996,1499.000000,4,5.186962e-13,1.665335e-14,3.847650e-16,-8.263203e-20,-1.142806e-10
5997,1499.250000,4,5.613288e-13,1.998401e-14,3.847611e-16,-5.649644e-20,1.183236e-10
5998,1499.500000,4,4.973799e-13,2.065015e-14,3.078116e-16,8.129531e-20,-1.547429e-11
5999,1499.750000,4,5.186962e-13,1.865175e-14,3.847533e-16,-3.163139e-21,-1.955858e-11
6000,1500.000000,4,7.212009e-13,1.842970e-14,3.078053e-16,1.120565e-19,-1.069980e-10
6001,1500.250000,4,4.654055e-13,1.687539e-14,3.847455e-16,1.076989e-20,1.066791e-11
6002,1500.500000,4,4.689582e-13,1.820766e-14,3.077991e-16,-9.302804e-20,-6.579937e-11
6003,1500.750000,4,5.400125e-13,1.842970e-14,3.847449e-16,4.267259e-20,1.620140e-10
6004,1501.000000,4,5.044853e-13,1.998401e-14,3.077928e-16,-7.476389e-20,-1.244160e-11
6005,1501.250000,4,5.684342e-13,1.842970e-14,3.847372e-16,1.220919e-21,-7.672085e-11
6006,1501.500000,4,5.542233e-13,2.131628e-14,3.077866e-16,-1.055549e-19,8.586465e-11
6007,1501.750000,4,5.044853e-13,1.931788e-14,3.077835e-16,-6.839791e-20,5.309841e-11
6008,1502.000000,4,4.405365e-13,1.998401e-14,3.847255e-16,1.451867e-20,1.726885e-11
6009,1502.250000,4,5.471179e-13,1.998401e-14,3.077773e-16,-1.127811e-19,-2.846168e-11
6010,1502.500000,4,5.329071e-13,1.665335e-14,3.847105e-16,1.765203e-20,-3.767653e-11
6011,1502.750000,4,4.050094e-13,2.020606e-14,3.847066e-16,1.252682e-20,-6.777645e-11
6012,1503.000000,4,4.547474e-13,1.842970e-14,3.847027e-16,-8.440551e-21,7.513101e-12
6013,1503.250000,4,4.867218e-13,1.887379e-14,3.077649e-16,-2.518930e-20,-1.241363e-10
6014,1503.500000,4,7.105427e-13,1.842970e-14,3.847023e-16,-7.868142e-21,5.670486e-11
6015,1503.750000,4,8.100187e-13,1.709743e-14,3.846911e-16,-7.712963e-20,-7.728662e-11
6016,1504.000000,4,5.293543e-13,1.887379e-14,3.077556e-16,2.643669e-21,-9.448442e-11
6017,1504.250000,4,8.384404e-13,1.887379e-14,3.846834e-16,-6.761705e-20,-1.367098e-10
6018,1504.500000,4,5.329071e-13,1.754152e-14,3.077494e-16,-9.363354e-20,1.323204e-10
6019,1504.750000,4,5.400125e-13,1.798561e-14,3.077464e-16,-6.976772e-20,1.010223e-10
6020,1505.000000,4,4.263256e-13,1.931788e-14,3.846791e-16,-2.766092e-20,1.145071e-10
6021,1505.250000,4,4.547474e-13,1.865175e-14,3.077402e-16,4.723532e-20,2.353939e-11
6022,1505.500000,4,5.471179e-13,1.887379e-14,3.077371e-16,1.527505e-19,1.325695e-11
6023,1505.750000,4,6.750156e-13,1.909584e-14,3.846603e-16,-7.319225e-20,1.038600e-10
6024,1506.000000,4,5.115908e-13,1.820766e-14,3.846564e-16,2.155964e-20,6.083933e-11
6025,1506.250000,4,4.476419e-13,1.865175e-14,3.846526e-16,5.149696e-20,2.587264e-12
6026,1506.500000,4,5.400125e-13,1.665335e-14,3.846487e-16,-1.103790e-20,-9.085221e-11
6027,1506.750000,4,6.181722e-13,1.909584e-14,4.615738e-16,-4.272553e-20,1.107545e-10
6028,1507.000000,4,6.039613e-13,1.754152e-14,3.846483e-16,-8.807488e-20,2.952438e-11
6029,1507.250000,4,5.115908e-13,1.998401e-14,3.077155e-16,4.085941e-20,4.339151e-11
6030,1507.500000,4,7.744916e-13,1.998401e-14,3.846333e-16,-2.815061e-20,8.653345e-11
6031,1507.750000,4,4.547474e-13,1.953993e-14,3.846295e-16,5.502405e-21,-1.029679e-10
6032,1508.000000,4,4.902745e-13,1.776357e-14,3.846328e-16,4.475709e-20,2.895906e-11
6033,1508.250000,4,6.536993e-13,1.776357e-14,3.846217e-16,1.564960e-19,2.083080e-10
6034,1508.500000,4,5.186962e-13,1.909584e-14,3.846179e-16,-1.862811e-20,-1.194445e-10
6035,1508.750000,4,6.323830e-13,1.909584e-14,3.076970e-16,5.829307e-20,-1.538631e-10
6036,1509.000000,4,3.552714e-13,1.953993e-14,3.076939e-16,-3.712717e-20,1.721290e-11
6037,1509.250000,4,5.400125e-13,1.709743e-14,3.076908e-16,-9.162845e-20,3.013190e-11
6038,1509.500000,4,4.831691e-13,1.665335e-14,3.076877e-16,-4.749009e-20,4.594103e-11
6039,1509.750000,4,6.536993e-13,1.798561e-14,3.076846e-16,1.313728e-19,6.913137e-11
6040,1510.000000,4,4.689582e-13,1.909584e-14,3.845947e-16,2.341616e-19,-6.056933e-12
6041,1510.250000,4,5.080381e-13,1.798561e-14,3.076784e-16,2.262835e-20,-7.834222e-11
6042,1510.500000,4,6.181722e-13,1.754152e-14,3.845869e-16,-4.799633e-20,7.445422e-11
6043,1510.750000,4,5.329071e-13,1.909584e-14,3.845831e-16,-2.706866e-20,-1.296834e-10
6044,1511.000000,4,4.973799e-13,2.198242e-14,3.845792e-16,1.637586e-19,8.760370e-11
6045,1511.250000,4,6.039613e-13,1.820766e-14,3.076660e-16,2.911676e-22,1.630296e-11
6046,1511.500000,4,5.613288e-13,1.842970e-14,3.076629e-16,-1.431254e-19,-8.185763e-11
6047,1511.750000,4,6.181722e-13,1.887379e-14,3.076598e-16,-7.157759e-20,9.633538e-11
6048,1512.000000,4,3.694822e-13,1.709743e-14,3.845636e-16,-6.885451e-21,1.104312e-10
6049,1512.250000,4,7.105427e-13,1.931788e-14,3.076536e-16,1.102797e-20,1.234701e-11
6050,1512.500000,4,4.760636e-13,1.776357e-14,3.845558e-16,-3.979731e-20,3.627632e-11
6051,1512.750000,4,7.105427e-13,1.820766e-14,3.845519e-16,-3.359677e-20,1.186695e-11
6052,1513.000000,4,5.329071e-13,1.931788e-14,3.845553e-16,-5.141093e-20,-4.546719e-11
6053,1513.250000,4,4.689582e-13,2.020606e-14,3.845441e-16,-5.552036e-21,3.443779e-11
6054,1513.500000,4,5.790923e-13,1.931788e-14,3.076380e-16,-1.190379e-19,-1.516600e-10
6055,1513.750000,4,5.400125e-13,2.020606e-14,3.845435e-16,-6.380871e-20,-1.383338e-12
6056,1514.000000,4,5.542233e-13,1.820766e-14,3.845396e-16,8.588120e-20,6.396439e-11
6057,1514.250000,4,4.476419e-13,1.709743e-14,3.845284e-16,8.258571e-20,-1.944134e-11
6058,1514.500000,4,7.460699e-13,2.042810e-14,3.845245e-16,-1.548151e-20,1.838343e-10
6059,1514.750000,4,4.547474e-13,1.865175e-14,3.845278e-16,3.651506e-20,4.086553e-11
