step,time_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
1512,756.000000,4,1.048051e-12,1.678657e-13,3.275460e-16,-1.069313e-19,2.951417e-12
1513,756.500000,4,1.080025e-12,1.718625e-13,4.094229e-16,-1.134065e-19,-2.357226e-12
1514,757.000000,4,9.663381e-13,1.731948e-13,3.275519e-16,-5.856439e-20,2.409717e-11
1515,757.500000,4,6.927792e-13,1.714184e-13,3.275548e-16,1.120664e-20,-5.255529e-11
1516,758.000000,4,1.261213e-12,1.680878e-13,3.275577e-16,8.320113e-20,-2.500311e-11
1517,758.500000,4,1.094236e-12,1.667555e-13,3.275606e-16,-1.932294e-21,-5.233813e-11
1518,759.000000,4,7.389644e-13,1.687539e-13,3.275529e-16,6.578071e-20,-2.809619e-11
1519,759.500000,4,8.775203e-13,1.705303e-13,3.275664e-16,-4.532950e-22,-4.562128e-12
1520,760.000000,4,7.176482e-13,1.687539e-13,3.275692e-16,-6.170767e-21,1.434013e-10
1521,760.500000,4,8.988366e-13,1.709743e-13,3.275614e-16,6.594946e-20,6.980505e-11
1522,761.000000,4,8.348877e-13,1.707523e-13,4.094553e-16,1.194085e-19,-1.673151e-11
1523,761.500000,4,1.538325e-12,1.660894e-13,3.275777e-16,4.680519e-20,-1.033138e-10
1524,762.000000,4,8.810730e-13,1.687539e-13,3.275698e-16,-1.321173e-20,1.977218e-11
1525,762.500000,4,9.166001e-13,1.716405e-13,3.275832e-16,3.198211e-20,4.814371e-12
1526,763.000000,4,8.526513e-13,1.736389e-13,3.275860e-16,2.326363e-20,2.074518e-11
1527,763.500000,4,8.562040e-13,1.714184e-13,3.275887e-16,2.996379e-20,-8.684076e-11
1528,764.000000,4,1.310951e-12,1.718625e-13,3.275914e-16,-6.485427e-20,3.496625e-11
1529,764.500000,4,7.851497e-13,1.729727e-13,3.275834e-16,5.023302e-20,2.910294e-11
1530,765.000000,4,1.080025e-12,1.647571e-13,4.094960e-16,1.173472e-19,1.789680e-11
1531,765.500000,4,1.200817e-12,1.676437e-13,3.275995e-16,-6.234295e-20,-4.645750e-11
1532,766.000000,4,9.414691e-13,1.665335e-13,3.275914e-16,-3.073472e-20,4.238698e-11
1533,766.500000,4,1.175948e-12,1.714184e-13,3.276047e-16,4.167005e-20,-3.430589e-11
1534,767.000000,4,1.136868e-12,1.660894e-13,3.276073e-16,-1.164836e-19,-4.559242e-11
1535,767.500000,4,1.353584e-12,1.678657e-13,4.095123e-16,2.985460e-20,4.768497e-11
1536,768.000000,4,7.602807e-13,1.694200e-13,3.276123e-16,-1.535909e-19,2.355760e-11
1537,768.500000,4,9.627854e-13,1.711964e-13,4.095051e-16,-7.514440e-20,8.688072e-11
1538,769.000000,4,8.526513e-13,1.723066e-13,3.276173e-16,-2.928219e-21,-6.720668e-11
1539,769.500000,4,8.597567e-13,1.711964e-13,3.276090e-16,-2.310481e-20,-1.458478e-11
1540,770.000000,4,9.414691e-13,1.709743e-13,3.276223e-16,-3.732239e-21,-4.068079e-11
1541,770.500000,4,8.100187e-13,1.723066e-13,3.276247e-16,-6.848063e-20,6.160183e-11
1542,771.000000,4,1.133316e-12,1.685319e-13,3.276271e-16,-1.181644e-19,2.872236e-11
1543,771.500000,4,8.562040e-13,1.660894e-13,3.276295e-16,-3.474820e-20,-5.807799e-12
1544,772.000000,4,9.450218e-13,1.685319e-13,3.276211e-16,-9.128103e-20,5.965006e-12
1545,772.500000,4,7.780443e-13,1.707523e-13,3.276235e-16,-8.384303e-21,1.730349e-11
1546,773.000000,4,7.744916e-13,1.685319e-13,3.276366e-16,-5.255244e-20,2.768896e-12
1547,773.500000,4,1.001865e-12,1.720846e-13,3.276282e-16,3.093325e-20,-3.962741e-11
1548,774.000000,4,1.037392e-12,1.689759e-13,3.276413e-16,4.286781e-20,-7.908962e-11
1549,774.500000,4,8.206769e-13,1.663114e-13,3.276436e-16,-1.634774e-19,-1.023119e-10
1550,775.000000,4,9.343637e-13,1.647571e-13,3.276459e-16,-1.592422e-19,7.754064e-11
1551,775.500000,4,9.485746e-13,1.671996e-13,3.276482e-16,6.343814e-20,-1.047540e-10
1552,776.000000,4,9.556800e-13,1.736389e-13,3.276505e-16,2.338936e-20,4.785816e-11
1553,776.500000,4,8.526513e-13,1.694200e-13,3.276527e-16,-6.945008e-21,-5.298162e-11
1554,777.000000,4,1.072920e-12,1.703082e-13,3.276549e-16,9.052995e-20,-2.739897e-11
1555,777.500000,4,6.643575e-13,1.683098e-13,3.276571e-16,-7.758623e-20,-5.129008e-11
1556,778.000000,4,7.993606e-13,1.665335e-13,4.095606e-16,-1.382384e-20,5.981038e-11
1557,778.500000,4,9.556800e-13,1.709743e-13,4.095633e-16,-9.433168e-20,4.665690e-11
1558,779.000000,4,1.264766e-12,1.652012e-13,3.276636e-16,-3.088692e-20,2.992273e-12
1559,779.500000,4,1.133316e-12,1.700862e-13,3.276657e-16,4.807905e-20,8.904344e-11
1560,780.000000,4,9.983125e-13,1.691980e-13,3.276569e-16,-1.298243e-19,2.799982e-11
1561,780.500000,4,9.272583e-13,1.685319e-13,4.095737e-16,9.576105e-20,4.402745e-11
1562,781.000000,4,1.183054e-12,1.718625e-13,3.276610e-16,4.975988e-20,4.222933e-11
1563,781.500000,4,8.100187e-13,1.658673e-13,3.276630e-16,5.202635e-20,-2.131628e-11
1564,782.000000,4,8.775203e-13,1.678657e-13,3.276759e-16,-4.988892e-20,-2.042810e-13
1565,782.500000,4,8.704149e-13,1.676437e-13,3.276779e-16,3.299789e-20,-1.034901e-10
1566,783.000000,4,7.105427e-13,1.623146e-13,3.276799e-16,-3.835471e-20,8.137357e-11
1567,783.500000,4,1.037392e-12,1.652012e-13,3.276819e-16,-5.073926e-20,3.380896e-11
1568,784.000000,4,8.135714e-13,1.643130e-13,3.276838e-16,5.465017e-20,1.518075e-11
1569,784.500000,4,8.313350e-13,1.618705e-13,3.276858e-16,3.410631e-20,-8.652723e-11
1570,785.000000,4,8.313350e-13,1.703082e-13,3.276877e-16,-1.175755e-19,4.073408e-11
1571,785.500000,4,7.602807e-13,1.645351e-13,3.276896e-16,2.233057e-20,4.427037e-11
1572,786.000000,4,9.308110e-13,1.625367e-13,3.276915e-16,-1.432942e-19,-9.383383e-11
1573,786.500000,4,6.430412e-13,1.669775e-13,3.276935e-16,3.863926e-20,-3.608225e-11
1574,787.000000,4,1.023182e-12,1.723066e-13,3.276954e-16,-6.807366e-20,-9.306778e-12
1575,787.500000,4,1.083578e-12,1.598721e-13,3.276863e-16,-3.577391e-20,2.599299e-11
1576,788.000000,4,9.485746e-13,1.689759e-13,3.276992e-16,-6.650532e-22,2.420331e-11
1577,788.500000,4,8.775203e-13,1.656453e-13,3.276902e-16,1.135322e-19,-3.809797e-11
1578,789.000000,4,9.201528e-13,1.663114e-13,3.277030e-16,-3.357361e-20,-1.174754e-10
1579,789.500000,4,9.166001e-13,1.663114e-13,3.277049e-16,2.814399e-20,3.712630e-11
1580,790.000000,4,7.567280e-13,1.616485e-13,3.277068e-16,-6.795123e-20,-5.348344e-11
1581,790.500000,4,1.051603e-12,1.603162e-13,3.277087e-16,4.688460e-21,1.125522e-10
1582,791.000000,4,7.851497e-13,1.674216e-13,4.096246e-16,-1.441610e-20,1.794254e-11
1583,791.500000,4,9.912071e-13,1.636469e-13,3.277125e-16,1.200405e-20,-4.346479e-11
1584,792.000000,4,1.037392e-12,1.652012e-13,3.277143e-16,-7.073387e-20,5.769207e-11
1585,792.500000,4,9.841017e-13,1.665335e-13,3.277162e-16,-1.162619e-19,-2.589839e-11
1586,793.000000,4,8.490986e-13,1.632028e-13,3.277071e-16,-7.870458e-20,-7.233902e-11
1587,793.500000,4,8.064660e-13,1.658673e-13,3.277199e-16,-5.100727e-20,-2.701217e-11
1588,794.000000,4,7.922552e-13,1.669775e-13,3.277217e-16,-2.411066e-20,7.789325e-11
1589,794.500000,4,6.110668e-13,1.647571e-13,3.277236e-16,1.321901e-19,-2.654810e-11
1590,795.000000,4,1.072920e-12,1.623146e-13,3.277145e-16,-1.061868e-19,4.309797e-11
1591,795.500000,4,9.379164e-13,1.720846e-13,3.277273e-16,-3.727276e-20,7.254641e-11
1592,796.000000,4,8.277823e-13,1.649791e-13,3.277292e-16,-6.257125e-20,3.115286e-11
1593,796.500000,4,8.490986e-13,1.667555e-13,3.277311e-16,-4.133918e-20,7.519718e-11
1594,797.000000,4,1.190159e-12,1.629807e-13,4.096526e-16,2.897117e-20,4.594458e-11
1595,797.500000,4,8.526513e-13,1.669775e-13,4.096549e-16,4.073699e-20,-2.246425e-11
1596,798.000000,4,1.080025e-12,1.636469e-13,3.277367e-16,4.098845e-20,-9.907763e-11
1597,798.500000,4,8.242296e-13,1.663114e-13,3.277386e-16,1.763549e-21,9.932855e-11
1598,799.000000,4,1.250555e-12,1.658673e-13,3.277405e-16,4.840661e-21,-6.493206e-11
1599,799.500000,4,7.993606e-13,1.676437e-13,3.277424e-16,3.599890e-20,1.409228e-11
1600,800.000000,4,1.058709e-12,1.636469e-13,3.277443e-16,-2.194345e-19,4.155298e-11
1601,800.500000,4,1.385558e-12,1.680878e-13,3.277462e-16,1.617304e-20,1.300235e-10
1602,801.000000,4,1.016076e-12,1.614264e-13,3.277372e-16,4.529972e-20,-1.556355e-11
1603,801.500000,4,1.115552e-12,1.634248e-13,3.277500e-16,1.363789e-19,-3.230927e-11
1604,802.000000,4,8.526513e-13,1.592060e-13,3.277519e-16,2.094090e-20,-1.317830e-10
1605,802.500000,4,1.033840e-12,1.654232e-13,3.277429e-16,5.043486e-20,5.096368e-12
1606,803.000000,4,8.100187e-13,1.603162e-13,4.096810e-16,1.638810e-19,-1.038583e-10
1607,803.500000,4,8.917311e-13,1.643130e-13,3.277467e-16,4.796324e-20,-1.010036e-10
1608,804.000000,4,1.005418e-12,1.627587e-13,3.277594e-16,1.504013e-19,4.814682e-11
1609,804.500000,4,1.097789e-12,1.612044e-13,3.277612e-16,2.139751e-20,-4.626255e-11
1610,805.000000,4,1.033840e-12,1.685319e-13,3.277631e-16,5.453436e-20,6.648770e-11
1611,805.500000,4,1.168843e-12,1.638689e-13,3.277541e-16,6.728618e-20,2.129803e-10
1612,806.000000,4,1.115552e-12,1.647571e-13,3.277560e-16,-5.322742e-20,4.646106e-11
1613,806.500000,4,8.739676e-13,1.632028e-13,3.277687e-16,6.179370e-20,6.082335e-11
1614,807.000000,4,9.485746e-13,1.665335e-13,3.277705e-16,1.773475e-21,-1.005658e-10
1615,807.500000,4,5.542233e-13,1.654232e-13,3.277616e-16,-2.633743e-21,-2.323874e-11
1616,808.000000,4,8.171241e-13,1.607603e-13,3.277635e-16,4.526001e-20,-1.924549e-11
1617,808.500000,4,7.887024e-13,1.605382e-13,3.277762e-16,-1.290666e-19,-7.978951e-12
1618,809.000000,4,8.206769e-13,1.652012e-13,4.097090e-16,1.012469e-20,1.117644e-10
1619,809.500000,4,1.357137e-12,1.669775e-13,3.277799e-16,-8.604994e-20,-1.107243e-10
1620,810.000000,4,8.029133e-13,1.652012e-13,3.277710e-16,1.283023e-19,-9.946799e-11
1621,810.500000,4,1.083578e-12,1.605382e-13,4.097296e-16,1.033115e-19,-1.395550e-11
1622,811.000000,4,1.122658e-12,1.640910e-13,3.277856e-16,2.951050e-20,3.035261e-11
1623,811.500000,4,7.460699e-13,1.576517e-13,4.097344e-16,2.200631e-20,-6.131273e-11
1624,812.000000,4,7.744916e-13,1.605382e-13,3.277894e-16,2.004259e-19,-2.838263e-11
1625,812.500000,4,1.303846e-12,1.594280e-13,3.277913e-16,-9.903668e-20,-3.693623e-11
1626,813.000000,4,9.272583e-13,1.614264e-13,3.277932e-16,-1.123774e-19,-2.430589e-11
1627,813.500000,4,9.734435e-13,1.649791e-13,3.277951e-16,6.949972e-20,1.044622e-10
1628,814.000000,4,7.531753e-13,1.623146e-13,3.277970e-16,-2.559628e-20,-1.301270e-11
1629,814.500000,4,9.414691e-13,1.614264e-13,3.277881e-16,1.486609e-20,-1.145084e-11
1630,815.000000,4,7.212009e-13,1.658673e-13,3.278007e-16,-3.160492e-20,5.217293e-11
1631,815.500000,4,1.026734e-12,1.589839e-13,3.277918e-16,-8.449485e-20,5.048850e-12
1632,816.000000,4,8.881784e-13,1.583178e-13,3.277936e-16,3.508900e-20,-4.583312e-11
1633,816.500000,4,7.958079e-13,1.603162e-13,3.278062e-16,1.176913e-19,-2.534639e-11
1634,817.000000,4,9.485746e-13,1.592060e-13,3.278081e-16,-7.634215e-20,4.085798e-11
1635,817.500000,4,8.668621e-13,1.638689e-13,3.278099e-16,-1.588716e-19,5.358336e-11
1636,818.000000,4,1.278977e-12,1.636469e-13,3.278118e-16,-4.708312e-21,-1.797895e-11
1637,818.500000,4,9.023893e-13,1.614264e-13,3.278136e-16,2.504703e-21,6.518830e-11
1638,819.000000,4,1.271871e-12,1.594280e-13,3.278155e-16,-8.278424e-20,1.523270e-10
1639,819.500000,4,1.030287e-12,1.620926e-13,3.278174e-16,3.130382e-20,-4.614886e-11
1640,820.000000,4,1.048051e-12,1.607603e-13,3.278192e-16,-4.794339e-21,1.058895e-10
1641,820.500000,4,6.750156e-13,1.618705e-13,3.278211e-16,9.597280e-20,3.622569e-11
1642,821.000000,4,1.630696e-12,1.636469e-13,3.278229e-16,1.931268e-19,1.582454e-10
1643,821.500000,4,1.307399e-12,1.565414e-13,4.097675e-16,2.935168e-20,7.375478e-11
1644,822.000000,4,8.455459e-13,1.567635e-13,3.278266e-16,2.613891e-21,-1.616307e-11
1645,822.500000,4,1.527667e-12,1.609823e-13,3.278178e-16,5.232083e-20,3.485656e-12
1646,823.000000,4,1.019629e-12,1.609823e-13,3.278304e-16,-3.423535e-20,-1.367217e-10
1647,823.500000,4,6.430412e-13,1.636469e-13,3.278322e-16,-3.418572e-20,-8.026468e-11
1648,824.000000,4,8.988366e-13,1.663114e-13,3.278234e-16,2.980166e-20,-4.976286e-11
1649,824.500000,4,9.059420e-13,1.629807e-13,3.278360e-16,-7.299373e-20,-4.600764e-12
1650,825.000000,4,9.663381e-13,1.623146e-13,3.278378e-16,5.518949e-21,-2.580602e-12
1651,825.500000,4,9.521273e-13,1.640910e-13,3.278397e-16,2.564260e-21,2.206457e-11
1652,826.000000,4,9.343637e-13,1.587619e-13,3.278416e-16,-9.158544e-21,5.660805e-11
1653,826.500000,4,9.734435e-13,1.569855e-13,3.278434e-16,-3.550259e-21,-3.464873e-11
1654,827.000000,4,7.140954e-13,1.652012e-13,4.097930e-16,6.156540e-20,-3.455014e-11
1655,827.500000,4,7.922552e-13,1.625367e-13,3.278470e-16,1.218602e-20,2.681455e-11
1656,828.000000,4,8.775203e-13,1.563194e-13,3.278380e-16,6.610166e-20,-7.581491e-12
1657,828.500000,4,1.140421e-12,1.620926e-13,3.278506e-16,8.993108e-21,-1.384404e-11
1658,829.000000,4,1.357137e-12,1.638689e-13,3.278416e-16,2.363090e-20,4.683853e-11
1659,829.500000,4,5.790923e-13,1.629807e-13,3.278542e-16,1.687779e-20,-3.843015e-11
1660,830.000000,4,1.247003e-12,1.594280e-13,3.278560e-16,-1.065177e-19,3.545031e-11
1661,830.500000,4,8.881784e-13,1.632028e-13,3.278471e-16,-1.871546e-19,-3.192246e-11
1662,831.000000,4,9.130474e-13,1.596501e-13,3.278596e-16,3.990981e-20,-1.094298e-10
1663,831.500000,4,1.186606e-12,1.656453e-13,3.278614e-16,-1.281733e-19,-1.018869e-10
1664,832.000000,4,8.490986e-13,1.574296e-13,3.278525e-16,3.494011e-21,-1.285398e-10
1665,832.500000,4,7.567280e-13,1.632028e-13,4.098179e-16,4.612359e-21,1.445155e-11
1666,833.000000,4,9.912071e-13,1.616485e-13,3.278561e-16,5.181128e-20,-7.522516e-11
1667,833.500000,4,8.739676e-13,1.607603e-13,3.278686e-16,1.382384e-19,3.707257e-11
1668,834.000000,4,1.076472e-12,1.589839e-13,3.278704e-16,1.289012e-19,-2.544542e-11
1669,834.500000,4,1.111999e-12,1.598721e-13,3.278722e-16,-6.017904e-20,1.428280e-10
1670,835.000000,4,9.841017e-13,1.547651e-13,3.278740e-16,7.707338e-20,-7.258061e-11
1671,835.500000,4,7.425172e-13,1.598721e-13,3.278758e-16,8.124237e-20,1.946798e-11
1672,836.000000,4,9.166001e-13,1.592060e-13,3.278776e-16,-6.069520e-20,-7.536194e-11
1673,836.500000,4,7.673862e-13,1.616485e-13,3.278794e-16,-3.655477e-20,-4.980905e-11
1674,837.000000,4,1.080025e-12,1.589839e-13,3.278812e-16,-9.414308e-20,-2.246558e-11
1675,837.500000,4,8.242296e-13,1.585398e-13,3.278830e-16,1.881670e-20,-2.918243e-11
1676,838.000000,4,7.887024e-13,1.634248e-13,3.278848e-16,-2.692969e-20,8.919310e-11
1677,838.500000,4,7.567280e-13,1.598721e-13,3.278865e-16,3.697497e-20,-5.444845e-11
1678,839.000000,4,9.166001e-13,1.592060e-13,3.278883e-16,-9.793818e-20,4.257927e-12
1679,839.500000,4,1.865175e-12,1.632028e-13,3.278900e-16,5.824675e-20,1.120477e-10
1680,840.000000,4,9.059420e-13,1.545430e-13,3.278918e-16,7.914133e-20,-1.837197e-12
1681,840.500000,4,9.023893e-13,1.560974e-13,3.278935e-16,1.820459e-20,1.505018e-11
1682,841.000000,4,6.501466e-13,1.634248e-13,3.278952e-16,-1.073879e-19,4.267919e-11
1683,841.500000,4,1.030287e-12,1.607603e-13,3.278970e-16,-1.053563e-19,-2.232881e-11
1684,842.000000,4,1.161737e-12,1.607603e-13,3.278987e-16,8.003138e-20,-7.719025e-11
1685,842.500000,4,7.922552e-13,1.605382e-13,3.279004e-16,5.596704e-20,-2.610800e-11
1686,843.000000,4,1.040945e-12,1.587619e-13,4.098643e-16,-1.387347e-20,2.492140e-11
1687,843.500000,4,1.026734e-12,1.565414e-13,3.278932e-16,-1.178567e-20,3.970513e-11
1688,844.000000,4,9.450218e-13,1.572076e-13,3.279056e-16,-1.237793e-20,-1.060352e-10
1689,844.500000,4,8.348877e-13,1.609823e-13,3.279073e-16,-2.736975e-20,-1.634026e-11
1690,845.000000,4,6.679102e-13,1.634248e-13,3.279090e-16,1.233955e-19,-8.061907e-11
1691,845.500000,4,7.780443e-13,1.634248e-13,3.279108e-16,-2.262174e-20,1.567946e-11
1692,846.000000,4,9.059420e-13,1.569855e-13,3.279125e-16,-4.896578e-20,2.974510e-12
1693,846.500000,4,9.237056e-13,1.578737e-13,4.098928e-16,2.677418e-20,-6.601963e-11
1694,847.000000,4,9.308110e-13,1.585398e-13,3.279159e-16,-5.157637e-20,1.222311e-10
1695,847.500000,4,1.016076e-12,1.592060e-13,3.279176e-16,-7.876414e-20,-4.001288e-11
1696,848.000000,4,9.059420e-13,1.654232e-13,3.279193e-16,7.643480e-20,-2.398215e-11
1697,848.500000,4,1.108447e-12,1.620926e-13,3.279210e-16,6.469214e-20,4.035261e-11
1698,849.000000,4,7.283063e-13,1.572076e-13,3.279227e-16,1.720536e-20,8.708589e-13
1699,849.500000,4,1.236344e-12,1.578737e-13,4.098921e-16,-1.251061e-19,-3.479528e-11
1700,850.000000,4,9.343637e-13,1.600942e-13,3.279261e-16,-1.425067e-20,8.795409e-11
1701,850.500000,4,8.917311e-13,1.576517e-13,3.279277e-16,6.478809e-20,-1.097207e-10
1702,851.000000,4,7.673862e-13,1.616485e-13,3.279293e-16,8.164934e-20,-5.957457e-12
1703,851.500000,4,9.698908e-13,1.609823e-13,3.279309e-16,1.082614e-20,3.332623e-11
1704,852.000000,4,1.115552e-12,1.574296e-13,3.279325e-16,-1.328121e-20,-1.886615e-10
1705,852.500000,4,8.313350e-13,1.543210e-13,3.279341e-16,6.729941e-21,-8.697487e-12
1706,853.000000,4,1.072920e-12,1.569855e-13,3.279357e-16,8.758188e-20,-2.118439e-11
1707,853.500000,4,8.455459e-13,1.620926e-13,3.279373e-16,4.156086e-20,2.314593e-12
1708,854.000000,4,9.094947e-13,1.627587e-13,3.279388e-16,-7.995197e-20,-4.645750e-11
1709,854.500000,4,9.556800e-13,1.592060e-13,3.279297e-16,1.101805e-20,-2.380851e-11
1710,855.000000,4,9.059420e-13,1.612044e-13,4.099275e-16,1.434761e-19,6.430101e-11
1711,855.500000,4,1.165290e-12,1.583178e-13,3.279435e-16,-1.078048e-19,-1.187512e-10
1712,856.000000,4,8.277823e-13,1.565414e-13,3.279451e-16,3.056929e-20,3.864598e-11
1713,856.500000,4,7.496226e-13,1.589839e-13,3.279466e-16,-1.294538e-19,-5.130163e-11
1714,857.000000,4,9.841017e-13,1.563194e-13,3.279482e-16,3.895359e-20,-3.985701e-11
1715,857.500000,4,1.058709e-12,1.607603e-13,3.279497e-16,-1.254998e-19,-2.802603e-11
1716,858.000000,4,8.348877e-13,1.583178e-13,3.279513e-16,9.219424e-20,3.891065e-11
1717,858.500000,4,9.485746e-13,1.638689e-13,4.099276e-16,-1.799614e-20,1.314153e-10
1718,859.000000,4,1.101341e-12,1.547651e-13,3.279543e-16,5.614902e-20,-6.427037e-11
1719,859.500000,4,1.225686e-12,1.645351e-13,3.279558e-16,-7.628590e-20,-3.009371e-11
1720,860.000000,4,7.531753e-13,1.603162e-13,3.279466e-16,1.080827e-19,6.600676e-11
1721,860.500000,4,1.083578e-12,1.625367e-13,3.279589e-16,-5.535493e-20,9.970291e-11
1722,861.000000,4,9.698908e-13,1.572076e-13,3.279604e-16,-1.318394e-19,2.996270e-12
1723,861.500000,4,1.033840e-12,1.569855e-13,4.099389e-16,1.078842e-19,1.216187e-10
1724,862.000000,4,9.094947e-13,1.563194e-13,3.279633e-16,1.408755e-19,-1.056759e-10
1725,862.500000,4,7.389644e-13,1.576517e-13,3.279647e-16,7.249742e-20,-8.828627e-11
1726,863.000000,4,1.595168e-12,1.589839e-13,3.279554e-16,9.205858e-20,1.681011e-11
1727,863.500000,4,9.663381e-13,1.560974e-13,3.279675e-16,-5.795889e-20,7.528111e-11
1728,864.000000,4,7.958079e-13,1.629807e-13,3.279689e-16,4.086272e-20,-8.406209e-11
1729,864.500000,4,9.485746e-13,1.540990e-13,3.279703e-16,-1.721727e-19,-1.308069e-10
1730,865.000000,4,9.521273e-13,1.565414e-13,3.279717e-16,-2.045452e-20,1.737277e-12
1731,865.500000,4,1.193712e-12,1.563194e-13,3.279624e-16,5.220502e-20,6.152234e-11
1732,866.000000,4,1.161737e-12,1.596501e-13,3.279745e-16,-7.156105e-20,-2.954303e-11
1733,866.500000,4,8.562040e-13,1.558753e-13,4.099698e-16,-3.954916e-20,-6.188516e-11
1734,867.000000,4,1.275424e-12,1.587619e-13,3.279772e-16,3.050642e-21,-1.060108e-10
1735,867.500000,4,9.556800e-13,1.558753e-13,3.279678e-16,2.543746e-20,4.642153e-11
1736,868.000000,4,1.090683e-12,1.585398e-13,3.279692e-16,-6.475501e-20,-3.761613e-11
1737,868.500000,4,7.673862e-13,1.583178e-13,3.279813e-16,4.717907e-20,6.277556e-11
1738,869.000000,4,9.130474e-13,1.578737e-13,3.279719e-16,5.982501e-20,5.863932e-11
1739,869.500000,4,1.111999e-12,1.603162e-13,3.279732e-16,1.311247e-20,-1.447287e-10
1740,870.000000,4,9.912071e-13,1.503242e-13,3.279853e-16,-4.806581e-20,1.367972e-11
1741,870.500000,4,8.384404e-13,1.609823e-13,3.279866e-16,-3.143286e-20,5.015943e-11
1742,871.000000,4,7.212009e-13,1.594280e-13,3.279879e-16,-1.376594e-19,-1.354605e-11
1743,871.500000,4,7.460699e-13,1.594280e-13,4.099731e-16,7.300696e-20,4.155742e-11
1744,872.000000,4,9.414691e-13,1.612044e-13,3.279905e-16,-9.919550e-21,-9.511014e-11
1745,872.500000,4,1.048051e-12,1.558753e-13,3.279811e-16,-6.789498e-20,1.000884e-10
1746,873.000000,4,8.171241e-13,1.623146e-13,3.279824e-16,8.967630e-20,-3.147749e-11
1747,873.500000,4,1.197265e-12,1.612044e-13,3.279944e-16,2.414706e-20,-8.062218e-11
1748,874.000000,4,1.030287e-12,1.587619e-13,3.279957e-16,-4.469422e-20,-4.117684e-11
1749,874.500000,4,8.206769e-13,1.567635e-13,4.099827e-16,-1.191140e-20,-5.692069e-11
1750,875.000000,4,8.597567e-13,1.614264e-13,3.279981e-16,2.800172e-20,-1.216756e-10
1751,875.500000,4,9.379164e-13,1.587619e-13,3.279993e-16,-4.311927e-20,-5.192868e-11
1752,876.000000,4,8.704149e-13,1.574296e-13,3.279897e-16,1.811029e-19,1.291411e-11
1753,876.500000,4,9.166001e-13,1.589839e-13,3.280017e-16,1.297681e-20,4.076783e-11
1754,877.000000,4,1.094236e-12,1.600942e-13,3.280029e-16,1.384039e-19,-9.048451e-11
1755,877.500000,4,8.171241e-13,1.605382e-13,3.280040e-16,2.914654e-20,7.027046e-11
1756,878.000000,4,1.104894e-12,1.540990e-13,3.279944e-16,5.395865e-20,-4.531886e-11
1757,878.500000,4,8.455459e-13,1.609823e-13,3.280064e-16,-1.377818e-19,7.147882e-11
1758,879.000000,4,9.876544e-13,1.587619e-13,3.280075e-16,-7.354297e-20,1.215961e-11
1759,879.500000,4,1.008971e-12,1.594280e-13,3.280087e-16,-3.844405e-20,1.132170e-10
1760,880.000000,4,7.247536e-13,1.603162e-13,3.280098e-16,3.205159e-20,-6.445200e-11
1761,880.500000,4,8.277823e-13,1.569855e-13,3.280109e-16,1.210992e-19,-7.986634e-11
1762,881.000000,4,1.449507e-12,1.560974e-13,3.280121e-16,1.505469e-21,1.100364e-11
1763,881.500000,4,8.135714e-13,1.567635e-13,3.280024e-16,-3.898999e-20,-1.741896e-11
1764,882.000000,4,1.154632e-12,1.620926e-13,3.280143e-16,-4.762906e-20,-3.311307e-11
1765,882.500000,4,8.206769e-13,1.572076e-13,3.280154e-16,-6.521161e-20,4.873568e-11
1766,883.000000,4,7.887024e-13,1.620926e-13,3.280165e-16,5.570565e-20,-7.300338e-11
1767,883.500000,4,8.419931e-13,1.578737e-13,3.280176e-16,3.847382e-20,-4.798029e-11
1768,884.000000,4,7.673862e-13,1.612044e-13,3.280187e-16,4.774486e-21,-2.088596e-11
1769,884.500000,4,1.069367e-12,1.527667e-13,3.280198e-16,-1.205037e-19,-2.578826e-12
1770,885.000000,4,7.567280e-13,1.545430e-13,3.280209e-16,-2.252909e-20,-5.862288e-11
1771,885.500000,4,8.313350e-13,1.580958e-13,3.280219e-16,-5.145725e-20,-9.939605e-12
1772,886.000000,4,1.048051e-12,1.576517e-13,3.280230e-16,-1.010649e-19,1.472586e-10
1773,886.500000,4,1.172396e-12,1.580958e-13,3.280241e-16,1.271873e-20,-4.646017e-11
1774,887.000000,4,1.048051e-12,1.567635e-13,3.280251e-16,1.259631e-20,6.594947e-11
1775,887.500000,4,9.414691e-13,1.549871e-13,3.280261e-16,6.459619e-20,-7.579048e-11
1776,888.000000,4,9.094947e-13,1.569855e-13,3.280163e-16,1.518042e-19,5.496892e-11
1777,888.500000,4,9.485746e-13,1.549871e-13,3.280280e-16,2.878589e-21,1.231442e-10
1778,889.000000,4,9.663381e-13,1.547651e-13,3.280182e-16,2.120891e-20,1.126437e-10
1779,889.500000,4,9.627854e-13,1.625367e-13,3.280192e-16,-6.237934e-20,-9.934320e-11
1780,890.000000,4,9.094947e-13,1.585398e-13,3.280309e-16,1.199081e-20,8.685364e-11
1781,890.500000,4,7.602807e-13,1.532108e-13,3.280319e-16,1.645097e-20,1.300720e-10
1782,891.000000,4,1.051603e-12,1.578737e-13,3.280328e-16,-1.184192e-20,-6.970380e-11
1783,891.500000,4,8.490986e-13,1.552092e-13,3.280338e-16,-9.595295e-22,3.412737e-11
1784,892.000000,4,1.243450e-12,1.572076e-13,3.280347e-16,1.096511e-19,9.659162e-11
