step,time_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
9203,4601.500000,4,1.492140e-12,3.841372e-14,2.878235e-16,-5.398842e-20,5.988698e-11
9204,4602.000000,4,1.655565e-12,3.552714e-14,2.735166e-16,8.492167e-20,-1.614930e-11
9205,4602.500000,4,1.733724e-12,4.063416e-14,3.418864e-16,-4.767207e-20,-6.679457e-11
9206,4603.000000,4,1.264766e-12,3.685940e-14,3.418838e-16,-1.202787e-19,9.897039e-11
9207,4603.500000,4,1.158185e-12,3.752554e-14,3.418811e-16,-5.756515e-20,1.450087e-10
9208,4604.000000,4,9.663381e-13,3.441691e-14,3.418784e-16,6.400062e-20,9.111600e-11
9209,4604.500000,4,1.186606e-12,4.396483e-14,4.102588e-16,4.460820e-20,-1.250657e-10
9210,4605.000000,4,1.811884e-12,3.574918e-14,3.418730e-16,1.696944e-19,-3.901768e-12
9211,4605.500000,4,1.264766e-12,3.930190e-14,3.418769e-16,-5.374689e-20,-1.402523e-11
9212,4606.000000,4,1.783462e-12,3.841372e-14,3.418676e-16,1.328717e-19,-1.860476e-10
9213,4606.500000,4,1.342926e-12,3.885781e-14,3.418714e-16,6.257456e-20,1.336886e-11
9214,4607.000000,4,1.385558e-12,3.330669e-14,3.418621e-16,-8.698631e-21,1.187266e-10
9215,4607.500000,4,1.747935e-12,3.574918e-14,2.734928e-16,7.375473e-20,-8.301360e-11
9216,4608.000000,4,1.207923e-12,4.152234e-14,3.418632e-16,-6.093343e-20,-9.117662e-11
9217,4608.500000,4,1.499245e-12,3.974598e-14,2.877276e-16,6.602225e-20,-1.255458e-10
9218,4609.000000,4,8.242296e-13,3.619327e-14,3.418577e-16,8.975571e-20,1.735134e-10
9219,4609.500000,4,1.385558e-12,3.175238e-14,2.877130e-16,3.490702e-20,1.038936e-10
9220,4610.000000,4,1.207923e-12,3.375078e-14,2.877069e-16,-5.214547e-20,-4.138068e-11
9221,4610.500000,4,1.051603e-12,4.329870e-14,2.734794e-16,1.058229e-19,-3.080691e-11
9222,4611.000000,4,1.719513e-12,4.241052e-14,2.734772e-16,2.015740e-19,-1.708633e-12
9223,4611.500000,4,1.470823e-12,3.863576e-14,3.418370e-16,5.910702e-20,-9.322609e-11
9224,4612.000000,4,1.605827e-12,3.774758e-14,3.418342e-16,1.795975e-20,1.310496e-10
9225,4612.500000,4,1.037392e-12,3.752554e-14,3.418313e-16,3.360339e-20,-2.795764e-12
9226,4613.000000,4,1.108447e-12,4.352074e-14,3.418351e-16,1.077849e-19,5.227152e-11
9227,4613.500000,4,2.195577e-12,3.774758e-14,2.876576e-16,-7.731823e-20,-2.172293e-10
9228,4614.000000,4,1.634248e-12,4.130030e-14,2.734635e-16,7.154120e-20,-5.772249e-11
9229,4614.500000,4,9.308110e-13,3.752554e-14,2.734612e-16,2.154971e-20,1.967271e-11
9230,4615.000000,4,1.222134e-12,3.774758e-14,3.418170e-16,7.634546e-20,-2.830958e-11
9231,4615.500000,4,2.188472e-12,3.819167e-14,3.418208e-16,1.432677e-20,1.344036e-12
9232,4616.000000,4,1.485034e-12,3.530509e-14,4.101734e-16,-5.743280e-20,-5.647705e-11
9233,4616.500000,4,1.286082e-12,3.930190e-14,3.418150e-16,-4.400601e-22,-1.707012e-11
9234,4617.000000,4,1.122658e-12,3.774758e-14,3.418054e-16,-3.768966e-20,-5.956147e-11
9235,4617.500000,4,1.172396e-12,3.619327e-14,2.734473e-16,8.185779e-21,1.380254e-10
9236,4618.000000,4,1.406875e-12,3.397282e-14,3.418062e-16,4.343691e-20,9.762191e-12
9237,4618.500000,4,1.378453e-12,3.863576e-14,2.734426e-16,-1.634542e-19,-2.647771e-11
9238,4619.000000,4,1.065814e-12,3.752554e-14,2.734403e-16,1.135620e-19,6.744649e-11
9239,4619.500000,4,1.172396e-12,4.019007e-14,3.417906e-16,6.131063e-21,6.975687e-11
9240,4620.000000,4,1.406875e-12,3.552714e-14,2.734355e-16,1.613333e-20,5.628475e-11
9241,4620.500000,4,1.506351e-12,3.330669e-14,2.875607e-16,7.905531e-20,1.318790e-10
9242,4621.000000,4,2.501110e-12,3.641532e-14,2.734308e-16,1.039402e-19,-2.586131e-11
9243,4621.500000,4,1.691092e-12,3.552714e-14,3.417787e-16,-7.527344e-21,3.409273e-12
9244,4622.000000,4,2.486900e-12,3.441691e-14,3.417757e-16,7.183236e-20,-1.215827e-11
9245,4622.500000,4,1.364242e-12,3.863576e-14,3.417727e-16,4.207702e-20,-4.487077e-12
9246,4623.000000,4,1.037392e-12,3.574918e-14,3.417764e-16,-1.508116e-20,-6.045386e-12
9247,4623.500000,4,1.485034e-12,4.263256e-14,2.734187e-16,9.933447e-20,-1.408227e-10
9248,4624.000000,4,1.570299e-12,4.041212e-14,3.417704e-16,-4.883674e-21,1.057658e-10
9249,4624.500000,4,1.115552e-12,3.375078e-14,2.734139e-16,-2.100906e-19,-1.502685e-10
9250,4625.000000,4,1.342926e-12,3.219647e-14,2.734114e-16,-2.850828e-19,-8.924572e-11
9251,4625.500000,4,1.335820e-12,3.730349e-14,2.734090e-16,6.288889e-20,4.748446e-11
9252,4626.000000,4,1.293188e-12,3.641532e-14,3.417514e-16,-1.422056e-19,1.704283e-10
9253,4626.500000,4,1.357137e-12,3.419487e-14,3.417483e-16,-3.896352e-20,-1.753300e-10
9254,4627.000000,4,1.236344e-12,3.419487e-14,3.417452e-16,9.003365e-20,-9.030621e-11
9255,4627.500000,4,1.811884e-12,3.463896e-14,3.417421e-16,-2.402265e-19,-1.024738e-10
9256,4628.000000,4,1.556089e-12,3.708145e-14,3.417390e-16,-1.534255e-20,3.555423e-11
9257,4628.500000,4,1.428191e-12,3.663736e-14,2.874580e-16,1.106602e-19,-1.220590e-10
9258,4629.000000,4,1.399769e-12,2.975398e-14,3.417329e-16,-4.479679e-20,-3.590661e-11
9259,4629.500000,4,2.074785e-12,3.463896e-14,3.417298e-16,1.088603e-19,7.405188e-12
9260,4630.000000,4,1.264766e-12,3.441691e-14,2.733868e-16,9.544010e-20,1.876979e-10
9261,4630.500000,4,1.840306e-12,2.953193e-14,2.733843e-16,7.010521e-20,-7.595324e-11
9262,4631.000000,4,1.705303e-12,3.796963e-14,3.417273e-16,1.828731e-20,-5.404677e-11
9263,4631.500000,4,1.833200e-12,3.841372e-14,2.733794e-16,6.415282e-20,9.106937e-11
9264,4632.000000,4,1.165290e-12,3.996803e-14,3.417143e-16,-2.519261e-20,-1.388203e-10
9265,4632.500000,4,1.463718e-12,4.174439e-14,2.733744e-16,3.405006e-20,-1.618403e-10
9266,4633.000000,4,1.215028e-12,3.219647e-14,2.733719e-16,-1.493723e-19,-5.029865e-11
9267,4633.500000,4,8.597567e-13,3.597123e-14,3.417051e-16,1.997079e-19,-4.491296e-12
9268,4634.000000,4,1.868727e-12,3.330669e-14,3.417088e-16,-7.180920e-20,2.193694e-10
9269,4634.500000,4,1.328715e-12,4.019007e-14,3.416989e-16,2.365737e-20,1.143632e-10
9270,4635.000000,4,1.570299e-12,2.908784e-14,2.733621e-16,-8.587789e-20,9.136802e-11
9271,4635.500000,4,1.385558e-12,3.552714e-14,2.733596e-16,4.703680e-20,6.571654e-11
9272,4636.000000,4,1.634248e-12,3.885781e-14,3.416897e-16,-3.991974e-20,2.215006e-11
9273,4636.500000,4,1.143974e-12,3.219647e-14,3.416934e-16,-1.276869e-19,-8.479129e-11
9274,4637.000000,4,1.612932e-12,3.130829e-14,2.733523e-16,-1.746344e-20,1.155027e-10
9275,4637.500000,4,1.435296e-12,3.108624e-14,3.416806e-16,-2.998033e-20,-7.901724e-11
9276,4638.000000,4,1.463718e-12,3.708145e-14,2.733474e-16,-1.288086e-20,-3.179679e-12
9277,4638.500000,4,1.747935e-12,4.063416e-14,3.416745e-16,3.462909e-20,-9.033063e-11
9278,4639.000000,4,1.712408e-12,3.907985e-14,2.733426e-16,2.747563e-20,2.204767e-10
9279,4639.500000,4,1.435296e-12,2.708944e-14,3.416684e-16,4.258988e-20,-1.810563e-10
9280,4640.000000,4,1.342926e-12,3.486100e-14,2.733377e-16,1.400218e-19,8.849543e-11
9281,4640.500000,4,1.399769e-12,3.641532e-14,2.873144e-16,-1.679508e-20,6.539680e-11
9282,4641.000000,4,1.946887e-12,3.308465e-14,3.416594e-16,1.173505e-19,-1.222000e-11
9283,4641.500000,4,1.129763e-12,3.330669e-14,2.733305e-16,-1.486675e-19,-1.775053e-10
9284,4642.000000,4,1.179501e-12,3.419487e-14,2.733281e-16,2.260420e-19,-1.938549e-10
9285,4642.500000,4,1.804779e-12,3.641532e-14,3.416504e-16,4.714599e-20,1.624012e-10
9286,4643.000000,4,1.463718e-12,3.175238e-14,2.733234e-16,-1.709749e-19,-2.881961e-11
9287,4643.500000,4,1.939782e-12,3.774758e-14,2.872791e-16,-5.425312e-20,2.260461e-10
9288,4644.000000,4,1.449507e-12,3.019807e-14,2.733186e-16,2.605288e-20,1.333822e-10
9289,4644.500000,4,1.378453e-12,3.597123e-14,3.447220e-16,5.744604e-20,-4.472445e-11
9290,4645.000000,4,2.074785e-12,2.708944e-14,3.416357e-16,-5.022972e-20,1.855205e-11
9291,4645.500000,4,1.016076e-12,3.552714e-14,2.733115e-16,-1.374079e-19,1.008171e-10
9292,4646.000000,4,1.179501e-12,3.375078e-14,2.733092e-16,-3.608493e-20,5.340772e-11
9293,4646.500000,4,1.321609e-12,3.463896e-14,3.416269e-16,-1.245999e-19,7.715539e-11
9294,4647.000000,4,8.313350e-13,3.197442e-14,3.416240e-16,-4.850587e-20,1.143983e-10
9295,4647.500000,4,1.350031e-12,3.952394e-14,3.416278e-16,-1.411170e-20,2.053313e-10
9296,4648.000000,4,1.179501e-12,3.441691e-14,2.872278e-16,1.026961e-19,-1.123823e-10
9297,4648.500000,4,1.207923e-12,3.463896e-14,2.732976e-16,-1.372822e-19,1.835783e-10
9298,4649.000000,4,8.739676e-13,3.663736e-14,3.416124e-16,-9.500335e-20,1.090505e-11
9299,4649.500000,4,1.385558e-12,2.997602e-14,3.416162e-16,6.627702e-20,-4.285461e-12
9300,4650.000000,4,1.534772e-12,3.663736e-14,2.732907e-16,-8.514335e-20,7.611689e-13
9301,4650.500000,4,1.115552e-12,3.619327e-14,2.732884e-16,7.920089e-20,1.256317e-10
9302,4651.000000,4,1.740830e-12,3.441691e-14,2.732861e-16,1.582694e-19,-2.124643e-10
9303,4651.500000,4,1.286082e-12,3.130829e-14,2.871893e-16,-1.743366e-20,5.571477e-11
9304,4652.000000,4,9.023893e-13,3.441691e-14,2.732816e-16,4.763568e-20,-2.356670e-11
9305,4652.500000,4,1.243450e-12,3.552714e-14,3.415992e-16,1.288549e-19,1.357365e-10
9306,4653.000000,4,1.314504e-12,3.752554e-14,3.415964e-16,-6.902326e-20,-1.680067e-10
9307,4653.500000,4,1.392664e-12,3.308465e-14,3.415869e-16,9.926167e-22,-2.739786e-11
9308,4654.000000,4,1.705303e-12,2.908784e-14,3.415908e-16,9.780584e-21,-1.257017e-11
9309,4654.500000,4,2.046363e-12,2.975398e-14,2.871552e-16,-5.270795e-20,5.861933e-11
9310,4655.000000,4,1.378453e-12,3.863576e-14,2.871504e-16,3.786833e-20,1.529465e-11
9311,4655.500000,4,1.662670e-12,2.975398e-14,2.732659e-16,-5.266824e-20,1.093086e-10
9312,4656.000000,4,1.293188e-12,3.641532e-14,3.415731e-16,1.754880e-19,1.729283e-11
9313,4656.500000,4,1.350031e-12,2.953193e-14,2.871339e-16,1.397307e-19,-1.035243e-10
9314,4657.000000,4,1.229239e-12,2.975398e-14,2.871284e-16,-3.199535e-21,1.182721e-11
9315,4657.500000,4,2.145839e-12,3.441691e-14,3.415649e-16,-1.253212e-19,9.475509e-11
9316,4658.000000,4,1.229239e-12,2.819966e-14,3.415687e-16,-3.770951e-20,-4.187739e-11
9317,4658.500000,4,1.250555e-12,3.108624e-14,3.415594e-16,-1.890273e-20,-1.182012e-10
9318,4659.000000,4,1.577405e-12,3.574918e-14,3.415633e-16,-4.732797e-20,3.218759e-11
9319,4659.500000,4,1.605827e-12,2.575717e-14,3.415606e-16,-1.588187e-22,6.927392e-11
9320,4660.000000,4,1.712408e-12,3.486100e-14,2.732463e-16,2.707197e-20,-2.088840e-11
9321,4660.500000,4,1.506351e-12,3.175238e-14,3.415552e-16,2.888515e-21,-4.710676e-11
9322,4661.000000,4,1.044498e-12,3.441691e-14,3.415526e-16,3.715034e-20,-6.228018e-11
9323,4661.500000,4,1.570299e-12,2.842171e-14,3.415433e-16,-1.650358e-19,2.923617e-11
9324,4662.000000,4,1.143974e-12,3.219647e-14,3.415407e-16,9.799443e-20,-3.710365e-12
9325,4662.500000,4,1.243450e-12,3.907985e-14,3.415381e-16,8.409118e-20,4.837863e-11
9326,4663.000000,4,1.072920e-12,2.930989e-14,3.415354e-16,-5.429944e-20,-6.153944e-11
9327,4663.500000,4,1.499245e-12,3.308465e-14,3.415328e-16,-1.477742e-19,-5.932055e-11
9328,4664.000000,4,1.442402e-12,3.375078e-14,3.415302e-16,-1.074475e-19,4.620948e-11
9329,4664.500000,4,1.378453e-12,3.153033e-14,3.415341e-16,-1.577136e-19,2.648415e-11
9330,4665.000000,4,1.712408e-12,3.153033e-14,3.415315e-16,9.047702e-20,1.428406e-10
9331,4665.500000,4,1.421085e-12,3.841372e-14,3.415289e-16,-2.769070e-20,3.191558e-11
9332,4666.000000,4,1.080025e-12,3.352874e-14,3.415198e-16,-4.285457e-20,-1.388727e-10
9333,4666.500000,4,1.513456e-12,2.908784e-14,3.415173e-16,1.012668e-19,-8.072210e-11
9334,4667.000000,4,1.243450e-12,3.574918e-14,2.870193e-16,5.188408e-20,5.945378e-11
9335,4667.500000,4,1.328715e-12,2.864375e-14,2.732149e-16,1.176449e-19,-8.908607e-11
9336,4668.000000,4,1.222134e-12,3.219647e-14,3.415161e-16,6.352085e-20,1.007130e-10
9337,4668.500000,4,1.371347e-12,3.264056e-14,4.098163e-16,-3.283907e-20,-4.115752e-11
9338,4669.000000,4,1.421085e-12,2.953193e-14,2.869980e-16,8.919654e-20,-1.100791e-10
9339,4669.500000,4,1.413980e-12,3.552714e-14,2.869934e-16,-1.942352e-19,-3.247846e-11
9340,4670.000000,4,1.080025e-12,3.286260e-14,3.414995e-16,-7.162391e-20,7.847500e-11
9341,4670.500000,4,1.115552e-12,3.286260e-14,3.414970e-16,-1.446871e-19,-9.054535e-11
9342,4671.000000,4,1.470823e-12,3.330669e-14,3.415010e-16,-4.954150e-20,-7.108980e-12
9343,4671.500000,4,1.307399e-12,3.463896e-14,3.414920e-16,1.536637e-19,2.839065e-10
9344,4672.000000,4,1.861622e-12,3.397282e-14,2.731968e-16,1.418582e-19,-4.410516e-11
9345,4672.500000,4,1.598721e-12,3.552714e-14,3.414936e-16,-2.733005e-21,-2.794032e-11
9346,4673.000000,4,1.442402e-12,2.842171e-14,3.414846e-16,9.169793e-20,1.521079e-10
9347,4673.500000,4,1.328715e-12,3.219647e-14,3.414886e-16,1.293909e-19,-6.439227e-11
9348,4674.000000,4,1.321609e-12,3.175238e-14,2.731890e-16,1.147763e-19,9.998269e-11
9349,4674.500000,4,1.321609e-12,2.731149e-14,3.414773e-16,-7.186545e-20,6.736833e-11
9350,4675.000000,4,1.584510e-12,3.219647e-14,3.414749e-16,-1.657703e-19,1.789657e-11
9351,4675.500000,4,1.584510e-12,3.597123e-14,2.731831e-16,9.889441e-20,3.305400e-11
9352,4676.000000,4,1.058709e-12,3.019807e-14,3.414701e-16,-6.170767e-20,-8.797629e-12
9353,4676.500000,4,1.378453e-12,2.753353e-14,3.414741e-16,-1.194813e-19,-4.079936e-11
9354,4677.000000,4,1.371347e-12,2.597922e-14,3.414653e-16,-8.928257e-20,3.378742e-11
9355,4677.500000,4,1.250555e-12,3.419487e-14,3.414629e-16,1.898247e-19,-4.302159e-11
9356,4678.000000,4,1.385558e-12,3.197442e-14,3.414669e-16,3.796097e-20,1.764593e-10
9357,4678.500000,4,1.470823e-12,3.241851e-14,3.414646e-16,1.050519e-20,-4.584177e-11
9358,4679.000000,4,1.385558e-12,3.219647e-14,2.731698e-16,1.250697e-21,2.038392e-11
9359,4679.500000,4,1.485034e-12,3.486100e-14,3.414535e-16,3.525113e-20,6.604717e-12
9360,4680.000000,4,1.364242e-12,3.308465e-14,3.414511e-16,-1.768049e-19,7.962941e-11
9361,4680.500000,4,1.357137e-12,3.641532e-14,3.414488e-16,6.363004e-20,1.242815e-10
9362,4681.000000,4,1.243450e-12,3.175238e-14,2.868727e-16,-1.013396e-19,7.408296e-11
9363,4681.500000,4,1.399769e-12,2.664535e-14,3.414442e-16,-7.125334e-20,-6.813949e-11
9364,4682.000000,4,1.712408e-12,2.886580e-14,2.868618e-16,-3.722975e-20,-4.939316e-11
9365,4682.500000,4,1.591616e-12,3.264056e-14,4.097351e-16,-7.800313e-20,-4.255263e-11
9366,4683.000000,4,9.521273e-13,3.486100e-14,3.414373e-16,2.159438e-19,5.352763e-11
9367,4683.500000,4,1.378453e-12,3.552714e-14,3.414413e-16,-1.438500e-19,-1.251133e-10
9368,4684.000000,4,1.492140e-12,3.574918e-14,3.414391e-16,7.071071e-20,1.824652e-11
9369,4684.500000,4,1.435296e-12,3.574918e-14,3.414304e-16,-1.776089e-19,4.825296e-11
9370,4685.000000,4,1.278977e-12,3.619327e-14,2.731476e-16,6.037757e-20,9.830026e-11
9371,4685.500000,4,1.655565e-12,3.330669e-14,2.731458e-16,1.816621e-19,6.114531e-11
9372,4686.000000,4,1.342926e-12,3.108624e-14,2.868173e-16,4.528979e-20,-4.576894e-11
9373,4686.500000,4,1.705303e-12,2.997602e-14,3.414215e-16,3.495665e-20,-7.622791e-11
9374,4687.000000,4,1.698197e-12,3.597123e-14,3.414192e-16,5.825337e-20,-1.720453e-10
9375,4687.500000,4,1.399769e-12,3.552714e-14,3.414233e-16,1.423677e-19,-3.989031e-12
9376,4688.000000,4,1.598721e-12,3.819167e-14,2.867947e-16,-2.900095e-20,7.085887e-11
9377,4688.500000,4,1.243450e-12,2.886580e-14,2.867890e-16,-1.862711e-19,-8.612888e-11
9378,4689.000000,4,1.890044e-12,3.574918e-14,2.731333e-16,-2.832597e-20,-4.475020e-11
9379,4689.500000,4,1.378453e-12,3.486100e-14,3.414081e-16,-7.445287e-20,-1.099643e-10
9380,4690.000000,4,1.421085e-12,3.752554e-14,3.414059e-16,-3.925468e-20,8.814327e-11
9381,4690.500000,4,1.875833e-12,3.441691e-14,3.414037e-16,1.689665e-19,-9.852608e-11
9382,4691.000000,4,1.364242e-12,2.819966e-14,3.414015e-16,-2.314451e-20,2.642109e-12
9383,4691.500000,4,1.513456e-12,2.797762e-14,3.414056e-16,-1.381524e-19,1.173235e-10
9384,4692.000000,4,1.143974e-12,3.641532e-14,3.414034e-16,-1.262443e-19,-8.616552e-11
9385,4692.500000,4,1.264766e-12,3.574918e-14,3.413949e-16,-1.249704e-20,-1.422913e-10
9386,4693.000000,4,1.413980e-12,3.042011e-14,3.413990e-16,-5.356491e-20,9.089729e-11
9387,4693.500000,4,1.776357e-12,3.597123e-14,3.413905e-16,7.169009e-20,-1.358453e-10
9388,4694.000000,4,1.676881e-12,3.663736e-14,3.413946e-16,-5.548728e-21,-1.102871e-10
9389,4694.500000,4,1.023182e-12,3.552714e-14,3.413861e-16,-1.562213e-19,7.355894e-11
9390,4695.000000,4,1.215028e-12,3.774758e-14,3.413839e-16,6.156209e-20,-9.460743e-11
9391,4695.500000,4,1.236344e-12,3.441691e-14,3.413817e-16,1.966374e-20,3.142087e-11
9392,4696.000000,4,2.152944e-12,3.153033e-14,3.413858e-16,-7.376135e-20,-2.304028e-10
9393,4696.500000,4,1.676881e-12,3.463896e-14,3.413836e-16,-1.185217e-19,-7.953971e-11
9394,4697.000000,4,1.712408e-12,3.841372e-14,3.413751e-16,1.123642e-20,4.354272e-11
9395,4697.500000,4,1.371347e-12,3.330669e-14,2.731034e-16,-5.491156e-20,6.270540e-13
9396,4698.000000,4,1.577405e-12,3.441691e-14,2.731016e-16,1.422751e-19,2.624834e-11
9397,4698.500000,4,1.691092e-12,3.974598e-14,3.413685e-16,7.104820e-20,1.771883e-10
9398,4699.000000,4,2.543743e-12,4.019007e-14,2.730981e-16,1.348668e-19,6.296652e-11
9399,4699.500000,4,1.357137e-12,3.153033e-14,3.413704e-16,-2.113943e-20,-9.464118e-11
9400,4700.000000,4,1.456613e-12,3.597123e-14,3.413618e-16,-5.826660e-21,7.772694e-11
9401,4700.500000,4,1.413980e-12,3.508305e-14,3.413659e-16,8.917669e-20,-1.618161e-10
9402,4701.000000,4,1.733724e-12,2.930989e-14,3.413574e-16,9.001049e-20,1.796807e-10
9403,4701.500000,4,1.435296e-12,4.196643e-14,3.413552e-16,-2.695616e-20,-4.891199e-12
9404,4702.000000,4,1.520561e-12,3.019807e-14,2.730874e-16,1.385461e-19,1.633551e-10
9405,4702.500000,4,1.044498e-12,3.153033e-14,3.413507e-16,1.218536e-19,-8.642775e-11
9406,4703.000000,4,1.428191e-12,3.508305e-14,3.413485e-16,-7.863510e-20,-5.578560e-11
9407,4703.500000,4,1.406875e-12,3.042011e-14,2.730821e-16,-4.876726e-20,6.172218e-11
9408,4704.000000,4,1.655565e-12,3.574918e-14,3.413504e-16,-1.191901e-19,1.406775e-10
9409,4704.500000,4,1.477929e-12,3.130829e-14,2.730785e-16,3.952600e-20,-6.514189e-11
9410,4705.000000,4,1.477929e-12,3.774758e-14,3.413459e-16,1.083574e-19,1.016700e-10
9411,4705.500000,4,1.207923e-12,3.796963e-14,3.413373e-16,-2.581796e-20,-1.658014e-10
9412,4706.000000,4,1.527667e-12,3.774758e-14,3.413351e-16,-5.131498e-20,-1.593523e-10
9413,4706.500000,4,1.037392e-12,3.308465e-14,2.865779e-16,-4.846286e-20,-3.919509e-11
9414,4707.000000,4,1.506351e-12,3.264056e-14,3.413369e-16,1.490811e-19,5.254197e-11
9415,4707.500000,4,1.364242e-12,3.685940e-14,3.413283e-16,-1.483002e-19,-5.532019e-11
9416,4708.000000,4,2.856382e-12,3.930190e-14,3.413261e-16,-5.628468e-20,-9.387202e-11
9417,4708.500000,4,1.115552e-12,3.153033e-14,2.730641e-16,-7.778806e-21,-6.731460e-11
9418,4709.000000,4,1.392664e-12,3.352874e-14,3.413215e-16,-8.158317e-20,-3.375678e-11
9419,4709.500000,4,1.492140e-12,3.375078e-14,3.413193e-16,-8.420699e-20,-1.440648e-11
9420,4710.000000,4,1.776357e-12,3.064216e-14,3.413170e-16,-1.107661e-19,8.862910e-12
9421,4710.500000,4,1.669775e-12,2.997602e-14,2.865299e-16,-1.323820e-20,-4.689582e-13
9422,4711.000000,4,1.499245e-12,3.730349e-14,2.730550e-16,1.745020e-20,-1.264473e-10
9423,4711.500000,4,1.328715e-12,3.197442e-14,2.730532e-16,-2.548709e-20,-2.785061e-11
9424,4712.000000,4,1.335820e-12,3.308465e-14,2.865111e-16,-3.606177e-20,-4.446954e-11
9425,4712.500000,4,1.485034e-12,3.153033e-14,2.865059e-16,-2.268129e-20,-1.593901e-10
9426,4713.000000,4,1.598721e-12,3.952394e-14,3.413096e-16,1.242558e-19,1.223959e-10
9427,4713.500000,4,1.755041e-12,3.264056e-14,3.413073e-16,-2.778996e-20,2.827840e-10
9428,4714.000000,4,1.520561e-12,3.552714e-14,3.413050e-16,-5.769088e-20,-3.016032e-11
9429,4714.500000,4,1.918465e-12,3.663736e-14,3.412964e-16,-1.013991e-19,1.002531e-11
9430,4715.000000,4,1.612932e-12,3.752554e-14,3.413004e-16,7.307314e-20,2.168576e-11
9431,4715.500000,4,1.676881e-12,3.264056e-14,3.412981e-16,6.585019e-20,4.902545e-11
9432,4716.000000,4,1.385558e-12,4.418688e-14,3.412958e-16,1.858873e-19,-8.157075e-11
9433,4716.500000,4,1.143974e-12,3.286260e-14,2.730348e-16,-1.001848e-19,-1.409066e-10
9434,4717.000000,4,1.463718e-12,2.797762e-14,3.412848e-16,1.378745e-20,1.146190e-10
9435,4717.500000,4,1.463718e-12,3.419487e-14,2.730311e-16,-5.767434e-20,3.527623e-11
9436,4718.000000,4,1.776357e-12,3.685940e-14,3.412801e-16,-4.507473e-20,1.186264e-10
9437,4718.500000,4,1.683986e-12,3.153033e-14,2.730273e-16,-3.842750e-20,-1.161478e-10
9438,4719.000000,4,1.946887e-12,3.508305e-14,3.412818e-16,5.800521e-20,1.377765e-10
9439,4719.500000,4,1.200817e-12,3.419487e-14,3.412731e-16,5.366748e-21,-1.188605e-10
9440,4720.000000,4,1.605827e-12,3.286260e-14,3.412708e-16,-1.428012e-19,1.141403e-10
9441,4720.500000,4,1.293188e-12,3.508305e-14,2.730198e-16,-8.628486e-20,2.056777e-11
9442,4721.000000,4,1.200817e-12,3.552714e-14,3.412661e-16,8.190081e-20,-3.396194e-11
9443,4721.500000,4,1.243450e-12,3.708145e-14,2.730161e-16,-1.429070e-19,-1.692901e-10
9444,4722.000000,4,1.335820e-12,3.552714e-14,2.730142e-16,1.698301e-19,-6.789969e-11
9445,4722.500000,4,1.641354e-12,3.974598e-14,3.412590e-16,1.522145e-19,-2.430212e-11
9446,4723.000000,4,1.016076e-12,2.886580e-14,3.412566e-16,-3.313619e-19,4.575806e-11
9447,4723.500000,4,1.470823e-12,3.042011e-14,3.412606e-16,-1.403725e-19,2.053677e-10
9448,4724.000000,4,1.826095e-12,4.152234e-14,3.412518e-16,7.160075e-21,1.291380e-10
9449,4724.500000,4,1.001865e-12,3.619327e-14,3.412495e-16,-2.028247e-20,1.415483e-10
9450,4725.000000,4,1.179501e-12,3.419487e-14,3.412535e-16,6.008640e-21,-1.192713e-10
9451,4725.500000,4,1.506351e-12,3.086420e-14,3.412447e-16,9.690255e-20,7.644885e-11
9452,4726.000000,4,1.371347e-12,2.975398e-14,2.729989e-16,-3.392433e-20,-5.448664e-11
9453,4726.500000,4,1.072920e-12,3.619327e-14,2.863356e-16,-6.983720e-20,-7.298340e-11
9454,4727.000000,4,1.428191e-12,3.708145e-14,2.729951e-16,2.019280e-19,1.779181e-10
9455,4727.500000,4,1.406875e-12,3.774758e-14,2.863233e-16,-1.840973e-20,-8.324319e-11
9456,4728.000000,4,1.705303e-12,3.641532e-14,2.863172e-16,-1.126620e-20,1.586387e-10
9457,4728.500000,4,1.904255e-12,3.752554e-14,3.412367e-16,-7.548850e-20,3.909539e-11
9458,4729.000000,4,1.435296e-12,3.885781e-14,3.412343e-16,-1.706738e-19,2.735678e-11
9459,4729.500000,4,1.136868e-12,3.774758e-14,3.412254e-16,2.482204e-20,-8.600720e-11
9460,4730.000000,4,1.648459e-12,4.130030e-14,3.412294e-16,3.778561e-21,3.743272e-11
9461,4730.500000,4,1.335820e-12,3.619327e-14,4.094647e-16,1.663990e-19,-1.361640e-10
9462,4731.000000,4,1.406875e-12,2.686740e-14,3.412182e-16,-9.163507e-20,-8.801559e-11
9463,4731.500000,4,1.506351e-12,3.819167e-14,3.412157e-16,3.304752e-20,1.316391e-11
9464,4732.000000,4,1.421085e-12,3.419487e-14,2.729758e-16,-1.163214e-19,-3.513034e-11
9465,4732.500000,4,1.179501e-12,3.619327e-14,3.412108e-16,5.724090e-22,-3.264700e-11
9466,4733.000000,4,1.321609e-12,3.486100e-14,3.412084e-16,-1.038079e-19,-1.747946e-10
9467,4733.500000,4,1.200817e-12,3.019807e-14,3.412124e-16,-2.842193e-21,1.861689e-11
9468,4734.000000,4,1.179501e-12,3.730349e-14,3.412099e-16,-2.651279e-20,1.106326e-10
9469,4734.500000,4,1.406875e-12,3.241851e-14,3.412010e-16,-2.122215e-20,5.637224e-11
