step,time_s,picard_iterations,picard_final_delta,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
1405,351.250000,4,3.819167e-14,1.201521e-16,3.183653e-20,4.078959e-13
1406,351.500000,4,3.774758e-14,1.201554e-16,-3.692534e-21,-1.314726e-12
1407,351.750000,4,3.730349e-14,1.201588e-16,-2.625140e-20,2.000622e-13
1408,352.000000,4,3.819167e-14,1.201621e-16,1.030336e-20,2.034373e-12
1409,352.250000,4,3.819167e-14,1.201655e-16,1.222904e-20,2.255085e-12
1410,352.500000,4,3.774758e-14,1.802532e-16,8.768114e-21,2.657430e-12
1411,352.750000,4,3.863576e-14,1.802582e-16,6.365982e-21,-1.881162e-12
1412,353.000000,4,3.819167e-14,1.201755e-16,4.552802e-21,2.469580e-12
1413,353.250000,4,3.774758e-14,1.201788e-16,-5.750560e-21,1.618705e-13
1414,353.500000,4,3.730349e-14,1.201822e-16,6.088049e-21,1.561640e-12
1415,353.750000,4,3.774758e-14,1.201855e-16,3.049319e-20,-2.564171e-12
1416,354.000000,4,3.774758e-14,1.284958e-16,3.648859e-20,2.493561e-12
1417,354.250000,4,3.774758e-14,1.284912e-16,-1.265255e-20,3.872458e-13
1418,354.500000,4,3.774758e-14,1.201955e-16,1.988542e-20,-6.390444e-13
1419,354.750000,4,3.819167e-14,1.220580e-16,8.536504e-21,-2.635669e-12
1420,355.000000,4,3.774758e-14,1.202022e-16,1.098496e-21,-2.147615e-12
1421,355.250000,4,3.819167e-14,1.502569e-16,4.036641e-21,3.754774e-13
1422,355.500000,4,3.774758e-14,1.202089e-16,-1.175920e-20,2.467138e-12
1423,355.750000,4,3.774758e-14,1.202122e-16,-3.255121e-20,2.379652e-12
1424,356.000000,4,3.774758e-14,1.202155e-16,-1.077982e-20,6.401546e-13
1425,356.250000,4,3.774758e-14,1.348775e-16,8.417390e-21,-2.340350e-13
1426,356.500000,4,3.774758e-14,1.220277e-16,-1.332092e-20,-3.688827e-12
1427,356.750000,4,3.774758e-14,1.202255e-16,1.672890e-20,-1.656231e-12
1428,357.000000,4,3.819167e-14,1.348631e-16,-1.098496e-21,1.469935e-13
1429,357.250000,4,3.774758e-14,1.202322e-16,-6.498331e-21,-1.844525e-12
1430,357.500000,4,3.730349e-14,1.202355e-16,2.286989e-20,-9.934276e-13
1431,357.750000,4,3.774758e-14,1.220060e-16,2.536467e-20,5.826672e-12
1432,358.000000,4,3.730349e-14,1.202422e-16,-1.561717e-21,-4.829470e-13
1433,358.250000,4,3.774758e-14,1.503069e-16,-1.336724e-20,-9.283685e-13
1434,358.500000,4,3.730349e-14,1.202489e-16,1.719212e-20,-5.641265e-12
1435,358.750000,4,3.774758e-14,1.202522e-16,9.535738e-21,2.253531e-12
1436,359.000000,4,3.774758e-14,1.202555e-16,-1.177905e-20,-3.092415e-12
1437,359.250000,4,3.774758e-14,1.202588e-16,-2.118906e-20,-1.116440e-12
1438,359.500000,4,3.774758e-14,1.202622e-16,2.012365e-20,1.963762e-12
1439,359.750000,4,3.819167e-14,1.765375e-16,1.107099e-20,5.055067e-12
1440,360.000000,4,3.774758e-14,1.202688e-16,-8.536504e-21,4.280576e-12
1441,360.250000,4,3.774758e-14,1.202722e-16,-2.522570e-20,9.214851e-13
1442,360.500000,4,3.774758e-14,1.202755e-16,-3.632977e-20,-1.867395e-12
1443,360.750000,4,3.774758e-14,1.804182e-16,3.507246e-21,2.203127e-12
1444,361.000000,4,3.730349e-14,1.202821e-16,1.877369e-20,3.925749e-12
1445,361.250000,4,3.774758e-14,1.804282e-16,1.000558e-20,-9.050538e-13
1446,361.500000,4,3.730349e-14,1.503610e-16,2.316106e-21,-3.343992e-13
1447,361.750000,4,3.774758e-14,1.202921e-16,8.285041e-21,2.108091e-12
1448,362.000000,4,3.774758e-14,1.202954e-16,-8.761497e-21,5.599077e-12
1449,362.250000,4,3.774758e-14,1.202987e-16,8.331363e-21,2.585709e-12
1450,362.500000,4,3.774758e-14,1.203021e-16,1.627891e-20,-3.579803e-12
1451,362.750000,4,3.774758e-14,1.203054e-16,-8.291658e-21,1.926237e-12
1452,363.000000,4,3.774758e-14,1.379560e-16,-3.008290e-20,-5.998979e-12
1453,363.250000,4,3.774758e-14,1.379510e-16,-1.962072e-20,-2.835066e-12
1454,363.500000,4,3.730349e-14,1.203153e-16,2.474263e-20,-7.607248e-13
1455,363.750000,4,3.774758e-14,1.203187e-16,-2.018321e-21,3.845591e-12
1456,364.000000,4,3.730349e-14,1.203220e-16,2.024938e-20,1.210143e-12
1457,364.250000,4,3.774758e-14,1.218926e-16,3.066524e-20,2.771783e-12
1458,364.500000,4,3.730349e-14,1.203286e-16,-1.760240e-20,-9.339196e-13
1459,364.750000,4,3.774758e-14,1.804979e-16,-4.791692e-20,3.568257e-12
1460,365.000000,4,3.730349e-14,1.203352e-16,2.138758e-20,-1.649125e-12
1461,365.250000,4,3.730349e-14,1.347039e-16,-1.707963e-20,2.662315e-12
1462,365.500000,4,3.774758e-14,1.475275e-16,-1.747005e-21,-2.902567e-12
1463,365.750000,4,3.774758e-14,1.504315e-16,3.513863e-21,-2.864597e-12
1464,366.000000,4,3.774758e-14,1.203485e-16,1.858179e-20,-2.132960e-12
1465,366.250000,4,3.774758e-14,1.203518e-16,1.887957e-20,5.748735e-13
1466,366.500000,4,3.774758e-14,1.203551e-16,5.119917e-20,1.685541e-12
1467,366.750000,4,3.774758e-14,1.218485e-16,5.790264e-21,1.010969e-12
1468,367.000000,4,3.730349e-14,1.203617e-16,-3.287547e-20,-7.855938e-13
1469,367.250000,4,3.774758e-14,1.282522e-16,-3.061892e-20,-3.708589e-12
1470,367.500000,4,3.685940e-14,1.250414e-16,-6.339512e-21,-2.800427e-12
1471,367.750000,4,3.774758e-14,1.346551e-16,-2.140082e-20,-8.659740e-14
1472,368.000000,4,3.774758e-14,1.203749e-16,-2.705873e-20,4.029221e-12
1473,368.250000,4,3.774758e-14,1.203782e-16,4.724856e-21,7.080114e-12
1474,368.500000,4,3.819167e-14,1.282289e-16,1.421427e-20,-4.545475e-12
1475,368.750000,4,3.730349e-14,1.203847e-16,-1.032983e-20,-2.888800e-13
1476,369.000000,4,3.774758e-14,1.378361e-16,4.526332e-21,-2.463807e-12
1477,369.250000,4,3.819167e-14,1.346257e-16,1.527306e-20,4.949818e-12
1478,369.500000,4,3.730349e-14,1.203945e-16,1.193787e-20,8.171241e-13
1479,369.750000,4,3.730349e-14,1.217953e-16,1.046218e-20,2.427170e-12
1480,370.000000,4,3.774758e-14,1.204010e-16,-2.101701e-20,-1.016964e-12
1481,370.250000,4,3.774758e-14,1.204043e-16,-2.051408e-20,1.740830e-12
1482,370.500000,4,3.774758e-14,1.217820e-16,-1.951485e-20,-5.770939e-13
1483,370.750000,4,3.730349e-14,1.204108e-16,-3.742827e-20,1.406208e-12
1484,371.000000,4,3.774758e-14,1.204140e-16,-3.337177e-20,6.747936e-13
1485,371.250000,4,3.774758e-14,1.204173e-16,8.205632e-22,1.541434e-12
1486,371.500000,4,3.730349e-14,1.313772e-16,1.688772e-20,-2.500222e-13
1487,371.750000,4,3.730349e-14,1.313724e-16,3.533716e-21,4.001244e-13
1488,372.000000,4,3.730349e-14,1.204271e-16,-1.437971e-20,-2.769118e-12
1489,372.250000,4,3.730349e-14,1.204303e-16,3.374235e-20,-4.323208e-13
1490,372.500000,4,3.730349e-14,1.204336e-16,2.705211e-20,-1.054490e-12
1491,372.750000,4,3.774758e-14,1.217419e-16,2.281695e-20,-2.108980e-12
1492,373.000000,4,3.774758e-14,1.204401e-16,-1.505469e-20,-1.172396e-13
1493,373.250000,4,3.730349e-14,1.204433e-16,-3.242548e-22,8.337775e-13
1494,373.500000,4,3.774758e-14,1.505582e-16,-1.257315e-22,-1.941114e-12
1495,373.750000,4,3.730349e-14,1.204498e-16,-1.164670e-21,1.349143e-12
1496,374.000000,4,3.730349e-14,1.204531e-16,4.128624e-20,3.615774e-12
1497,374.250000,4,3.730349e-14,1.204563e-16,1.613333e-20,3.820277e-12
1498,374.500000,4,3.730349e-14,1.204596e-16,2.703226e-20,-5.956347e-12
1499,374.750000,4,3.708145e-14,1.204629e-16,-2.957998e-21,-5.089262e-12
1500,375.000000,4,3.774758e-14,1.345125e-16,-1.549806e-20,-2.505773e-12
1501,375.250000,4,3.730349e-14,1.204694e-16,1.321504e-20,-1.481704e-12
1502,375.500000,4,3.752554e-14,1.204726e-16,1.160038e-20,-4.136691e-13
1503,375.750000,4,3.752554e-14,1.344977e-16,2.289636e-20,-1.399103e-12
1504,376.000000,4,3.730349e-14,1.204791e-16,-1.389663e-20,-3.006928e-12
1505,376.250000,4,3.774758e-14,1.204823e-16,1.502160e-21,3.652634e-13
1506,376.500000,4,3.708145e-14,1.204856e-16,-8.106370e-21,-3.586687e-12
1507,376.750000,4,3.708145e-14,1.280742e-16,7.702706e-21,-2.016609e-12
1508,377.000000,4,3.752554e-14,1.216660e-16,1.007175e-20,4.380718e-12
1509,377.250000,4,3.708145e-14,1.204953e-16,3.302105e-20,3.750333e-12
1510,377.500000,4,3.752554e-14,1.807479e-16,-9.562208e-21,-1.979306e-12
1511,377.750000,4,3.730349e-14,1.205018e-16,5.829969e-21,-2.100098e-12
1512,378.000000,4,3.774758e-14,1.807576e-16,1.144818e-21,-4.734657e-12
1513,378.250000,4,3.730349e-14,1.205083e-16,-1.753623e-21,2.368550e-12
1514,378.500000,4,3.752554e-14,1.205116e-16,-4.043259e-21,2.236211e-12
1515,378.750000,4,3.752554e-14,1.205148e-16,1.248712e-20,-1.789013e-12
1516,379.000000,4,3.663736e-14,1.205180e-16,8.159310e-21,-2.346567e-12
1517,379.250000,4,3.685940e-14,1.312278e-16,-1.075335e-20,1.918021e-12
1518,379.500000,4,3.708145e-14,1.280224e-16,5.737325e-21,2.948086e-12
1519,379.750000,4,3.730349e-14,1.205278e-16,1.383046e-21,6.725731e-13
1520,380.000000,4,3.752554e-14,1.807965e-16,5.472627e-21,1.606715e-12
1521,380.250000,4,3.708145e-14,1.205342e-16,9.873228e-21,2.742251e-12
1522,380.500000,4,3.752554e-14,1.205375e-16,4.278178e-20,3.265832e-12
1523,380.750000,4,3.708145e-14,1.375987e-16,-2.327355e-20,7.880585e-12
1524,381.000000,4,3.708145e-14,1.205440e-16,-5.995405e-21,-1.455280e-12
1525,381.250000,4,3.752554e-14,1.471877e-16,-1.431353e-20,-1.967315e-13
1526,381.500000,4,3.708145e-14,1.279846e-16,4.288104e-21,-3.437695e-12
1527,381.750000,4,3.708145e-14,1.205537e-16,1.191140e-22,9.363621e-13
1528,382.000000,4,3.730349e-14,1.205569e-16,-3.852676e-20,2.943423e-12
1529,382.250000,4,3.685940e-14,1.205602e-16,-1.959425e-20,2.010170e-12
1530,382.500000,4,3.685940e-14,1.205634e-16,6.988022e-21,5.586420e-12
1531,382.750000,4,3.685940e-14,1.205666e-16,-1.680169e-20,2.191580e-12
1532,383.000000,4,3.730349e-14,1.311551e-16,2.234711e-20,1.048051e-12
1533,383.250000,4,3.730349e-14,1.087587e-16,-1.130921e-20,-2.196021e-12
1534,383.500000,4,3.708145e-14,1.808645e-16,-8.337981e-21,1.233680e-12
1535,383.750000,4,3.730349e-14,1.205796e-16,1.509439e-20,-8.355538e-13
1536,384.000000,4,3.752554e-14,1.205828e-16,-6.147606e-21,-2.043032e-12
1537,384.250000,4,3.752554e-14,1.205860e-16,-2.772048e-20,-4.315215e-12
1538,384.500000,4,3.685940e-14,1.343242e-16,3.786502e-20,-3.738565e-12
1539,384.750000,4,3.708145e-14,1.205925e-16,2.575510e-20,5.200285e-13
1540,385.000000,4,3.708145e-14,1.205957e-16,1.860826e-20,-5.015988e-13
1541,385.250000,4,3.730349e-14,1.205989e-16,1.012469e-20,-8.542056e-13
1542,385.500000,4,3.752554e-14,1.311065e-16,2.534481e-21,5.513145e-12
1543,385.750000,4,3.730349e-14,1.206054e-16,-1.741050e-20,1.145750e-13
1544,386.000000,4,3.730349e-14,1.206086e-16,-6.544653e-21,-2.407630e-12
1545,386.250000,4,3.730349e-14,1.206119e-16,1.483631e-20,-2.859935e-13
1546,386.500000,4,3.730349e-14,1.214953e-16,-3.221372e-20,-2.300604e-12
1547,386.750000,4,3.708145e-14,1.206183e-16,3.429822e-20,8.670842e-13
1548,387.000000,4,3.663736e-14,1.206215e-16,6.392452e-21,-5.551115e-13
1549,387.250000,4,3.752554e-14,1.206248e-16,6.696854e-21,-6.559198e-13
1550,387.500000,4,3.730349e-14,1.470515e-16,1.640465e-20,-1.930012e-12
1551,387.750000,4,3.708145e-14,1.206312e-16,2.018982e-20,4.234169e-12
1552,388.000000,4,3.663736e-14,1.809517e-16,1.838326e-20,-1.133316e-12
1553,388.250000,4,3.663736e-14,1.310530e-16,2.813738e-20,6.907808e-13
1554,388.500000,4,3.685940e-14,1.206409e-16,-4.374131e-21,-9.718892e-13
1555,388.750000,4,3.730349e-14,1.206441e-16,1.893913e-20,6.686651e-12
1556,389.000000,4,3.708145e-14,1.438226e-16,7.371834e-21,6.250556e-12
1557,389.250000,4,3.708145e-14,1.214457e-16,-9.304128e-21,6.477041e-13
1558,389.500000,4,3.685940e-14,1.310286e-16,-1.804577e-20,-1.155076e-12
1559,389.750000,4,3.708145e-14,1.438066e-16,1.297019e-20,3.064216e-13
1560,390.000000,4,3.730349e-14,1.310189e-16,1.467088e-20,5.127010e-13
1561,390.250000,4,3.685940e-14,1.757505e-16,1.309592e-20,-8.195666e-13
1562,390.500000,4,3.730349e-14,1.342045e-16,-1.303637e-21,1.471268e-12
1563,390.750000,4,3.708145e-14,1.508374e-16,-7.848290e-21,-2.240430e-13
1564,391.000000,4,3.730349e-14,1.206731e-16,-2.198977e-20,3.876899e-13
1565,391.250000,4,3.708145e-14,1.309945e-16,1.112392e-20,2.184475e-12
1566,391.500000,4,3.685940e-14,1.206795e-16,-2.271769e-20,-3.150591e-12
1567,391.750000,4,3.641532e-14,1.206828e-16,6.597593e-21,-5.164758e-13
1568,392.000000,4,3.708145e-14,1.810290e-16,2.202947e-20,-3.460121e-12
1569,392.250000,4,3.708145e-14,1.206892e-16,2.462351e-20,2.869927e-12
1570,392.500000,4,3.708145e-14,1.206923e-16,1.008499e-20,-5.488943e-13
1571,392.750000,4,3.730349e-14,1.206955e-16,3.487393e-20,2.258416e-12
1572,393.000000,4,3.685940e-14,1.206987e-16,2.905058e-21,-2.662315e-12
1573,393.250000,4,3.663736e-14,1.207019e-16,8.787967e-21,4.304113e-12
1574,393.500000,4,3.685940e-14,1.373383e-16,-1.297681e-20,1.880718e-12
1575,393.750000,4,3.730349e-14,1.207082e-16,8.893846e-21,-1.933120e-12
1576,394.000000,4,3.685940e-14,1.469091e-16,2.646978e-20,4.889422e-13
1577,394.250000,4,3.708145e-14,1.207145e-16,3.365632e-20,4.064526e-12
1578,394.500000,4,3.708145e-14,1.207177e-16,1.600760e-20,-5.996315e-12
1579,394.750000,4,3.663736e-14,1.277327e-16,1.512086e-20,2.139400e-12
1580,395.000000,4,3.685940e-14,1.207241e-16,3.094979e-20,4.154899e-12
1581,395.250000,4,3.708145e-14,1.207272e-16,1.342680e-20,-1.070477e-12
1582,395.500000,4,3.708145e-14,1.207304e-16,2.625802e-20,-4.816147e-13
1583,395.750000,4,3.708145e-14,1.207336e-16,5.915996e-21,1.025402e-12
1584,396.000000,4,3.685940e-14,1.207367e-16,1.102466e-20,-1.467049e-12
1585,396.250000,4,3.685940e-14,1.207399e-16,1.506130e-20,-3.927969e-12
1586,396.500000,4,3.708145e-14,1.207431e-16,-4.830735e-22,1.620037e-12
1587,396.750000,4,3.708145e-14,1.207462e-16,-4.261635e-21,6.924905e-12
1588,397.000000,4,3.685940e-14,1.509368e-16,3.167109e-20,1.914247e-12
1589,397.250000,4,3.708145e-14,1.207526e-16,2.514629e-20,2.218226e-12
1590,397.500000,4,3.708145e-14,1.244881e-16,-2.343237e-20,-2.946754e-12
1591,397.750000,4,3.663736e-14,1.207589e-16,9.489416e-21,-9.037215e-14
1592,398.000000,4,3.685940e-14,1.207621e-16,2.283680e-20,1.099343e-12
1593,398.250000,4,3.708145e-14,1.207652e-16,-3.224019e-20,3.361311e-12
1594,398.500000,4,3.708145e-14,1.308525e-16,-2.476910e-20,2.895684e-12
1595,398.750000,4,3.641532e-14,1.207716e-16,4.010172e-21,3.360645e-12
1596,399.000000,4,3.685940e-14,1.811621e-16,1.092540e-20,2.429390e-12
1597,399.250000,4,3.663736e-14,1.811668e-16,1.083276e-20,-2.134737e-12
1598,399.500000,4,3.685940e-14,1.207810e-16,7.411538e-22,6.491252e-12
1599,399.750000,4,3.708145e-14,1.207842e-16,3.213431e-20,-1.807665e-12
1600,400.000000,4,3.708145e-14,1.276323e-16,5.499097e-21,-2.520872e-12
1601,400.250000,4,3.641532e-14,1.207905e-16,-4.235165e-20,2.819966e-14
1602,400.500000,4,3.730349e-14,1.207937e-16,2.346546e-20,-8.983925e-13
1603,400.750000,4,3.730349e-14,1.212370e-16,-6.174076e-21,-1.252554e-12
1604,401.000000,4,3.708145e-14,1.208000e-16,5.024626e-20,-2.071010e-12
1605,401.250000,4,3.663736e-14,1.510039e-16,3.073803e-20,3.010925e-13
1606,401.500000,4,3.663736e-14,1.371738e-16,1.485616e-20,-2.286837e-12
1607,401.750000,4,3.685940e-14,1.208095e-16,6.332895e-21,4.048317e-12
1608,402.000000,4,3.641532e-14,1.339736e-16,2.425294e-20,1.829648e-13
1609,402.250000,4,3.663736e-14,1.208158e-16,1.267902e-20,-2.683409e-12
1610,402.500000,4,3.730349e-14,1.208189e-16,2.795870e-20,-8.071321e-13
1611,402.750000,4,3.708145e-14,1.275795e-16,-4.162373e-21,5.834000e-12
1612,403.000000,4,3.641532e-14,1.371428e-16,-2.041482e-20,7.847056e-13
1613,403.250000,4,3.708145e-14,1.243806e-16,1.936926e-20,2.768896e-13
1614,403.500000,4,3.663736e-14,1.208316e-16,-2.474924e-21,4.098721e-12
1615,403.750000,4,3.685940e-14,1.208347e-16,4.141859e-20,-5.677681e-13
1616,404.000000,4,3.708145e-14,1.208379e-16,7.173310e-21,-2.253753e-12
1617,404.250000,4,3.685940e-14,1.208410e-16,-5.962318e-21,3.299583e-13
1618,404.500000,4,3.663736e-14,1.208442e-16,-1.273858e-20,-7.045475e-13
1619,404.750000,4,3.708145e-14,1.510592e-16,2.663522e-20,1.869171e-12
1620,405.000000,4,3.708145e-14,1.208505e-16,-4.162373e-20,2.332579e-12
1621,405.250000,4,3.663736e-14,1.275314e-16,4.499863e-22,2.751133e-13
1622,405.500000,4,3.730349e-14,1.208568e-16,3.015570e-20,-1.429745e-12
1623,405.750000,4,3.685940e-14,1.812899e-16,4.180240e-20,1.305400e-12
1624,406.000000,4,3.663736e-14,1.338929e-16,1.941558e-20,-8.424372e-13
1625,406.250000,4,3.641532e-14,1.208662e-16,-4.446923e-21,-2.338130e-13
1626,406.500000,4,3.685940e-14,1.208694e-16,1.297019e-21,-2.613465e-12
1627,406.750000,4,3.641532e-14,1.208725e-16,-1.507454e-20,-8.291146e-13
1628,407.000000,4,3.685940e-14,1.208757e-16,7.649766e-21,3.532730e-12
1629,407.250000,4,3.685940e-14,1.274930e-16,5.353513e-21,-4.949596e-12
1630,407.500000,4,3.663736e-14,1.208820e-16,1.087246e-20,-2.348344e-12
1631,407.750000,4,3.708145e-14,1.208851e-16,-2.150670e-20,-2.100320e-12
1632,408.000000,4,3.685940e-14,1.208883e-16,7.325512e-21,-2.735145e-12
1633,408.250000,4,3.685940e-14,1.208914e-16,9.509268e-21,2.639222e-12
1634,408.500000,4,3.685940e-14,1.274689e-16,-9.290893e-21,-3.093747e-12
1635,408.750000,4,3.685940e-14,1.208977e-16,9.145309e-21,-5.468959e-13
1636,409.000000,4,3.708145e-14,1.209008e-16,2.286989e-20,4.951595e-14
1637,409.250000,4,3.685940e-14,1.209040e-16,-5.691003e-21,3.428591e-12
1638,409.500000,4,3.641532e-14,1.370083e-16,2.725064e-20,1.347811e-12
1639,409.750000,4,3.663736e-14,1.209103e-16,1.128274e-20,2.811973e-12
1640,410.000000,4,3.685940e-14,1.529279e-16,2.051408e-20,9.354739e-13
1641,410.250000,4,3.685940e-14,1.511457e-16,2.867339e-20,-8.073542e-13
1642,410.500000,4,3.663736e-14,1.209197e-16,2.672786e-20,-1.009193e-12
1643,410.750000,4,3.685940e-14,1.813843e-16,1.752299e-20,-1.465938e-12
1644,411.000000,4,3.663736e-14,1.813890e-16,-1.201728e-20,-1.047162e-12
1645,411.250000,4,3.597123e-14,1.274158e-16,2.635728e-20,-1.889600e-12
1646,411.500000,4,3.663736e-14,1.511653e-16,-6.663767e-21,-1.793232e-12
1647,411.750000,4,3.663736e-14,1.337765e-16,-4.076346e-21,-3.550271e-12
1648,412.000000,4,3.730349e-14,1.209385e-16,-3.388132e-20,-7.216450e-14
1649,412.250000,4,3.663736e-14,1.209417e-16,-1.196434e-20,3.890666e-12
1650,412.500000,4,3.641532e-14,1.209448e-16,-1.695389e-20,3.844258e-12
1651,412.750000,4,3.663736e-14,1.209480e-16,-2.306180e-20,-1.073586e-12
1652,413.000000,4,3.663736e-14,1.209511e-16,6.723324e-21,-4.528822e-12
1653,413.250000,4,3.685940e-14,1.209542e-16,1.788695e-20,2.227551e-12
1654,413.500000,4,3.663736e-14,1.814361e-16,1.959425e-20,-2.926548e-13
1655,413.750000,4,3.641532e-14,1.209605e-16,-1.900530e-20,-4.271028e-12
1656,414.000000,4,3.663736e-14,1.432830e-16,-7.252720e-21,1.455502e-12
1657,414.250000,4,3.685940e-14,1.209668e-16,1.300328e-20,-6.394885e-13
1658,414.500000,4,3.641532e-14,1.209699e-16,1.111069e-20,-2.014611e-12
1659,414.750000,4,3.685940e-14,1.368993e-16,4.642138e-20,1.224354e-12
1660,415.000000,4,3.641532e-14,1.241598e-16,1.917074e-20,2.140066e-12
1661,415.250000,4,3.663736e-14,1.209793e-16,4.617653e-20,-3.552714e-14
1662,415.500000,4,3.641532e-14,1.209824e-16,-3.712387e-21,-2.977396e-12
1663,415.750000,4,3.641532e-14,1.209856e-16,-2.965277e-20,-4.674039e-13
1664,416.000000,4,3.663736e-14,1.209887e-16,7.365216e-21,-4.620748e-13
1665,416.250000,4,3.685940e-14,1.209918e-16,-5.796882e-21,1.992628e-12
1666,416.500000,4,3.663736e-14,1.209950e-16,-1.910456e-20,1.765255e-13
1667,416.750000,4,3.685940e-14,1.209981e-16,2.855427e-20,-1.436407e-12
1668,417.000000,4,3.619327e-14,1.210012e-16,1.195772e-20,1.064482e-12
1669,417.250000,4,3.708145e-14,1.210044e-16,-2.971233e-21,-1.530553e-12
1670,417.500000,4,3.685940e-14,1.210075e-16,2.907705e-20,4.582557e-12
1671,417.750000,4,3.663736e-14,1.815159e-16,1.201066e-20,-8.715251e-13
1672,418.000000,4,3.663736e-14,1.210137e-16,1.236139e-20,1.619149e-12
1673,418.250000,4,3.619327e-14,1.210168e-16,-3.229975e-20,1.334488e-12
1674,418.500000,4,3.597123e-14,1.512748e-16,5.059037e-20,-3.696821e-12
1675,418.750000,4,3.663736e-14,1.304525e-16,1.199743e-20,-2.325917e-12
1676,419.000000,4,3.685940e-14,1.210260e-16,1.932294e-20,-2.098988e-12
1677,419.250000,4,3.641532e-14,1.210291e-16,3.079097e-20,5.696998e-12
1678,419.500000,4,3.708145e-14,1.210322e-16,8.536504e-22,1.339373e-12
1679,419.750000,4,3.619327e-14,1.512941e-16,5.598358e-21,-5.879963e-12
1680,420.000000,4,3.619327e-14,1.815576e-16,9.522503e-21,7.243095e-13
1681,420.250000,4,3.641532e-14,1.210415e-16,4.016789e-21,-1.596945e-12
1682,420.500000,4,3.663736e-14,1.272369e-16,1.872737e-21,-8.899548e-13
1683,420.750000,4,3.663736e-14,1.210476e-16,2.093098e-20,1.438627e-12
1684,421.000000,4,3.663736e-14,1.210507e-16,3.832824e-20,2.242873e-12
1685,421.250000,4,3.619327e-14,1.210538e-16,4.446923e-21,1.582956e-12
1686,421.500000,4,3.708145e-14,1.513211e-16,8.007108e-21,-3.588685e-12
1687,421.750000,4,3.641532e-14,1.210600e-16,7.312277e-21,6.703527e-13
1688,422.000000,4,3.641532e-14,1.210631e-16,3.094317e-20,-5.974554e-12
1689,422.250000,4,3.685940e-14,1.513327e-16,-7.894612e-21,-1.706191e-12
1690,422.500000,4,3.663736e-14,1.210692e-16,4.906174e-20,-1.763478e-12
1691,422.750000,4,3.663736e-14,1.303745e-16,-6.365982e-21,5.951684e-12
1692,423.000000,4,3.641532e-14,1.210754e-16,-2.556981e-20,2.154943e-12
1693,423.250000,4,3.641532e-14,1.430835e-16,2.312797e-20,1.690648e-12
1694,423.500000,4,3.663736e-14,1.210815e-16,-7.087283e-21,2.070566e-12
1695,423.750000,4,3.685940e-14,1.367143e-16,-4.314574e-21,-1.934897e-12
1696,424.000000,4,3.685940e-14,1.210877e-16,-4.837352e-21,-2.789990e-12
1697,424.250000,4,3.641532e-14,1.843919e-16,-4.102816e-21,-1.489031e-12
1698,424.500000,4,3.619327e-14,1.210939e-16,5.293956e-21,-5.910827e-13
1699,424.750000,4,3.641532e-14,1.816454e-16,-1.846929e-20,2.817080e-12
1700,425.000000,4,3.641532e-14,1.211000e-16,-4.047229e-20,9.499068e-13
1701,425.250000,4,3.663736e-14,1.211031e-16,-8.112987e-21,1.283418e-12
1702,425.500000,4,3.685940e-14,1.211062e-16,-1.799283e-20,-2.400524e-12
1703,425.750000,4,3.619327e-14,1.211092e-16,-4.367514e-21,-2.363443e-12
1704,426.000000,4,3.641532e-14,1.211123e-16,1.872075e-20,-5.839329e-12
1705,426.250000,4,3.641532e-14,1.211154e-16,1.469735e-20,-2.573497e-12
1706,426.500000,4,3.663736e-14,1.271257e-16,-3.085053e-20,1.877609e-12
1707,426.750000,4,3.663736e-14,1.816823e-16,3.857970e-21,2.113199e-12
1708,427.000000,4,3.663736e-14,1.239387e-16,7.907847e-21,2.490674e-12
1709,427.250000,4,3.663736e-14,1.366454e-16,-2.146699e-20,3.407497e-12
1710,427.500000,4,3.663736e-14,1.816961e-16,5.505714e-21,4.292788e-12
1711,427.750000,4,3.641532e-14,1.211338e-16,3.679299e-21,-1.133094e-12
1712,428.000000,4,3.641532e-14,1.211369e-16,3.931424e-20,-2.428502e-12
1713,428.250000,4,3.619327e-14,1.211400e-16,-2.155964e-20,-8.444356e-13
1714,428.500000,4,3.619327e-14,1.211431e-16,3.069171e-20,-2.037037e-12
1715,428.750000,4,3.641532e-14,1.211461e-16,1.181876e-20,-1.816325e-12
1716,429.000000,4,3.619327e-14,1.211492e-16,-2.602641e-20,-1.396216e-12
1717,429.250000,4,3.619327e-14,1.651987e-16,-1.515395e-20,-1.095790e-12
1718,429.500000,4,3.663736e-14,1.270714e-16,-5.750560e-21,-3.235412e-12
1719,429.750000,4,3.597123e-14,1.302436e-16,-3.282253e-21,-3.688827e-12
1720,430.000000,4,3.619327e-14,1.211615e-16,2.097730e-21,-3.157030e-12
1721,430.250000,4,3.619327e-14,1.302344e-16,-4.963084e-22,1.337375e-12
1722,430.500000,4,3.619327e-14,1.211676e-16,7.080666e-22,-1.265654e-13
1723,430.750000,4,3.641532e-14,1.514634e-16,-1.318857e-20,-3.650413e-12
1724,431.000000,4,3.619327e-14,1.302206e-16,1.369149e-20,-1.194600e-12
1725,431.250000,4,3.641532e-14,1.397441e-16,3.316663e-20,4.129808e-12
1726,431.500000,4,3.619327e-14,1.211799e-16,1.289740e-20,2.759348e-12
1727,431.750000,4,3.641532e-14,1.211829e-16,-2.510659e-20,2.321032e-12
1728,432.000000,4,3.574918e-14,1.817790e-16,-6.061580e-21,2.622125e-12
1729,432.250000,4,3.641532e-14,1.817836e-16,1.058791e-22,3.296030e-12
