step,time_s,picard_iterations,picard_final_delta,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
279,69.750000,4,5.728751e-14,1.196556e-16,1.663626e-20,6.334544e-12
280,70.000000,4,5.773160e-14,1.196532e-16,-1.710610e-20,1.535772e-12
281,70.250000,4,5.728751e-14,1.163271e-16,1.467088e-20,1.577738e-12
282,70.500000,4,5.728751e-14,1.151188e-16,7.563740e-21,3.450407e-12
283,70.750000,4,5.773160e-14,1.262928e-16,8.483564e-21,-8.610335e-13
284,71.000000,4,5.684342e-14,1.528775e-16,1.752961e-20,1.984302e-12
285,71.250000,4,5.728751e-14,1.151399e-16,5.558654e-21,1.475597e-12
286,71.500000,4,5.728751e-14,1.528712e-16,3.004320e-21,-3.004819e-13
287,71.750000,4,5.728751e-14,1.151539e-16,-2.770062e-20,-6.046275e-13
288,72.000000,4,5.728751e-14,1.196333e-16,1.982586e-20,1.315503e-12
289,72.250000,4,5.684342e-14,1.727518e-16,2.601979e-20,-8.680279e-13
290,72.500000,4,5.684342e-14,1.727623e-16,2.177139e-21,-3.396727e-13
291,72.750000,4,5.728751e-14,1.151819e-16,-2.749548e-20,-2.245981e-13
292,73.000000,4,5.728751e-14,1.151889e-16,1.211654e-20,1.614708e-12
293,73.250000,4,5.773160e-14,1.151958e-16,1.067394e-20,3.122058e-12
294,73.500000,4,5.684342e-14,1.229409e-16,-4.155755e-21,1.863565e-12
295,73.750000,4,5.639933e-14,1.152098e-16,-6.531418e-21,7.052692e-13
296,74.000000,4,5.684342e-14,1.152167e-16,-3.355045e-21,2.706169e-13
297,74.250000,4,5.639933e-14,1.152237e-16,-2.541099e-21,4.950762e-12
298,74.500000,4,5.639933e-14,1.440381e-16,-9.859993e-21,-1.687872e-12
299,74.750000,4,5.595524e-14,1.295725e-16,-1.276505e-20,-3.786027e-12
300,75.000000,4,5.639933e-14,1.152439e-16,1.899207e-20,-5.191403e-13
301,75.250000,4,5.684342e-14,1.362114e-16,-1.821121e-20,4.684864e-12
302,75.500000,4,5.639933e-14,1.152573e-16,1.952808e-20,-2.886469e-12
303,75.750000,4,5.639933e-14,1.152640e-16,4.638829e-21,-3.293810e-12
304,76.000000,4,5.684342e-14,1.152707e-16,9.721027e-21,-1.030953e-12
305,76.250000,4,5.595524e-14,1.152774e-16,1.776122e-20,-9.466872e-13
306,76.500000,4,5.551115e-14,1.152840e-16,4.502510e-20,-2.723100e-12
307,76.750000,4,5.595524e-14,1.229065e-16,1.263932e-21,1.575962e-13
308,77.000000,4,5.595524e-14,1.152974e-16,-4.540229e-20,9.078294e-13
309,77.250000,4,5.684342e-14,1.262228e-16,1.210331e-20,-1.843525e-13
310,77.500000,4,5.595524e-14,1.153107e-16,-2.253240e-20,3.806677e-12
311,77.750000,4,5.595524e-14,1.153174e-16,-1.601422e-21,2.745859e-12
312,78.000000,4,5.595524e-14,1.428216e-16,4.102816e-21,-4.439060e-12
313,78.250000,4,5.595524e-14,1.228903e-16,4.922056e-20,6.954437e-13
314,78.500000,4,5.595524e-14,1.361728e-16,5.123226e-20,-1.429357e-12
315,78.750000,4,5.506706e-14,1.153440e-16,2.346546e-20,-1.372236e-13
316,79.000000,4,5.551115e-14,1.441883e-16,-2.008395e-20,5.548340e-13
317,79.250000,4,5.506706e-14,1.153572e-16,1.827077e-20,-2.431555e-12
318,79.500000,4,5.595524e-14,1.730458e-16,1.254668e-20,2.241374e-12
319,79.750000,4,5.551115e-14,1.153705e-16,2.640361e-21,-1.438294e-12
320,80.000000,4,5.506706e-14,1.442214e-16,6.160841e-21,1.137757e-12
321,80.250000,4,5.595524e-14,1.228685e-16,2.137435e-20,2.517930e-12
322,80.500000,4,5.506706e-14,1.153904e-16,-1.557085e-20,-1.043998e-12
323,80.750000,4,5.506706e-14,1.162217e-16,7.775498e-21,-3.822720e-12
324,81.000000,4,5.551115e-14,1.154036e-16,-8.814437e-21,-7.412959e-13
325,81.250000,4,5.551115e-14,1.154102e-16,7.166693e-21,1.110945e-12
326,81.500000,4,5.462297e-14,1.660197e-16,1.915750e-20,-4.120815e-12
327,81.750000,4,5.506706e-14,1.154234e-16,8.437242e-21,-2.986111e-12
328,82.000000,4,5.506706e-14,1.154299e-16,-5.518949e-21,-4.004019e-13
329,82.250000,4,5.506706e-14,1.154365e-16,1.124966e-20,6.640244e-13
330,82.500000,4,5.595524e-14,1.154431e-16,-1.578922e-20,3.107459e-12
331,82.750000,4,5.462297e-14,1.154497e-16,2.981159e-20,-4.555079e-12
