record_type,time_s,time_h,radius_cm,r_cm,is_surface,temperature_C,moisture_kgkg
sample_fixed,13440,3.73333333,1.4946,0.1000,0,49.9664,2.2999
sample_fixed,13440,3.73333333,1.4946,0.2000,0,49.9667,2.2799
sample_fixed,13440,3.73333333,1.4946,0.3000,0,49.9671,2.2463
sample_fixed,13440,3.73333333,1.4946,0.4000,0,49.9677,2.1984
sample_fixed,13440,3.73333333,1.4946,0.5000,0,49.9687,2.1355
sample_fixed,13440,3.73333333,1.4946,0.6000,0,49.9701,2.0571
sample_fixed,13440,3.73333333,1.4946,0.7000,0,49.9722,1.9625
sample_fixed,13440,3.73333333,1.4946,0.8000,0,49.9751,1.8512
sample_fixed,13440,3.73333333,1.4946,0.9000,0,49.9790,1.7230
sample_fixed,13440,3.73333333,1.4946,1.0000,0,49.9840,1.5779
sample_fixed,13440,3.73333333,1.4946,1.1000,0,49.9897,1.4161
sample_fixed,13440,3.73333333,1.4946,1.2000,0,49.9955,1.2379
sample_fixed,13440,3.73333333,1.4946,1.3000,0,49.9998,1.0430
sample_fixed,13440,3.73333333,1.4946,1.4000,0,50.0000,0.8294
sample_surface,13440,3.73333333,1.4946,1.4946,1,49.9930,0.6028
sample_fixed,13500,3.75000000,1.4935,0.0000,0,49.9684,2.3026
sample_fixed,13500,3.75000000,1.4935,0.1000,0,49.9686,2.2959
sample_fixed,13500,3.75000000,1.4935,0.2000,0,49.9690,2.2759
sample_fixed,13500,3.75000000,1.4935,0.3000,0,49.9698,2.2421
sample_fixed,13500,3.75000000,1.4935,0.4000,0,49.9710,2.1940
sample_fixed,13500,3.75000000,1.4935,0.5000,0,49.9726,2.1310
sample_fixed,13500,3.75000000,1.4935,0.6000,0,49.9746,2.0524
sample_fixed,13500,3.75000000,1.4935,0.7000,0,49.9769,1.9575
sample_fixed,13500,3.75000000,1.4935,0.8000,0,49.9796,1.8461
sample_fixed,13500,3.75000000,1.4935,0.9000,0,49.9825,1.7178
sample_fixed,13500,3.75000000,1.4935,1.0000,0,49.9855,1.5727
sample_fixed,13500,3.75000000,1.4935,1.1000,0,49.9887,1.4110
sample_fixed,13500,3.75000000,1.4935,1.2000,0,49.9927,1.2329
sample_fixed,13500,3.75000000,1.4935,1.3000,0,49.9988,1.0382
sample_fixed,13500,3.75000000,1.4935,1.4000,0,50.0093,0.8248
sample_surface,13500,3.75000000,1.4935,1.4935,1,50.0265,0.6012
sample_fixed,13560,3.76666667,1.4924,0.0000,0,49.9716,2.2986
sample_fixed,13560,3.76666667,1.4924,0.1000,0,49.9718,2.2920
sample_fixed,13560,3.76666667,1.4924,0.2000,0,49.9723,2.2718
sample_fixed,13560,3.76666667,1.4924,0.3000,0,49.9732,2.2379
sample_fixed,13560,3.76666667,1.4924,0.4000,0,49.9745,2.1896
sample_fixed,13560,3.76666667,1.4924,0.5000,0,49.9761,2.1264
sample_fixed,13560,3.76666667,1.4924,0.6000,0,49.9781,2.0476
sample_fixed,13560,3.76666667,1.4924,0.7000,0,49.9805,1.9526
sample_fixed,13560,3.76666667,1.4924,0.8000,0,49.9834,1.8410
sample_fixed,13560,3.76666667,1.4924,0.9000,0,49.9869,1.7126
sample_fixed,13560,3.76666667,1.4924,1.0000,0,49.9907,1.5675
sample_fixed,13560,3.76666667,1.4924,1.1000,0,49.9944,1.4058
sample_fixed,13560,3.76666667,1.4924,1.2000,0,49.9970,1.2279
sample_fixed,13560,3.76666667,1.4924,1.3000,0,49.9962,1.0334
sample_fixed,13560,3.76666667,1.4924,1.4000,0,49.9887,0.8202
sample_surface,13560,3.76666667,1.4924,1.4924,1,49.9710,0.5995
sample_fixed,13620,3.78333333,1.4913,0.0000,0,49.9751,2.2947
sample_fixed,13620,3.78333333,1.4913,0.1000,0,49.9753,2.2880
sample_fixed,13620,3.78333333,1.4913,0.2000,0,49.9758,2.2678
sample_fixed,13620,3.78333333,1.4913,0.3000,0,49.9767,2.2337
sample_fixed,13620,3.78333333,1.4913,0.4000,0,49.9780,2.1852
sample_fixed,13620,3.78333333,1.4913,0.5000,0,49.9795,2.1218
sample_fixed,13620,3.78333333,1.4913,0.6000,0,49.9812,2.0428
sample_fixed,13620,3.78333333,1.4913,0.7000,0,49.9829,1.9476
sample_fixed,13620,3.78333333,1.4913,0.8000,0,49.9843,1.8359
sample_fixed,13620,3.78333333,1.4913,0.9000,0,49.9852,1.7075
sample_fixed,13620,3.78333333,1.4913,1.0000,0,49.9850,1.5623
sample_fixed,13620,3.78333333,1.4913,1.1000,0,49.9837,1.4007
sample_fixed,13620,3.78333333,1.4913,1.2000,0,49.9812,1.2230
sample_fixed,13620,3.78333333,1.4913,1.3000,0,49.9785,1.0286
sample_fixed,13620,3.78333333,1.4913,1.4000,0,49.9773,0.8157
sample_surface,13620,3.78333333,1.4913,1.4913,1,49.9800,0.5977
sample_fixed,13680,3.80000000,1.4902,0.0000,0,49.9782,2.2907
sample_fixed,13680,3.80000000,1.4902,0.1000,0,49.9783,2.2840
sample_fixed,13680,3.80000000,1.4902,0.2000,0,49.9787,2.2637
sample_fixed,13680,3.80000000,1.4902,0.3000,0,49.9793,2.2295
sample_fixed,13680,3.80000000,1.4902,0.4000,0,49.9800,2.1808
sample_fixed,13680,3.80000000,1.4902,0.5000,0,49.9807,2.1172
sample_fixed,13680,3.80000000,1.4902,0.6000,0,49.9815,2.0380
sample_fixed,13680,3.80000000,1.4902,0.7000,0,49.9821,1.9427
sample_fixed,13680,3.80000000,1.4902,0.8000,0,49.9825,1.8308
sample_fixed,13680,3.80000000,1.4902,0.9000,0,49.9829,1.7023
sample_fixed,13680,3.80000000,1.4902,1.0000,0,49.9834,1.5572
sample_fixed,13680,3.80000000,1.4902,1.1000,0,49.9843,1.3957
sample_fixed,13680,3.80000000,1.4902,1.2000,0,49.9860,1.2180
sample_fixed,13680,3.80000000,1.4902,1.3000,0,49.9890,1.0239
sample_fixed,13680,3.80000000,1.4902,1.4000,0,49.9938,0.8112
sample_surface,13680,3.80000000,1.4902,1.4902,1,50.0003,0.5961
sample_fixed,13740,3.81666667,1.4891,0.0000,0,49.9800,2.2867
sample_fixed,13740,3.81666667,1.4891,0.1000,0,49.9800,2.2800
sample_fixed,13740,3.81666667,1.4891,0.2000,0,49.9802,2.2596
sample_fixed,13740,3.81666667,1.4891,0.3000,0,49.9805,2.2252
sample_fixed,13740,3.81666667,1.4891,0.4000,0,49.9809,2.1764
sample_fixed,13740,3.81666667,1.4891,0.5000,0,49.9814,2.1127
sample_fixed,13740,3.81666667,1.4891,0.6000,0,49.9820,2.0333
sample_fixed,13740,3.81666667,1.4891,0.7000,0,49.9827,1.9378
sample_fixed,13740,3.81666667,1.4891,0.8000,0,49.9836,1.8258
sample_fixed,13740,3.81666667,1.4891,0.9000,0,49.9845,1.6972
sample_fixed,13740,3.81666667,1.4891,1.0000,0,49.9854,1.5520
sample_fixed,13740,3.81666667,1.4891,1.1000,0,49.9859,1.3906
sample_fixed,13740,3.81666667,1.4891,1.2000,0,49.9852,1.2131
sample_fixed,13740,3.81666667,1.4891,1.3000,0,49.9820,1.0192
sample_fixed,13740,3.81666667,1.4891,1.4000,0,49.9741,0.8066
sample_surface,13740,3.81666667,1.4891,1.4891,1,49.9603,0.5944
sample_fixed,13800,3.83333333,1.4880,0.0000,0,49.9811,2.2827
sample_fixed,13800,3.83333333,1.4880,0.1000,0,49.9811,2.2759
sample_fixed,13800,3.83333333,1.4880,0.2000,0,49.9813,2.2555
sample_fixed,13800,3.83333333,1.4880,0.3000,0,49.9815,2.2210
sample_fixed,13800,3.83333333,1.4880,0.4000,0,49.9818,2.1720
sample_fixed,13800,3.83333333,1.4880,0.5000,0,49.9822,2.1081
sample_fixed,13800,3.83333333,1.4880,0.6000,0,49.9824,2.0285
sample_fixed,13800,3.83333333,1.4880,0.7000,0,49.9825,1.9328
sample_fixed,13800,3.83333333,1.4880,0.8000,0,49.9821,1.8207
sample_fixed,13800,3.83333333,1.4880,0.9000,0,49.9809,1.6921
sample_fixed,13800,3.83333333,1.4880,1.0000,0,49.9785,1.5469
sample_fixed,13800,3.83333333,1.4880,1.1000,0,49.9745,1.3856
sample_fixed,13800,3.83333333,1.4880,1.2000,0,49.9684,1.2082
sample_fixed,13800,3.83333333,1.4880,1.3000,0,49.9599,1.0145
sample_fixed,13800,3.83333333,1.4880,1.4000,0,49.9487,0.8022
sample_surface,13800,3.83333333,1.4880,1.4880,1,49.9366,0.5926
sample_fixed,13860,3.85000000,1.4869,0.0000,0,49.9817,2.2787
sample_fixed,13860,3.85000000,1.4869,0.1000,0,49.9817,2.2719
sample_fixed,13860,3.85000000,1.4869,0.2000,0,49.9817,2.2513
sample_fixed,13860,3.85000000,1.4869,0.3000,0,49.9816,2.2167
sample_fixed,13860,3.85000000,1.4869,0.4000,0,49.9814,2.1676
sample_fixed,13860,3.85000000,1.4869,0.5000,0,49.9809,2.1035
sample_fixed,13860,3.85000000,1.4869,0.6000,0,49.9801,2.0237
sample_fixed,13860,3.85000000,1.4869,0.7000,0,49.9787,1.9279
sample_fixed,13860,3.85000000,1.4869,0.8000,0,49.9766,1.8157
sample_fixed,13860,3.85000000,1.4869,0.9000,0,49.9737,1.6870
sample_fixed,13860,3.85000000,1.4869,1.0000,0,49.9698,1.5418
sample_fixed,13860,3.85000000,1.4869,1.1000,0,49.9652,1.3806
sample_fixed,13860,3.85000000,1.4869,1.2000,0,49.9601,1.2034
sample_fixed,13860,3.85000000,1.4869,1.3000,0,49.9552,1.0099
sample_fixed,13860,3.85000000,1.4869,1.4000,0,49.9517,0.7977
sample_surface,13860,3.85000000,1.4869,1.4869,1,49.9511,0.5909
sample_fixed,13920,3.86666667,1.4858,0.0000,0,49.9808,2.2747
sample_fixed,13920,3.86666667,1.4858,0.1000,0,49.9807,2.2678
sample_fixed,13920,3.86666667,1.4858,0.2000,0,49.9804,2.2472
sample_fixed,13920,3.86666667,1.4858,0.3000,0,49.9799,2.2125
sample_fixed,13920,3.86666667,1.4858,0.4000,0,49.9791,2.1632
sample_fixed,13920,3.86666667,1.4858,0.5000,0,49.9780,2.0989
sample_fixed,13920,3.86666667,1.4858,0.6000,0,49.9765,2.0190
sample_fixed,13920,3.86666667,1.4858,0.7000,0,49.9747,1.9230
sample_fixed,13920,3.86666667,1.4858,0.8000,0,49.9726,1.8107
sample_fixed,13920,3.86666667,1.4858,0.9000,0,49.9706,1.6819
sample_fixed,13920,3.86666667,1.4858,1.0000,0,49.9690,1.5368
sample_fixed,13920,3.86666667,1.4858,1.1000,0,49.9687,1.3756
sample_fixed,13920,3.86666667,1.4858,1.2000,0,49.9709,1.1985
sample_fixed,13920,3.86666667,1.4858,1.3000,0,49.9774,1.0052
sample_fixed,13920,3.86666667,1.4858,1.4000,0,49.9908,0.7932
sample_surface,13920,3.86666667,1.4858,1.4858,1,50.0105,0.5894
sample_fixed,13980,3.88333333,1.4847,0.0000,0,49.9786,2.2706
sample_fixed,13980,3.88333333,1.4847,0.1000,0,49.9785,2.2638
sample_fixed,13980,3.88333333,1.4847,0.2000,0,49.9781,2.2430
sample_fixed,13980,3.88333333,1.4847,0.3000,0,49.9776,2.2082
sample_fixed,13980,3.88333333,1.4847,0.4000,0,49.9768,2.1588
sample_fixed,13980,3.88333333,1.4847,0.5000,0,49.9761,2.0943
sample_fixed,13980,3.88333333,1.4847,0.6000,0,49.9754,2.0142
sample_fixed,13980,3.88333333,1.4847,0.7000,0,49.9751,1.9181
sample_fixed,13980,3.88333333,1.4847,0.8000,0,49.9754,1.8056
sample_fixed,13980,3.88333333,1.4847,0.9000,0,49.9768,1.6768
sample_fixed,13980,3.88333333,1.4847,1.0000,0,49.9797,1.5317
sample_fixed,13980,3.88333333,1.4847,1.1000,0,49.9844,1.3706
sample_fixed,13980,3.88333333,1.4847,1.2000,0,49.9909,1.1937
sample_fixed,13980,3.88333333,1.4847,1.3000,0,49.9987,1.0005
sample_fixed,13980,3.88333333,1.4847,1.4000,0,50.0066,0.7887
sample_surface,13980,3.88333333,1.4847,1.4847,1,50.0118,0.5878
sample_fixed,14040,3.90000000,1.4836,0.0000,0,49.9770,2.2666
sample_fixed,14040,3.90000000,1.4836,0.1000,0,49.9770,2.2597
sample_fixed,14040,3.90000000,1.4836,0.2000,0,49.9770,2.2389
sample_fixed,14040,3.90000000,1.4836,0.3000,0,49.9769,2.2039
sample_fixed,14040,3.90000000,1.4836,0.4000,0,49.9770,2.1543
sample_fixed,14040,3.90000000,1.4836,0.5000,0,49.9773,2.0897
sample_fixed,14040,3.90000000,1.4836,0.6000,0,49.9780,2.0094
sample_fixed,14040,3.90000000,1.4836,0.7000,0,49.9793,1.9132
sample_fixed,14040,3.90000000,1.4836,0.8000,0,49.9812,1.8006
sample_fixed,14040,3.90000000,1.4836,0.9000,0,49.9841,1.6717
sample_fixed,14040,3.90000000,1.4836,1.0000,0,49.9880,1.5266
sample_fixed,14040,3.90000000,1.4836,1.1000,0,49.9932,1.3656
sample_fixed,14040,3.90000000,1.4836,1.2000,0,50.0002,1.1888
sample_fixed,14040,3.90000000,1.4836,1.3000,0,50.0099,0.9959
sample_fixed,14040,3.90000000,1.4836,1.4000,0,50.0237,0.7842
sample_surface,14040,3.90000000,1.4836,1.4836,1,50.0400,0.5863
sample_fixed,14100,3.91666667,1.4825,0.0000,0,49.9776,2.2625
sample_fixed,14100,3.91666667,1.4825,0.1000,0,49.9777,2.2556
sample_fixed,14100,3.91666667,1.4825,0.2000,0,49.9780,2.2347
sample_fixed,14100,3.91666667,1.4825,0.3000,0,49.9785,2.1996
sample_fixed,14100,3.91666667,1.4825,0.4000,0,49.9793,2.1499
sample_fixed,14100,3.91666667,1.4825,0.5000,0,49.9805,2.0851
sample_fixed,14100,3.91666667,1.4825,0.6000,0,49.9822,2.0046
sample_fixed,14100,3.91666667,1.4825,0.7000,0,49.9848,1.9082
sample_fixed,14100,3.91666667,1.4825,0.8000,0,49.9882,1.7956
sample_fixed,14100,3.91666667,1.4825,0.9000,0,49.9928,1.6667
sample_fixed,14100,3.91666667,1.4825,1.0000,0,49.9989,1.5216
sample_fixed,14100,3.91666667,1.4825,1.1000,0,50.0066,1.3607
sample_fixed,14100,3.91666667,1.4825,1.2000,0,50.0159,1.1840
sample_fixed,14100,3.91666667,1.4825,1.3000,0,50.0270,0.9913
sample_fixed,14100,3.91666667,1.4825,1.4000,0,50.0393,0.7798
sample_surface,14100,3.91666667,1.4825,1.4825,1,50.0500,0.5847
sample_fixed,14160,3.93333333,1.4814,0.0000,0,49.9802,2.2584
sample_fixed,14160,3.93333333,1.4814,0.1000,0,49.9804,2.2514
sample_fixed,14160,3.93333333,1.4814,0.2000,0,49.9809,2.2305
sample_fixed,14160,3.93333333,1.4814,0.3000,0,49.9819,2.1953
sample_fixed,14160,3.93333333,1.4814,0.4000,0,49.9834,2.1454
sample_fixed,14160,3.93333333,1.4814,0.5000,0,49.9855,2.0804
sample_fixed,14160,3.93333333,1.4814,0.6000,0,49.9883,1.9999
sample_fixed,14160,3.93333333,1.4814,0.7000,0,49.9918,1.9033
sample_fixed,14160,3.93333333,1.4814,0.8000,0,49.9962,1.7906
sample_fixed,14160,3.93333333,1.4814,0.9000,0,50.0014,1.6616
sample_fixed,14160,3.93333333,1.4814,1.0000,0,50.0074,1.5166
sample_fixed,14160,3.93333333,1.4814,1.1000,0,50.0136,1.3557
sample_fixed,14160,3.93333333,1.4814,1.2000,0,50.0195,1.1792
sample_fixed,14160,3.93333333,1.4814,1.3000,0,50.0241,0.9867
sample_fixed,14160,3.93333333,1.4814,1.4000,0,50.0259,0.7754
sample_surface,14160,3.93333333,1.4814,1.4814,1,50.0239,0.5832
sample_fixed,14220,3.95000000,1.4803,0.0000,0,49.9845,2.2543
sample_fixed,14220,3.95000000,1.4803,0.1000,0,49.9848,2.2473
sample_fixed,14220,3.95000000,1.4803,0.2000,0,49.9855,2.2263
sample_fixed,14220,3.95000000,1.4803,0.3000,0,49.9868,2.1910
sample_fixed,14220,3.95000000,1.4803,0.4000,0,49.9887,2.1410
sample_fixed,14220,3.95000000,1.4803,0.5000,0,49.9910,2.0758
sample_fixed,14220,3.95000000,1.4803,0.6000,0,49.9939,1.9951
sample_fixed,14220,3.95000000,1.4803,0.7000,0,49.9973,1.8984
sample_fixed,14220,3.95000000,1.4803,0.8000,0,50.0009,1.7856
sample_fixed,14220,3.95000000,1.4803,0.9000,0,50.0048,1.6566
sample_fixed,14220,3.95000000,1.4803,1.0000,0,50.0088,1.5115
sample_fixed,14220,3.95000000,1.4803,1.1000,0,50.0128,1.3508
sample_fixed,14220,3.95000000,1.4803,1.2000,0,50.0171,1.1745
sample_fixed,14220,3.95000000,1.4803,1.3000,0,50.0223,0.9821
sample_fixed,14220,3.95000000,1.4803,1.4000,0,50.0297,0.7710
sample_surface,14220,3.95000000,1.4803,1.4803,1,50.0386,0.5816
sample_fixed,14280,3.96666667,1.4792,0.0000,0,49.9895,2.2502
sample_fixed,14280,3.96666667,1.4792,0.1000,0,49.9897,2.2432
sample_fixed,14280,3.96666667,1.4792,0.2000,0,49.9905,2.2221
sample_fixed,14280,3.96666667,1.4792,0.3000,0,49.9917,2.1866
sample_fixed,14280,3.96666667,1.4792,0.4000,0,49.9934,2.1365
sample_fixed,14280,3.96666667,1.4792,0.5000,0,49.9956,2.0712
sample_fixed,14280,3.96666667,1.4792,0.6000,0,49.9982,1.9903
sample_fixed,14280,3.96666667,1.4792,0.7000,0,50.0011,1.8935
sample_fixed,14280,3.96666667,1.4792,0.8000,0,50.0043,1.7806
sample_fixed,14280,3.96666667,1.4792,0.9000,0,50.0077,1.6516
sample_fixed,14280,3.96666667,1.4792,1.0000,0,50.0109,1.5065
sample_fixed,14280,3.96666667,1.4792,1.1000,0,50.0132,1.3459
sample_fixed,14280,3.96666667,1.4792,1.2000,0,50.0135,1.1697
sample_fixed,14280,3.96666667,1.4792,1.3000,0,50.0095,0.9775
sample_fixed,14280,3.96666667,1.4792,1.4000,0,49.9980,0.7667
sample_surface,14280,3.96666667,1.4792,1.4792,1,49.9804,0.5799
sample_fixed,14340,3.98333333,1.4781,0.0000,0,49.9941,2.2460
sample_fixed,14340,3.98333333,1.4781,0.1000,0,49.9943,2.2390
sample_fixed,14340,3.98333333,1.4781,0.2000,0,49.9950,2.2178
sample_fixed,14340,3.98333333,1.4781,0.3000,0,49.9960,2.1823
sample_fixed,14340,3.98333333,1.4781,0.4000,0,49.9974,2.1320
sample_fixed,14340,3.98333333,1.4781,0.5000,0,49.9990,2.0666
sample_fixed,14340,3.98333333,1.4781,0.6000,0,50.0007,1.9856
sample_fixed,14340,3.98333333,1.4781,0.7000,0,50.0021,1.8886
sample_fixed,14340,3.98333333,1.4781,0.8000,0,50.0029,1.7756
sample_fixed,14340,3.98333333,1.4781,0.9000,0,50.0026,1.6465
sample_fixed,14340,3.98333333,1.4781,1.0000,0,50.0004,1.5016
sample_fixed,14340,3.98333333,1.4781,1.1000,0,49.9959,1.3410
sample_fixed,14340,3.98333333,1.4781,1.2000,0,49.9883,1.1650
sample_fixed,14340,3.98333333,1.4781,1.3000,0,49.9773,0.9730
sample_fixed,14340,3.98333333,1.4781,1.4000,0,49.9628,0.7623
sample_surface,14340,3.98333333,1.4781,1.4781,1,49.9492,0.5782
sample_fixed,14400,4.00000000,1.4770,0.0000,0,49.9974,2.2419
sample_fixed,14400,4.00000000,1.4770,0.1000,0,49.9975,2.2348
sample_fixed,14400,4.00000000,1.4770,0.2000,0,49.9978,2.2136
sample_fixed,14400,4.00000000,1.4770,0.3000,0,49.9982,2.1779
sample_fixed,14400,4.00000000,1.4770,0.4000,0,49.9986,2.1275
sample_fixed,14400,4.00000000,1.4770,0.5000,0,49.9988,2.0619
sample_fixed,14400,4.00000000,1.4770,0.6000,0,49.9986,1.9808
sample_fixed,14400,4.00000000,1.4770,0.7000,0,49.9978,1.8837
sample_fixed,14400,4.00000000,1.4770,0.8000,0,49.9961,1.7707
sample_fixed,14400,4.00000000,1.4770,0.9000,0,49.9934,1.6415
sample_fixed,14400,4.00000000,1.4770,1.0000,0,49.9899,1.4966
sample_fixed,14400,4.00000000,1.4770,1.1000,0,49.9862,1.3361
sample_fixed,14400,4.00000000,1.4770,1.2000,0,49.9834,1.1603
sample_fixed,14400,4.00000000,1.4770,1.3000,0,49.9836,0.9685
sample_fixed,14400,4.00000000,1.4770,1.4000,0,49.9900,0.7580
sample_surface,14400,4.00000000,1.4770,1.4770,1,50.0021,0.5766
sample_fixed,14460,4.01666667,1.4760,0.0000,0,49.9980,2.2377
sample_fixed,14460,4.01666667,1.4760,0.1000,0,49.9980,2.2306
sample_fixed,14460,4.01666667,1.4760,0.2000,0,49.9979,2.2093
sample_fixed,14460,4.01666667,1.4760,0.3000,0,49.9976,2.1736
sample_fixed,14460,4.01666667,1.4760,0.4000,0,49.9972,2.1231
sample_fixed,14460,4.01666667,1.4760,0.5000,0,49.9965,2.0573
sample_fixed,14460,4.01666667,1.4760,0.6000,0,49.9956,1.9761
sample_fixed,14460,4.01666667,1.4760,0.7000,0,49.9945,1.8789
sample_fixed,14460,4.01666667,1.4760,0.8000,0,49.9933,1.7658
sample_fixed,14460,4.01666667,1.4760,0.9000,0,49.9921,1.6366
sample_fixed,14460,4.01666667,1.4760,1.0000,0,49.9911,1.4918
sample_fixed,14460,4.01666667,1.4760,1.1000,0,49.9905,1.3314
sample_fixed,14460,4.01666667,1.4760,1.2000,0,49.9903,1.1557
sample_fixed,14460,4.01666667,1.4760,1.3000,0,49.9906,0.9642
sample_fixed,14460,4.01666667,1.4760,1.4000,0,49.9916,0.7538
sample_surface,14460,4.01666667,1.4760,1.4760,1,49.9937,0.5751
sample_fixed,14520,4.03333333,1.4750,0.0000,0,49.9968,2.2335
sample_fixed,14520,4.03333333,1.4750,0.1000,0,49.9968,2.2264
sample_fixed,14520,4.03333333,1.4750,0.2000,0,49.9965,2.2051
sample_fixed,14520,4.03333333,1.4750,0.3000,0,49.9962,2.1692
sample_fixed,14520,4.03333333,1.4750,0.4000,0,49.9957,2.1186
sample_fixed,14520,4.03333333,1.4750,0.5000,0,49.9952,2.0527
sample_fixed,14520,4.03333333,1.4750,0.6000,0,49.9945,1.9713
sample_fixed,14520,4.03333333,1.4750,0.7000,0,49.9939,1.8741
sample_fixed,14520,4.03333333,1.4750,0.8000,0,49.9932,1.7609
sample_fixed,14520,4.03333333,1.4750,0.9000,0,49.9927,1.6318
sample_fixed,14520,4.03333333,1.4750,1.0000,0,49.9924,1.4869
sample_fixed,14520,4.03333333,1.4750,1.1000,0,49.9923,1.3267
sample_fixed,14520,4.03333333,1.4750,1.2000,0,49.9925,1.1512
sample_fixed,14520,4.03333333,1.4750,1.3000,0,49.9931,0.9599
sample_fixed,14520,4.03333333,1.4750,1.4000,0,49.9939,0.7497
sample_surface,14520,4.03333333,1.4750,1.4750,1,49.9956,0.5735
sample_fixed,14580,4.05000000,1.4740,0.0000,0,49.9956,2.2293
sample_fixed,14580,4.05000000,1.4740,0.1000,0,49.9956,2.2222
sample_fixed,14580,4.05000000,1.4740,0.2000,0,49.9954,2.2008
sample_fixed,14580,4.05000000,1.4740,0.3000,0,49.9952,2.1649
sample_fixed,14580,4.05000000,1.4740,0.4000,0,49.9949,2.1141
sample_fixed,14580,4.05000000,1.4740,0.5000,0,49.9945,2.0481
sample_fixed,14580,4.05000000,1.4740,0.6000,0,49.9942,1.9666
sample_fixed,14580,4.05000000,1.4740,0.7000,0,49.9939,1.8693
sample_fixed,14580,4.05000000,1.4740,0.8000,0,49.9936,1.7560
sample_fixed,14580,4.05000000,1.4740,0.9000,0,49.9935,1.6269
sample_fixed,14580,4.05000000,1.4740,1.0000,0,49.9935,1.4821
sample_fixed,14580,4.05000000,1.4740,1.1000,0,49.9937,1.3220
sample_fixed,14580,4.05000000,1.4740,1.2000,0,49.9941,1.1467
sample_fixed,14580,4.05000000,1.4740,1.3000,0,49.9947,0.9556
sample_fixed,14580,4.05000000,1.4740,1.4000,0,49.9955,0.7456
sample_surface,14580,4.05000000,1.4740,1.4740,1,49.9969,0.5719
sample_fixed,14640,4.06666667,1.4730,0.0000,0,49.9949,2.2251
sample_fixed,14640,4.06666667,1.4730,0.1000,0,49.9948,2.2180
sample_fixed,14640,4.06666667,1.4730,0.2000,0,49.9947,2.1965
sample_fixed,14640,4.06666667,1.4730,0.3000,0,49.9946,2.1605
sample_fixed,14640,4.06666667,1.4730,0.4000,0,49.9945,2.1096
sample_fixed,14640,4.06666667,1.4730,0.5000,0,49.9943,2.0435
sample_fixed,14640,4.06666667,1.4730,0.6000,0,49.9942,1.9619
sample_fixed,14640,4.06666667,1.4730,0.7000,0,49.9941,1.8645
sample_fixed,14640,4.06666667,1.4730,0.8000,0,49.9941,1.7512
sample_fixed,14640,4.06666667,1.4730,0.9000,0,49.9942,1.6220
sample_fixed,14640,4.06666667,1.4730,1.0000,0,49.9943,1.4773
sample_fixed,14640,4.06666667,1.4730,1.1000,0,49.9947,1.3173
sample_fixed,14640,4.06666667,1.4730,1.2000,0,49.9952,1.1422
sample_fixed,14640,4.06666667,1.4730,1.3000,0,49.9958,0.9513
sample_fixed,14640,4.06666667,1.4730,1.4000,0,49.9966,0.7415
sample_surface,14640,4.06666667,1.4730,1.4730,1,49.9978,0.5704
sample_fixed,14700,4.08333333,1.4720,0.0000,0,49.9945,2.2209
sample_fixed,14700,4.08333333,1.4720,0.1000,0,49.9945,2.2138
sample_fixed,14700,4.08333333,1.4720,0.2000,0,49.9945,2.1922
sample_fixed,14700,4.08333333,1.4720,0.3000,0,49.9944,2.1561
sample_fixed,14700,4.08333333,1.4720,0.4000,0,49.9944,2.1051
sample_fixed,14700,4.08333333,1.4720,0.5000,0,49.9944,2.0389
sample_fixed,14700,4.08333333,1.4720,0.6000,0,49.9944,1.9572
sample_fixed,14700,4.08333333,1.4720,0.7000,0,49.9945,1.8597
sample_fixed,14700,4.08333333,1.4720,0.8000,0,49.9946,1.7463
sample_fixed,14700,4.08333333,1.4720,0.9000,0,49.9948,1.6172
sample_fixed,14700,4.08333333,1.4720,1.0000,0,49.9951,1.4725
sample_fixed,14700,4.08333333,1.4720,1.1000,0,49.9955,1.3126
sample_fixed,14700,4.08333333,1.4720,1.2000,0,49.9960,1.1377
sample_fixed,14700,4.08333333,1.4720,1.3000,0,49.9966,0.9470
sample_fixed,14700,4.08333333,1.4720,1.4000,0,49.9974,0.7375
sample_surface,14700,4.08333333,1.4720,1.4720,1,49.9985,0.5688
sample_fixed,14760,4.10000000,1.4710,0.0000,0,49.9944,2.2167
sample_fixed,14760,4.10000000,1.4710,0.1000,0,49.9945,2.2095
sample_fixed,14760,4.10000000,1.4710,0.2000,0,49.9945,2.1879
sample_fixed,14760,4.10000000,1.4710,0.3000,0,49.9945,2.1517
sample_fixed,14760,4.10000000,1.4710,0.4000,0,49.9945,2.1006
sample_fixed,14760,4.10000000,1.4710,0.5000,0,49.9946,2.0343
sample_fixed,14760,4.10000000,1.4710,0.6000,0,49.9947,1.9524
sample_fixed,14760,4.10000000,1.4710,0.7000,0,49.9949,1.8549
sample_fixed,14760,4.10000000,1.4710,0.8000,0,49.9951,1.7415
sample_fixed,14760,4.10000000,1.4710,0.9000,0,49.9954,1.6123
sample_fixed,14760,4.10000000,1.4710,1.0000,0,49.9957,1.4677
sample_fixed,14760,4.10000000,1.4710,1.1000,0,49.9961,1.3080
sample_fixed,14760,4.10000000,1.4710,1.2000,0,49.9967,1.1332
sample_fixed,14760,4.10000000,1.4710,1.3000,0,49.9973,0.9428
sample_fixed,14760,4.10000000,1.4710,1.4000,0,49.9980,0.7334
sample_surface,14760,4.10000000,1.4710,1.4710,1,49.9990,0.5673
