time_s,radius_cm,z_cm,temperature_C,delta_from_midplane_C,is_requested_sample_z
1200,1.5,12.375,32.11255217,3.083755473e-12,False
1200,1.5,12.5,32.11255217,0,True
1500,0,0,35.4833266,3.487607071,True
1500,0,0.125,35.13919467,3.143475139,False
1500,0,0.25,34.82080527,2.825085743,True
1500,0,0.375,34.52789742,2.532177892,False
1500,0,0.5,34.2598082,2.264088669,True
1500,0,0.625,34.01554074,2.019821216,False
1500,0,0.75,33.79385025,1.798130723,False
1500,0,0.875,33.59333164,1.597612118,False
1500,0,1,33.4124972,1.416777678,True
1500,0,1.125,33.24983818,1.254118658,False
1500,0,1.25,33.10386957,1.108150042,False
1500,0,1.375,32.97316005,0.9774405264,False
1500,0,1.5,32.85635055,0.8606310211,False
1500,0,1.625,32.75216439,0.75644486,False
1500,0,1.75,32.65941186,0.6636923321,False
1500,0,1.875,32.57699096,0.5812714304,False
1500,0,2,32.50388568,0.5081661526,False
1500,0,2.125,32.4391628,0.4434432703,False
1500,0,2.25,32.38196772,0.3862481953,False
1500,0,2.375,32.3315199,0.3358003774,False
1500,0,2.5,32.28710805,0.2913885238,True
1500,0,2.625,32.24808536,0.2523658291,False
1500,0,2.75,32.21386486,0.2181453291,False
1500,0,2.875,32.18391497,0.1881954423,False
1500,0,3,32.15775525,0.1620357282,False
1500,0,3.125,32.1349524,0.1392328702,False
1500,0,3.25,32.11511641,0.1193968853,False
1500,0,3.375,32.09789708,0.1021775514,False
1500,0,3.5,32.08298057,0.08726104834,False
1500,0,3.625,32.07008633,0.07436680436,False
1500,0,3.75,32.05896407,0.06324454267,False
1500,0,3.875,32.04939105,0.05367152251,False
1500,0,4,32.0411695,0.0454499689,False
1500,0,4.125,32.03412421,0.03840468548,False
1500,0,4.25,32.02810037,0.0323808439,False
1500,0,4.375,32.02296147,0.02724194308,False
1500,0,4.5,32.01858746,0.02286793077,False
1500,0,4.625,32.01487301,0.01915347969,False
1500,0,4.75,32.01172594,0.01600641018,False
1500,0,4.875,32.00906578,0.01334625097,False
1500,0,5,32.00682246,0.0111029298,True
1500,0,5.125,32.00493511,0.009215585715,False
1500,0,5.25,32.00335102,0.007631494642,False
1500,0,5.375,32.00202463,0.00630510058,False
1500,0,5.5,32.00091667,0.00519714444,False
1500,0,5.625,31.99999341,0.004273883175,False
1500,0,5.75,31.99922592,0.003506391973,False
1500,0,5.875,31.99858947,0.002869942642,False
1500,0,6,31.99806298,0.00234345162,False
1500,0,6.125,31.99762852,0.001908991388,False
1500,0,6.25,31.99727089,0.001551359392,False
1500,0,6.375,31.99697723,0.00125769895,False
1500,0,6.5,31.99673669,0.001017166961,False
1500,0,6.625,31.99654017,0.0008206435841,False
1500,0,6.75,31.99638001,0.0006604794283,False
1500,0,6.875,31.9962498,0.0005302761228,False
1500,0,7,31.99614422,0.0004246964821,False
1500,0,7.125,31.99605883,0.0003393008146,False
1500,0,7.25,31.99598993,0.0002704062332,False
1500,0,7.375,31.99593449,0.0002149661304,False
1500,0,7.5,31.99588999,0.0001704672611,True
1500,0,7.625,31.99585437,0.0001348421478,False
1500,0,7.75,31.99582592,0.0001063947662,False
1500,0,7.875,31.99580326,8.373770149e-05,False
1500,0,8,31.99578527,6.573917629e-05,False
1500,0,8.125,31.995771,5.147854121e-05,False
1500,0,8.25,31.99575974,4.020899774e-05,False
1500,0,8.375,31.99575085,3.13264766e-05,False
1500,0,8.5,31.99574387,2.434373944e-05,False
1500,0,8.625,31.9957384,1.886889446e-05,False
1500,0,8.75,31.99573411,1.458763117e-05,False
1500,0,8.875,31.99573078,1.124857742e-05,False
1500,0,9,31.99572818,8.651267734e-06,False
1500,0,9.125,31.99572616,6.636288646e-06,False
1500,0,9.25,31.9957246,5.077233229e-06,False
1500,0,9.375,31.9957234,3.874153141e-06,False
1500,0,9.5,31.99572247,2.948246106e-06,False
1500,0,9.625,31.99572176,2.237559269e-06,False
1500,0,9.75,31.99572122,1.693526343e-06,False
1500,0,9.875,31.9957208,1.278184005e-06,False
1500,0,10,31.99572049,9.619419359e-07,True
1500,0,10.125,31.99572025,7.218023761e-07,False
1500,0,10.25,31.99572007,5.399427252e-07,False
1500,0,10.375,31.99571993,4.025901497e-07,False
1500,0,10.5,31.99571983,2.991328678e-07,False
1500,0,10.625,31.99571975,2.214174586e-07,False
1500,0,10.75,31.99571969,1.631978286e-07,False
1500,0,10.875,31.99571965,1.197026123e-07,False
1500,0,11,31.99571961,8.729786671e-08,False
1500,0,11.125,31.99571959,6.322411394e-08,False
1500,0,11.25,31.99571957,4.53921416e-08,False
1500,0,11.375,31.99571956,3.222542588e-08,False
1500,0,11.5,31.99571955,2.25382486e-08,False
1500,0,11.625,31.99571954,1.544237094e-08,False
1500,0,11.75,31.99571954,1.02756843e-08,False
1500,0,11.875,31.99571953,6.547800524e-09,False
1500,0,12,31.99571953,3.899494061e-09,False
1500,0,12.125,31.99571953,2.071612215e-09,False
1500,0,12.25,31.99571953,8.83087381e-10,False
1500,0,12.375,31.99571953,2.150741807e-10,False
1500,0,12.5,31.99571953,0,True
1500,1.5,0,36.38953722,2.643264308,True
1500,1.5,0.125,36.12197757,2.375704651,False
1500,1.5,0.25,35.87566858,2.129395667,True
1500,1.5,0.375,35.65015516,1.903882246,False
1500,1.5,0.5,35.44468859,1.698415676,True
1500,1.5,0.625,35.25828207,1.512009158,False
1500,1.5,0.75,35.08978071,1.343507797,False
1500,1.5,0.875,34.9379322,1.191659286,False
1500,1.5,1,34.8014482,1.05517528,True
1500,1.5,1.125,34.67905151,0.9327785912,False
1500,1.5,1.25,34.56950867,0.8232357518,False
1500,1.5,1.375,34.47165007,0.7253771567,False
1500,1.5,1.5,34.38438078,0.6381078674,False
1500,1.5,1.625,34.30668494,0.5604120207,False
1500,1.5,1.75,34.23762604,0.4913531258,False
1500,1.5,1.875,34.17634477,0.4300718578,False
1500,1.5,2,34.12205532,0.375782408,False
1500,1.5,2.125,34.074041,0.3277680803,False
1500,1.5,2.25,34.03164949,0.28537657,False
1500,1.5,2.375,33.99428812,0.2480152051,False
1500,1.5,2.5,33.96141924,0.2151463227,True
1500,1.5,2.625,33.93255579,0.186282874,False
1500,1.5,2.75,33.90725722,0.1609843065,False
1500,1.5,2.875,33.88512565,0.1388527332,False
1500,1.5,3,33.8658023,0.1195293824,False
1500,1.5,3.125,33.84896422,0.102691309,False
1500,1.5,3.25,33.83432126,0.08804834717,False
1500,1.5,3.375,33.8216132,0.07534028248,False
1500,1.5,3.5,33.81060714,0.0643342261,False
1500,1.5,3.625,33.80109509,0.05482217534,False
1500,1.5,3.75,33.79289166,0.04661874828,False
1500,1.5,3.875,33.785832,0.03955908213,False
1500,1.5,4,33.7797698,0.03349688632,False
1500,1.5,4.125,33.77457556,0.02830264266,False
1500,1.5,4.25,33.77013486,0.0238619449,False
1500,1.5,4.375,33.76634689,0.02007397054,False
1500,1.5,4.5,33.76312299,0.01685007803,False
1500,1.5,4.625,33.76038544,0.01411252197,False
1500,1.5,4.75,33.7580662,0.01179327976,False
1500,1.5,4.875,33.7561059,0.00983298253,False
1500,1.5,5,33.75445286,0.008179943837,True
1500,1.5,5.125,33.7530622,0.006789279432,False
1500,1.5,5.25,33.75189503,0.005622111866,False
1500,1.5,5.375,33.75091777,0.004644853685,False
1500,1.5,5.5,33.75010148,0.003828563369,False
1500,1.5,5.625,33.74942128,0.003148368303,False
1500,1.5,5.75,33.74885586,0.002582949376,False
1500,1.5,5.875,33.748387,0.002114082033,False
1500,1.5,6,33.74799914,0.00172622886,False
1500,1.5,6.125,33.74767909,0.001406179076,False
1500,1.5,6.25,33.74741565,0.001142730529,False
1500,1.5,6.375,33.74719933,0.0009264100984,False
1500,1.5,6.5,33.74702214,0.0007492286588,False
1500,1.5,6.625,33.74687738,0.0006044670264,False
1500,1.5,6.75,33.74675941,0.0004864895861,False
1500,1.5,6.875,33.7466635,0.0003905825422,False
1500,1.5,7,33.74658573,0.0003128140014,False
1500,1.5,7.125,33.74652283,0.0002499133323,False
1500,1.5,7.25,33.74647208,0.0001991674867,False
1500,1.5,7.375,33.74643125,0.0001583321847,False
1500,1.5,7.5,33.74639847,0.0001255560812,True
1500,1.5,7.625,33.74637223,9.931622442e-05,False
1500,1.5,7.75,33.74635128,7.836330222e-05,False
1500,1.5,7.875,33.74633459,6.167534199e-05,False
1500,1.5,8,33.74632133,4.841868429e-05,False
1500,1.5,8.125,33.74631083,3.791519307e-05,False
1500,1.5,8.25,33.74630253,2.961479365e-05,False
1500,1.5,8.375,33.74629599,2.307254706e-05,False
1500,1.5,8.5,33.74629085,1.7929571e-05,False
1500,1.5,8.625,33.74628681,1.389721462e-05,False
1500,1.5,8.75,33.74628366,1.074397181e-05,False
1500,1.5,8.875,33.7462812,8.28469522e-06,False
1500,1.5,9,33.74627929,6.371733491e-06,False
1500,1.5,9.125,33.7462778,4.887672397e-06,False
1500,1.5,9.25,33.74627666,3.739408875e-06,False
1500,1.5,9.375,33.74627577,2.853327963e-06,False
1500,1.5,9.5,33.74627509,2.171389482e-06,False
1500,1.5,9.625,33.74627456,1.647963877e-06,False
1500,1.5,9.75,33.74627416,1.247280885e-06,False
1500,1.5,9.875,33.74627386,9.41379831e-07,False
1500,1.5,10,33.74627362,7.084668638e-07,True
1500,1.5,10.125,33.74627345,5.316039093e-07,False
1500,1.5,10.25,33.74627331,3.976642802e-07,False
1500,1.5,10.375,33.74627321,2.965044104e-07,False
1500,1.5,10.5,33.74627314,2.203084364e-07,False
1500,1.5,10.625,33.74627308,1.630713484e-07,False
1500,1.5,10.75,33.74627304,1.201927944e-07,False
1500,1.5,10.875,33.746273,8.815893437e-08,False
1500,1.5,11,33.74627298,6.429309707e-08,False
1500,1.5,11.125,33.74627296,4.656296682e-08,False
1500,1.5,11.25,33.74627295,3.342992727e-08,False
1500,1.5,11.375,33.74627294,2.373273844e-08,False
1500,1.5,11.5,33.74627293,1.659822146e-08,False
1500,1.5,11.625,33.74627293,1.137219385e-08,False
1500,1.5,11.75,33.74627292,7.56701013e-09,False
1500,1.5,11.875,33.74627292,4.821700372e-09,False
1500,1.5,12,33.74627292,2.871310301e-09,False
1500,1.5,12.125,33.74627292,1.525279458e-09,False
1500,1.5,12.25,33.74627292,6.501394978e-10,False
1500,1.5,12.375,33.74627292,1.582520781e-10,False
1500,1.5,12.5,33.74627292,0,True
1800,0,0,37.27053287,3.695190399,True
1800,0,0.125,36.91819305,3.34285058,False
1800,0,0.25,36.59579704,3.020454573,True
1800,0,0.375,36.30136389,2.726021419,False
1800,0,0.5,36.03287985,2.457537384,True
1800,0,0.625,35.78834598,2.213003512,False
1800,0,0.75,35.56582803,1.990485566,False
1800,0,0.875,35.36349758,1.788155116,False
1800,0,1,35.17965786,1.604315393,True
1800,0,1.125,35.01275354,1.437411076,False
1800,0,1.25,34.86136758,1.286025108,False
1800,0,1.375,34.72420985,1.148867383,False
1800,0,1.5,34.6001024,1.024759928,False
1800,0,1.625,34.48796444,0.9126219771,False
1800,0,1.75,34.38679934,0.8114568695,False
1800,0,1.875,34.29568399,0.7203415208,False
1800,0,2,34.21376089,0.6384184217,False
1800,0,2.125,34.14023221,0.5648897407,False
1800,0,2.25,34.07435545,0.4990129862,False
1800,0,2.375,34.01544019,0.4400977196,False
1800,0,2.5,33.96284538,0.3875029097,True
1800,0,2.625,33.91597711,0.3406346374,False
1800,0,2.75,33.87428642,0.2989439566,False
1800,0,2.875,33.83726727,0.2619247998,False
1800,0,3,33.80445434,0.2291118696,False
1800,0,3.125,33.77542096,0.2000784965,False
1800,0,3.25,33.74977693,0.1744344652,False
1800,0,3.375,33.72716629,0.1518238213,False
1800,0,3.5,33.70726515,0.131922681,False
1800,0,3.625,33.68977953,0.1144370611,False
1800,0,3.75,33.67444322,0.09910075242,False
1800,0,3.875,33.66101572,0.08567325077,False
1800,0,4,33.64928023,0.07393776267,False
1800,0,4.125,33.63904176,0.06369929531,False
1800,0,4.25,33.63012531,0.05478284001,False
1800,0,4.375,33.62237412,0.04703165459,False
1800,0,4.5,33.61564812,0.04030564794,False
1800,0,4.625,33.60982234,0.03447986811,False
1800,0,4.75,33.60478556,0.0294430933,False
1800,0,4.875,33.60043899,0.02509652398,False
1800,0,5,33.59669504,0.02135257336,True
1800,0,5.125,33.59347622,0.01813375236,False
1800,0,5.25,33.59071411,0.01537164499,False
1800,0,5.375,33.58834844,0.01300596949,False
1800,0,5.5,33.58632619,0.01098372046,False
1800,0,5.625,33.58460085,0.009258387037,False
1800,0,5.75,33.58313171,0.007789242238,False
1800,0,5.875,33.58188317,0.006540698598,False
1800,0,6,33.58082419,0.005481725401,False
1800,0,6.125,33.57992779,0.004585322904,False
1800,0,6.25,33.57917052,0.003828049147,False
1800,0,6.375,33.57853206,0.003189595161,False
1800,0,6.5,33.57799487,0.002652404557,False
1800,0,6.625,33.5775438,0.002201333712,False
1800,0,6.75,33.57716582,0.001823348982,False
1800,0,6.875,33.57684973,0.001507257592,False
1800,0,7,33.57658594,0.001243469059,False
1800,0,7.125,33.57636625,0.00102378423,False
1800,0,7.25,33.57618368,0.0008412092176,False
1800,0,7.375,33.57603226,0.0006897917146,False
1800,0,7.5,33.57590695,0.0005644773755,True
1800,0,7.625,33.57580345,0.0004609841316,False
1800,0,7.75,33.57571816,0.0003756924869,False
1800,0,7.875,33.57564802,0.0003055500167,False
1800,0,8,33.57559046,0.0002479884479,False
1800,0,8.125,33.57554332,0.0002008518531,False
1800,0,8.25,33.5755048,0.000162334635,False
1800,0,8.375,33.5754734,0.000130928106,False
1800,0,8.5,33.57544784,0.0001053745963,False
1800,0,8.625,33.5754271,8.462813089e-05,False
1800,0,8.75,33.57541029,6.782082745e-05,False
1800,0,8.875,33.5753967,5.423425767e-05,False
1800,0,9,33.57538574,4.327510383e-05,False
1800,0,9.125,33.57537692,3.445452131e-05,False
1800,0,9.25,33.57536984,2.737068974e-05,False
1800,0,9.375,33.57536416,2.169409821e-05,False
1800,0,9.5,33.57535962,1.715517033e-05,False
1800,0,9.625,33.575356,1.353388303e-05,False
1800,0,9.75,33.57535312,1.065108272e-05,False
1800,0,9.875,33.57535083,8.361239345e-06,False
1800,0,10,33.57534901,6.546416081e-06,True
1800,0,10.125,33.57534758,5.111264564e-06,False
1800,0,10.25,33.57534645,3.97888234e-06,False
1800,0,10.375,33.57534556,3.087391853e-06,False
1800,0,10.5,33.57534486,2.387125143e-06,False
1800,0,10.625,33.57534431,1.83831019e-06,False
1800,0,10.75,33.57534388,1.409176875e-06,False
1800,0,10.875,33.57534354,1.074409631e-06,False
1800,0,11,33.57534328,8.138871337e-07,False
1800,0,11.125,33.57534308,6.116585354e-07,False
1800,0,11.25,33.57534292,4.551142325e-07,False
1800,0,11.375,33.5753428,3.343167094e-07,False
1800,0,11.5,33.57534271,2.414617626e-07,False
1800,0,11.625,33.57534264,1.704471373e-07,False
1800,0,11.75,33.57534258,1.165286108e-07,False
1800,0,11.875,33.57534254,7.604764107e-08,False
1800,0,12,33.57534251,4.621761462e-08,False
1800,0,12.125,33.57534249,2.495815465e-08,False
1800,0,12.25,33.57534248,1.0770286e-08,False
1800,0,12.375,33.57534247,2.644810593e-09,False
1800,0,12.5,33.57534247,0,True
1800,1.5,0,38.16132057,2.799199711,True
1800,1.5,0.125,37.8843524,2.522231546,False
1800,1.5,0.25,37.63313871,2.271017853,True
1800,1.5,0.375,37.40553278,2.043411923,False
1800,1.5,0.5,37.19946018,1.837339317,True
1800,1.5,0.625,37.01294809,1.650827237,False
1800,1.5,0.75,36.84415546,1.482034599,False
1800,1.5,0.875,36.69139559,1.329274736,False
1800,1.5,1,36.55314675,1.191025894,True
1800,1.5,1.125,36.42804988,1.065929017,False
1800,1.5,1.25,36.3148965,0.9527756465,False
1800,1.5,1.375,36.21261103,0.8504901722,False
1800,1.5,1.5,36.12023128,0.7581104263,False
1800,1.5,1.625,36.03689034,0.6747694776,False
1800,1.5,1.75,35.96180101,0.5996801479,False
1800,1.5,1.875,35.89424357,0.5321227119,False
1800,1.5,2,35.83355642,0.4714355664,False
1800,1.5,2.125,35.7791292,0.4170083367,False
1800,1.5,2.25,35.73039767,0.3682768113,False
1800,1.5,2.375,35.68684001,0.3247191557,False
1800,1.5,2.5,35.64797383,0.2858529676,True
1800,1.5,2.625,35.61335371,0.2512328529,False
1800,1.5,2.75,35.58256917,0.220448308,False
1800,1.5,2.875,35.55524263,0.1931217715,False
1800,1.5,3,35.53102762,0.1689067641,False
1800,1.5,3.125,35.50960694,0.1474860773,False
1800,1.5,3.25,35.49069085,0.1285699921,False
1800,1.5,3.375,35.47401538,0.1118945245,False
1800,1.5,3.5,35.45934056,0.09721970415,False
1800,1.5,3.625,35.44644875,0.08432789135,False
1800,1.5,3.75,35.435143,0.07302214449,False
1800,1.5,3.875,35.4252455,0.06312464455,False
1800,1.5,4,35.41659604,0.05447518513,False
1800,1.5,4.125,35.40905059,0.04692973371,False
1800,1.5,4.25,35.40247993,0.04035906843,False
1800,1.5,4.375,35.39676835,0.03464749318,False
1800,1.5,4.5,35.39181249,0.02969163208,False
1800,1.5,4.625,35.38752016,0.0253993037,False
1800,1.5,4.75,35.38380933,0.02168847353,False
1800,1.5,4.875,35.38060714,0.01848628317,False
1800,1.5,5,35.37784901,0.01572815346,True
1800,1.5,5.125,35.37547782,0.01335695861,False
1800,1.5,5.25,35.37344313,0.01132226788,False
1800,1.5,5.375,35.37170051,0.009579651229,False
1800,1.5,5.5,35.3702109,0.008090045285,False
1800,1.5,5.625,35.36894003,0.006819175774,False
1800,1.5,5.75,35.36785789,0.005737032772,False
1800,1.5,5.875,35.36693825,0.004817395091,False
1800,1.5,6,35.36615826,0.004037400257,False
1800,1.5,6.125,35.36549801,0.003377156645,False
1800,1.5,6.25,35.36494025,0.0028193945,False
1800,1.5,6.375,35.36447001,0.002349152704,False
1800,1.5,6.5,35.36407436,0.001953498312,False
1800,1.5,6.625,35.36374213,0.001621276069,False
1800,1.5,6.75,35.36346374,0.001342885235,False
1800,1.5,6.875,35.36323094,0.00111008126,False
1800,1.5,7,35.36303666,0.0009157999706,False
1800,1.5,7.125,35.36287486,0.0007540021305,False
1800,1.5,7.25,35.36274039,0.0006195363394,False
1800,1.5,7.375,35.36262888,0.0005080184413,False
1800,1.5,7.5,35.36253658,0.0004157257167,True
1800,1.5,7.625,35.36246036,0.0003395042917,False
1800,1.5,7.75,35.36239755,0.0002766883225,False
1800,1.5,7.875,35.36234589,0.0002250296461,False
1800,1.5,8,35.3623035,0.0001826366998,False
1800,1.5,8.125,35.36226878,0.0001479216295,False
1800,1.5,8.25,35.36224041,0.0001195546093,False
1800,1.5,8.375,35.36221728,9.642449456e-05,False
1800,1.5,8.5,35.36219846,7.760501853e-05,False
1800,1.5,8.625,35.36218318,6.23258303e-05,False
1800,1.5,8.75,35.36217081,4.994774516e-05,False
1800,1.5,8.875,35.3621608,3.994165166e-05,False
1800,1.5,9,35.36215273,3.187058159e-05,False
1800,1.5,9.125,35.36214623,2.537451036e-05,False
1800,1.5,9.25,35.36214102,2.015750601e-05,False
1800,1.5,9.375,35.36213684,1.597689165e-05,False
1800,1.5,9.5,35.36213349,1.263413097e-05,False
1800,1.5,9.625,35.36213083,9.967183026e-06,False
1800,1.5,9.75,35.3621287,7.8441062e-06,False
1800,1.5,9.875,35.36212702,6.157721941e-06,False
1800,1.5,10,35.36212568,4.821173292e-06,True
1800,1.5,10.125,35.36212462,3.764239381e-06,False
1800,1.5,10.25,35.36212379,2.93028392e-06,False
1800,1.5,10.375,35.36212313,2.273736371e-06,False
1800,1.5,10.5,35.36212262,1.758017895e-06,False
1800,1.5,10.625,35.36212221,1.353837739e-06,False
1800,1.5,10.75,35.3621219,1.037798476e-06,False
1800,1.5,10.875,35.36212165,7.912562623e-07,False
1800,1.5,11,35.36212146,5.993922514e-07,False
1800,1.5,11.125,35.36212131,4.504593534e-07,False
1800,1.5,11.25,35.36212119,3.351711513e-07,False
1800,1.5,11.375,35.3621211,2.46208927e-07,False
1800,1.5,11.5,35.36212104,1.778251644e-07,False
1800,1.5,11.625,35.36212098,1.25525986e-07,False
1800,1.5,11.75,35.36212094,8.581736921e-08,False
1800,1.5,11.875,35.36212091,5.600509212e-08,False
1800,1.5,12,35.36212089,3.403661708e-08,False
1800,1.5,12.125,35.36212088,1.838008501e-08,False
1800,1.5,12.25,35.36212087,7.931603818e-09,False
1800,1.5,12.375,35.36212086,1.947618955e-09,False
1800,1.5,12.5,35.36212086,0,True
