task,parameter,value,time_s,radius_cm,temperature_C,moisture_kgkg,base_temperature_C,base_moisture_kgkg,abs_dT_C,abs_dC_kgkg
1,dr_m,0.0001,100,0.0,28.00005343,2.55,28.00005334,2.55,8.68248371e-08,0
1,dr_m,0.0001,100,0.5,28.00034773,2.55,28.00034749,2.55,2.334390885e-07,4.440892099e-16
1,dr_m,0.0001,100,1.0,28.00404644,2.55,28.00404587,2.55,5.737599302e-07,1.776356839e-15
1,dr_m,0.0001,100,1.5,28.03270123,2.549999947,28.03270227,2.549999956,1.03793511e-06,8.843021426e-09
1,dr_m,0.0001,100,2.0,28.18005628,2.247342304,28.18006758,2.247119282,1.130410787e-05,0.0002230228618
1,dr_m,0.0001,300,0.0,28.04079492,2.55,28.04079224,2.55,2.679873877e-06,0
1,dr_m,0.0001,300,0.5,28.06349097,2.55,28.0634888,2.55,2.169736767e-06,4.440892099e-16
1,dr_m,0.0001,300,1.0,28.15139644,2.549999999,28.1513961,2.549999999,3.374772781e-07,1.226396762e-10
1,dr_m,0.0001,300,1.5,28.36806526,2.54919293,28.36806899,2.549198135,3.733760366e-06,5.205109926e-06
1,dr_m,0.0001,300,2.0,28.84883432,2.05096815,28.84884904,2.050869458,1.472265875e-05,9.869288463e-05
1,dr_m,0.0001,600,0.0,28.45333372,2.55,28.45333072,2.55,3.003457728e-06,0
1,dr_m,0.0001,600,0.5,28.53603345,2.55,28.53603135,2.55,2.096031487e-06,1.645750203e-11
1,dr_m,0.0001,600,1.0,28.80394367,2.549988396,28.80394412,2.549988562,4.481879827e-07,1.657399076e-07
1,dr_m,0.0001,600,1.5,29.31591026,2.535265539,29.31591476,2.535273698,4.504436827e-06,8.159798409e-06
1,dr_m,0.0001,600,2.0,30.16521662,1.877031295,30.16522568,1.876979234,9.065322995e-06,5.206151307e-05
1,dr_m,0.0001,900,0.0,29.3242968,2.55,29.32429488,2.55,1.922262904e-06,3.910205493e-12
1,dr_m,0.0001,900,0.5,29.45825204,2.549999791,29.45825096,2.549999795,1.077383345e-06,4.564970624e-09
1,dr_m,0.0001,900,1.0,29.87545277,2.549682177,29.87545396,2.549683491,1.191568884e-06,1.313519252e-06
1,dr_m,0.0001,900,1.5,30.61613737,2.504539844,30.61614116,2.504542781,3.795842311e-06,2.936415582e-06
1,dr_m,0.0001,900,2.0,31.73039299,1.754756409,31.73039848,1.754723646,5.49357673e-06,3.276316951e-05
1,dr_m,0.0001,1200,0.0,30.54271982,2.54999998,30.54271918,2.54999998,6.498244609e-07,5.641216383e-10
1,dr_m,0.0001,1200,0.5,30.70976892,2.549992902,30.70976875,2.549992968,1.728935466e-07,6.563024835e-08
1,dr_m,0.0001,1200,1.0,31.22234727,2.548176482,31.22234855,2.54817954,1.281942737e-06,3.058683869e-06
1,dr_m,0.0001,1200,1.5,32.11255478,2.4645714,32.11255807,2.464569534,3.288914982e-06,1.865738603e-06
1,dr_m,0.0001,1200,2.0,33.42762843,1.658586185,33.42763397,1.658564331,5.535404142e-06,2.185449707e-05
1,dr_m,0.0001,1500,0.0,31.99571988,2.549999297,31.99571999,2.549999307,1.094836009e-07,9.958370573e-09
1,dr_m,0.0001,1500,0.5,32.18673327,2.549937449,32.18673376,2.549937744,4.945652279e-07,2.952732854e-07
1,dr_m,0.0001,1500,1.0,32.76601896,2.544535813,32.7660205,2.544540291,1.536533759e-06,4.477623839e-06
1,dr_m,0.0001,1500,1.5,33.7462747,2.420617048,33.74627692,2.420611959,2.220917132e-06,5.088321331e-06
1,dr_m,0.0001,1500,2.0,35.12026275,1.578742731,35.1202618,1.578727859,9.550167448e-07,1.487198847e-05
1,dr_m,0.0001,1800,0.0,33.57534334,2.549992321,33.57534445,2.549992383,1.111856179e-06,6.224014992e-08
1,dr_m,0.0001,1800,0.5,33.77200053,2.549722931,33.77200156,2.549723683,1.038641152e-06,7.529530452e-07
1,dr_m,0.0001,1800,1.0,34.36415943,2.538293537,34.36416045,2.538298799,1.016495268e-06,5.261595529e-06
1,dr_m,0.0001,1800,1.5,35.3621223,2.37547931,35.36212401,2.37547222,1.707392997e-06,7.090261069e-06
1,dr_m,0.0001,1800,2.0,36.78555763,1.510247795,36.78555967,1.510237899,2.03536986e-06,9.896097691e-06
