task,parameter,value,time_h,radius_cm,moisture_kgkg,base_moisture_kgkg,abs_dC_kgkg
3,time_step_long_s,20,6,0.0,1.016918317,1.016918353,3.558131634e-08
3,time_step_long_s,20,6,0.5,0.9880925564,0.988092591,3.466058662e-08
3,time_step_long_s,20,6,1.0,0.9014941119,0.901494144,3.214533117e-08
3,time_step_long_s,20,6,1.5,0.7549980783,0.7549981068,2.84665288e-08
3,time_step_long_s,20,6,2.0,0.5328103991,0.5328104589,5.972922534e-08
3,time_step_long_s,20,12,0.0,0.4561025879,0.4561026227,3.477192856e-08
3,time_step_long_s,20,12,0.5,0.4431202209,0.4431202549,3.391562725e-08
3,time_step_long_s,20,12,1.0,0.4030394076,0.403039439,3.141609922e-08
3,time_step_long_s,20,12,1.5,0.3297137981,0.3297138257,2.764606005e-08
3,time_step_long_s,20,12,2.0,0.164179672,0.1641796999,2.785153538e-08
3,time_step_long_s,20,18,0.0,0.2988106612,0.2988106787,1.743328343e-08
3,time_step_long_s,20,18,0.5,0.2915213488,0.2915213656,1.681212158e-08
3,time_step_long_s,20,18,1.0,0.2686856298,0.2686856447,1.490382212e-08
3,time_step_long_s,20,18,1.5,0.2252839342,0.2252839457,1.146902379e-08
3,time_step_long_s,20,18,2.0,0.08446300812,0.08446301595,7.829041013e-09
3,time_step_long_s,20,24,0.0,0.2377772211,0.2377772303,9.257534628e-09
3,time_step_long_s,20,24,0.5,0.2327185095,0.2327185184,8.923341399e-09
3,time_step_long_s,20,24,1.0,0.2167088483,0.2167088562,7.898917992e-09
3,time_step_long_s,20,24,1.5,0.1855417941,0.1855418002,6.055155988e-09
3,time_step_long_s,20,24,2.0,0.06645901057,0.06645901303,2.460034121e-09
3,time_step_long_s,20,30,0.0,0.2058084998,0.2058085055,5.675881987e-09
3,time_step_long_s,20,30,0.5,0.2018309519,0.2018309574,5.484508736e-09
3,time_step_long_s,20,30,1.0,0.18915723,0.1891572348,4.894280148e-09
3,time_step_long_s,20,30,1.5,0.1640919012,0.164091905,3.81542023e-09
3,time_step_long_s,20,30,2.0,0.05982931377,0.05982931487,1.093405103e-09
3,time_step_long_s,20,36,0.0,0.1858673749,0.1858673787,3.865973597e-09
3,time_step_long_s,20,36,0.5,0.1825205804,0.1825205841,3.743584359e-09
3,time_step_long_s,20,36,1.0,0.1718059509,0.1718059543,3.36381531e-09
3,time_step_long_s,20,36,1.5,0.1503800364,0.150380039,2.659607645e-09
3,time_step_long_s,20,36,2.0,0.05664003881,0.05664003939,5.84414947e-10
3,time_step_long_s,20,42,0.0,0.1720592501,0.172059253,2.82862575e-09
3,time_step_long_s,20,42,0.5,0.1691267429,0.1691267457,2.743566374e-09
3,time_step_long_s,20,42,1.0,0.1597052692,0.1597052717,2.478338534e-09
3,time_step_long_s,20,42,1.5,0.1407096008,0.1407096028,1.980898279e-09
3,time_step_long_s,20,42,2.0,0.05484655206,0.05484655241,3.51044159e-10
3,time_step_long_s,20,48,0.0,0.1618231218,0.161823124,2.176877067e-09
3,time_step_long_s,20,48,0.5,0.1591849231,0.1591849252,2.114120434e-09
3,time_step_long_s,20,48,1.0,0.150685646,0.1506856479,1.917675657e-09
3,time_step_long_s,20,48,1.5,0.1334387169,0.1334387185,1.545873596e-09
3,time_step_long_s,20,48,2.0,0.05372914044,0.05372914067,2.288286435e-10
3,time_step_long_s,20,54,0.0,0.1538644465,0.1538644483,1.738787142e-09
3,time_step_long_s,20,54,0.5,0.1514471453,0.151447147,1.690392742e-09
3,time_step_long_s,20,54,1.0,0.1436421852,0.1436421867,1.538417227e-09
3,time_step_long_s,20,54,1.5,0.1277214698,0.1277214711,1.24865035e-09
3,time_step_long_s,20,54,2.0,0.05298082749,0.05298082764,1.583030096e-10
