task,parameter,value,time_s,radius_cm,temperature_C,moisture_kgkg,base_temperature_C,base_moisture_kgkg,abs_dT_C,abs_dC_kgkg
2,time_step_s,0.5,1800,0.0,32.18924462,2.549934094,32.18924451,2.549934093,1.094616167e-07,6.205573833e-10
2,time_step_s,0.5,1800,0.5,32.38211419,2.548883818,32.38211411,2.548883816,7.762314169e-08,1.476746281e-09
2,time_step_s,0.5,1800,1.0,32.96594008,2.525557939,32.96593999,2.525557942,9.482248942e-08,2.648707031e-09
2,time_step_s,0.5,1800,1.5,33.96077893,2.325704119,33.96077879,2.325704122,1.432416212e-07,3.067016863e-09
2,time_step_s,0.5,1800,2.0,35.4130202,1.648617727,35.41302018,1.648617718,2.022515133e-08,9.31988331e-09
2,time_step_s,0.5,3600,0.0,40.38156672,2.525737485,40.38156664,2.525737486,7.372735666e-08,6.712066458e-10
2,time_step_s,0.5,3600,0.5,40.553566,2.494786833,40.55356597,2.494786835,3.540948512e-08,2.37089548e-09
2,time_step_s,0.5,3600,1.0,41.06048388,2.357819152,41.06048399,2.357819154,1.070875797e-07,2.911224151e-09
2,time_step_s,0.5,3600,1.5,41.87821836,2.022963677,41.8782184,2.022963675,4.252408559e-08,2.044561409e-09
2,time_step_s,0.5,3600,2.0,42.997609,1.471093488,42.99760878,1.471093485,2.263036052e-07,3.04613601e-09
2,time_step_s,0.5,5400,0.0,45.84675508,2.386064168,45.84675512,2.386064172,3.833612539e-08,4.009693022e-09
2,time_step_s,0.5,5400,0.5,45.93480613,2.32563651,45.93480619,2.325636513,6.110462891e-08,3.111011004e-09
2,time_step_s,0.5,5400,1.0,46.19295351,2.134408804,46.19295351,2.134408804,4.688303079e-10,7.00846936e-10
2,time_step_s,0.5,5400,1.5,46.60507432,1.802016993,46.60507431,1.802016991,7.998423257e-09,1.322308707e-09
2,time_step_s,0.5,5400,2.0,47.14005016,1.347567207,47.14005037,1.347567206,2.12146908e-07,9.83772841e-10
2,time_step_s,0.5,7200,0.0,48.45023542,2.170851516,48.45023543,2.170851518,1.049682652e-08,2.041446123e-09
2,time_step_s,0.5,7200,0.5,48.48806043,2.108433884,48.48806047,2.108433886,3.857473985e-08,1.412830741e-09
2,time_step_s,0.5,7200,1.0,48.59844471,1.923628412,48.59844475,1.923628412,4.519142038e-08,9.309175653e-11
2,time_step_s,0.5,7200,1.5,48.77355039,1.62593872,48.77355041,1.62593872,1.733096155e-08,6.895428672e-10
2,time_step_s,0.5,7200,2.0,49.00332442,1.231092555,49.00332449,1.231092555,6.321525348e-08,2.824971368e-10
2,time_step_s,0.5,9000,0.0,49.46698062,1.956641756,49.46698061,1.956641757,1.003686378e-08,5.128986125e-10
2,time_step_s,0.5,9000,0.5,49.47922005,1.900597286,49.47922005,1.900597286,2.819788847e-10,3.196856113e-10
2,time_step_s,0.5,9000,1.0,49.51364981,1.735980053,49.51365003,1.735980053,2.202557354e-07,1.214861545e-10
2,time_step_s,0.5,9000,1.5,49.5653315,1.471987165,49.56533159,1.471987165,9.73056018e-08,5.789178026e-10
2,time_step_s,0.5,9000,2.0,49.66091026,1.116647568,49.66090981,1.116647567,4.534421834e-07,3.673805704e-10
2,time_step_s,0.5,10800,0.0,49.8494956,1.766177107,49.8494956,1.766177107,6.675691111e-10,1.384845572e-10
2,time_step_s,0.5,10800,0.5,49.85534069,1.716533018,49.85534067,1.716533018,1.865164734e-08,1.678663875e-10
2,time_step_s,0.5,10800,1.0,49.87461224,1.570197992,49.87461226,1.570197991,2.273147715e-08,2.095874585e-10
2,time_step_s,0.5,10800,1.5,49.91014778,1.333263404,49.91014781,1.333263404,3.707978635e-08,1.37204248e-10
2,time_step_s,0.5,10800,2.0,49.96641291,1.008123067,49.96641285,1.008123067,6.081437931e-08,4.776623541e-12
